game_date,team_2_id,team_1_id,game_time,round_num,competition_id
2023-03-23,michigan-state,kansas-state,18:30,4,1
2023-03-23,arkansas,connecticut,19:15,4,1
2023-03-23,florida-atlantic,tennessee,21:00,4,1
2023-03-23,gonzaga,ucla,21:45,4,1
2023-03-24,san-diego-state,alabama,18:30,4,1
2023-03-24,miami-fl,houston,19:15,4,1
2023-03-24,princeton,creighton,21:00,4,1
2023-03-24,xavier,texas,21:45,4,1
