game_time,team_unique,player_unique,points,game_id
12:40:00,furman,mike-bothwell-1,11,1
12:40:00,furman,jalen-slawson-1,19,1
12:40:00,furman,jp-pegues-1,11,1
12:40:00,furman,marcus-foster-2,14,1
12:40:00,furman,garrett-hien-1,7,1
12:40:00,furman,ben-vanderwal-1,0,1
12:40:00,furman,alex-williams-3,6,1
12:40:00,furman,tyrese-hughey-1,0,1
12:40:00,furman,carter-whitt-1,0,1
12:40:00,furman,joe-anderson-4,0,1
12:40:00,furman,jonny-lawrence-1,0,1
12:40:00,furman,rett-lister-1,0,1
12:40:00,furman,blake-harris-1,0,1
12:40:00,virginia,armaan-franklin-1,8,1
12:40:00,virginia,jayden-gardner-1,8,1
12:40:00,virginia,kihei-clark-1,5,1
12:40:00,virginia,reece-beekman-1,14,1
12:40:00,virginia,ben-vanderplas-1,0,1
12:40:00,virginia,isaac-mckneely-1,12,1
12:40:00,virginia,kadin-shedrick-1,15,1
12:40:00,virginia,ryan-dunn-1,4,1
12:40:00,virginia,francisco-caffaro-1,0,1
12:40:00,virginia,taine-murray-1,1,1
12:40:00,virginia,chase-coleman-1,0,1
12:40:00,virginia,tristan-how-1,0,1
13:40:00,missouri,kobe-brown-1,19,2
13:40:00,missouri,dmoi-hodge-1,23,2
13:40:00,missouri,deandre-gholston-1,11,2
13:40:00,missouri,noah-carter-1,10,2
13:40:00,missouri,nick-honor-1,5,2
13:40:00,missouri,sean-east-1,8,2
13:40:00,missouri,isiaih-mosley-1,0,2
13:40:00,missouri,tre-gomillion-1,0,2
13:40:00,missouri,aidan-shaw-1,0,2
13:40:00,missouri,mohamed-diarra-1,0,2
13:40:00,missouri,ronnie-degrayiii-1,0,2
13:40:00,missouri,kaleb-brown-1,0,2
13:40:00,missouri,ben-sternberg-1,0,2
13:40:00,missouri,mabor-majak-1,0,2
13:40:00,missouri,jackson-francois-1,0,2
13:40:00,utah-state,steven-ashworth-1,12,2
13:40:00,utah-state,taylor-funk-1,16,2
13:40:00,utah-state,max-shulga-1,7,2
13:40:00,utah-state,daniel-akin-1,12,2
13:40:00,utah-state,sean-bairstow-1,10,2
13:40:00,utah-state,trevin-dorius-1,2,2
13:40:00,utah-state,zee-hamoda-1,0,2
13:40:00,utah-state,rj-eytle-rock-1,6,2
13:40:00,utah-state,rylan-jones-1,0,2
13:40:00,utah-state,szymon-zapala-1,0,2
13:40:00,utah-state,landon-brenchley-1,0,2
13:40:00,utah-state,conner-gillis-1,0,2
13:40:00,utah-state,connor-odom-1,0,2
14:00:00,howard,elijah-hawkins-1,12,3
14:00:00,howard,steve-settle-1,13,3
14:00:00,howard,shy-odom-1,15,3
14:00:00,howard,jelani-williams-2,4,3
14:00:00,howard,jordan-wood-3,2,3
14:00:00,howard,marcus-dockery-1,12,3
14:00:00,howard,bryce-harris-1,4,3
14:00:00,howard,kobe-dickson-1,4,3
14:00:00,howard,khalil-robinson-1,0,3
14:00:00,howard,miles-stewart-1,0,3
14:00:00,howard,ose-okojie-1,2,3
14:00:00,howard,thomas-weaver-1,0,3
14:00:00,howard,reece-brown-1,0,3
14:00:00,howard,talin-lewis-2,0,3
14:00:00,howard,ayodele-taiwo-1,0,3
14:00:00,howard,freedom-rhames-1,0,3
14:00:00,kansas,jalen-wilson-1,20,3
14:00:00,kansas,gradey-dick-1,19,3
14:00:00,kansas,kj-adamsjr-1,13,3
14:00:00,kansas,kevin-mccullar-1,10,3
14:00:00,kansas,dajuan-harris-1,11,3
14:00:00,kansas,joseph-yesufu-1,8,3
14:00:00,kansas,ernest-udeh-jr-1,8,3
14:00:00,kansas,bob-pettiford-1,2,3
14:00:00,kansas,mj-rice-1,0,3
14:00:00,kansas,zuby-ejiofor-1,2,3
14:00:00,kansas,zach-clemence-1,3,3
14:00:00,kansas,michael-jankovich-1,0,3
14:00:00,kansas,cam-martin-1,0,3
14:00:00,kansas,kyle-cuffejr-1,0,3
14:00:00,kansas,dillon-wilhite-1,0,3
14:45:00,alabama,brandon-miller-3,0,4
14:45:00,alabama,mark-sears-1,0,4
14:45:00,alabama,noah-clowney-1,0,4
14:45:00,alabama,jahvon-quinerly-1,0,4
14:45:00,alabama,jaden-bradley-1,0,4
14:45:00,alabama,rylan-griffen-1,0,4
14:45:00,alabama,charles-bediako-1,0,4
14:45:00,alabama,noah-gurley-1,0,4
14:45:00,alabama,nimari-burnett-1,0,4
14:45:00,alabama,nick-pringle-2,0,4
14:45:00,alabama,dominick-welch-1,0,4
14:45:00,alabama,delaney-heard-1,0,4
14:45:00,alabama,darius-miles-1,0,4
14:45:00,alabama,adam-cottrell-1,0,4
14:45:00,alabama,jaden-quinerly-1,0,4
14:45:00,alabama,max-scharnowski-1,0,4
14:45:00,texas-am-corpus-christi,trey-tennyson-1,0,4
14:45:00,texas-am-corpus-christi,isaac-mushila-1,0,4
14:45:00,texas-am-corpus-christi,terrion-murdix-1,0,4
14:45:00,texas-am-corpus-christi,ross-williams-1,0,4
14:45:00,texas-am-corpus-christi,jalen-jackson-3,0,4
14:45:00,texas-am-corpus-christi,delazarus-keys-1,0,4
14:45:00,texas-am-corpus-christi,simeon-fryer-1,0,4
14:45:00,texas-am-corpus-christi,owen-dease-1,0,4
14:45:00,texas-am-corpus-christi,jordan-roberts-4,0,4
14:45:00,texas-am-corpus-christi,jourdyn-grandberry-1,0,4
14:45:00,texas-am-corpus-christi,tyrese-nickelson-1,0,4
14:45:00,texas-am-corpus-christi,jasman-sangha-1,0,4
14:45:00,texas-am-corpus-christi,connor-kern-2,0,4
14:45:00,texas-am-corpus-christi,jaren-marshall-1,0,4
14:45:00,texas-am-corpus-christi,aaron-harden-1,0,4
15:10:00,college-of-charleston,dalton-bolon-1,0,5
15:10:00,college-of-charleston,ante-brzovic-1,0,5
15:10:00,college-of-charleston,reyne-smith-1,0,5
15:10:00,college-of-charleston,pat-robinson-iii-1,0,5
15:10:00,college-of-charleston,ryan-larson-1,0,5
15:10:00,college-of-charleston,ben-burnham-1,0,5
15:10:00,college-of-charleston,raekwon-horton-1,0,5
15:10:00,college-of-charleston,babacar-faye-1,0,5
15:10:00,college-of-charleston,jaylon-scott-1,0,5
15:10:00,college-of-charleston,charles-lampten-1,0,5
15:10:00,college-of-charleston,adam-comer-1,0,5
15:10:00,college-of-charleston,jack-miller-5,0,5
15:10:00,college-of-charleston,frankie-idlett-1,0,5
15:10:00,college-of-charleston,spencer-legg-1,0,5
15:10:00,college-of-charleston,dylan-ritter-1,0,5
15:10:00,san-diego-state,matt-bradley-1,0,5
15:10:00,san-diego-state,darrion-trammell-1,0,5
15:10:00,san-diego-state,lamont-butler-1,0,5
