game_time,team_unique,player_unique,points,game_id
12:15:00,michigan-state,tyson-walker-1,12,16
12:15:00,michigan-state,joey-hauser-1,17,16
12:15:00,michigan-state,aj-hoggard-1,11,16
12:15:00,michigan-state,jaden-akins-1,12,16
12:15:00,michigan-state,malik-hall-1,6,16
12:15:00,michigan-state,mady-sissoko-1,4,16
12:15:00,michigan-state,pierre-brooks-1,0,16
12:15:00,michigan-state,jaxon-kohler-1,2,16
12:15:00,michigan-state,tre-holloman-1,2,16
12:15:00,michigan-state,carson-cooper-1,6,16
12:15:00,michigan-state,jason-whitens-1,0,16
12:15:00,michigan-state,davis-smith-1,0,16
12:15:00,michigan-state,steven-izzo-1,0,16
12:15:00,michigan-state,nick-sanders-2,0,16
12:15:00,southern-california,boogie-ellis-1,6,16
12:15:00,southern-california,drew-peterson-1,11,16
12:15:00,southern-california,tre-white-1,4,16
12:15:00,southern-california,kobe-johnson-1,13,16
12:15:00,southern-california,reese-waters-1,10,16
12:15:00,southern-california,joshua-morgan-1,14,16
12:15:00,southern-california,vincent-iwuchukwu-1,0,16
12:15:00,southern-california,malik-thomas-2,0,16
12:15:00,southern-california,kijani-wright-1,1,16
12:15:00,southern-california,harrison-hornery-1,3,16
12:15:00,southern-california,oziyah-sellers-1,0,16
12:15:00,southern-california,iaroslav-niagu-1,0,16
12:15:00,southern-california,zach-brooker-1,0,16
12:40:00,kennesaw-state,chris-youngblood-1,14,17
12:40:00,kennesaw-state,terrell-burden-1,14,17
12:40:00,kennesaw-state,demond-robinson-1,8,17
12:40:00,kennesaw-state,brandon-stroud-1,2,17
12:40:00,kennesaw-state,spencer-rodgers-1,10,17
12:40:00,kennesaw-state,kasen-jennings-1,4,17
12:40:00,kennesaw-state,quincy-ademokoya-2,2,17
12:40:00,kennesaw-state,alex-peterson-1,6,17
12:40:00,kennesaw-state,simeon-cottle-1,7,17
12:40:00,kennesaw-state,cole-larue-1,0,17
12:40:00,kennesaw-state,ahmad-johnson-1,0,17
12:40:00,kennesaw-state,yves-nkomba-1,0,17
12:40:00,kennesaw-state,armani-harris-1,0,17
12:40:00,kennesaw-state,matt-brown-7,0,17
12:40:00,kennesaw-state,charle-stone-1,0,17
12:40:00,kennesaw-state,eric-holland-1,0,17
12:40:00,xavier,souley-boum-1,17,17
12:40:00,xavier,colby-jones-1,12,17
12:40:00,xavier,jack-nunge-1,10,17
12:40:00,xavier,adam-kunkel-1,8,17
12:40:00,xavier,zach-freemantle-1,0,17
12:40:00,xavier,jerome-hunter-2,24,17
12:40:00,xavier,desmond-claude-1,1,17
12:40:00,xavier,kyky-tandy-1,0,17
12:40:00,xavier,cesare-edwards-1,0,17
12:40:00,xavier,kam-craft-1,0,17
12:40:00,xavier,dieonte-miles-1,0,17
12:40:00,xavier,elijah-tucker-1,0,17
12:40:00,xavier,bradley-colbert-1,0,17
12:40:00,xavier,bob-nunge-1,0,17
12:40:00,xavier,ian-sabourin-1,0,17
12:40:00,xavier,michael-wolf-1,0,17
13:30:00,baylor,keyonte-george-1,9,18
13:30:00,baylor,adam-flagler-1,18,18
13:30:00,baylor,lj-cryer-1,15,18
13:30:00,baylor,jalen-bridges-1,8,18
13:30:00,baylor,langston-love-1,0,18
13:30:00,baylor,flo-thamba-1,1,18
13:30:00,baylor,dale-bonner-1,6,18
13:30:00,baylor,josh-ojianwuna-1,0,18
13:30:00,baylor,caleb-lohner-1,13,18
13:30:00,baylor,jonathan-tchamwatchatchoua-1,4,18
13:30:00,baylor,zach-loveday-1,0,18
13:30:00,baylor,jordan-turner-2,0,18
13:30:00,baylor,jake-younkin-1,0,18
13:30:00,california-santa-barbara,ajay-mitchell-1,13,18
13:30:00,california-santa-barbara,miles-norris-1,15,18
13:30:00,california-santa-barbara,andre-kelly-1,4,18
13:30:00,california-santa-barbara,josh-pierre-louis-1,5,18
13:30:00,california-santa-barbara,cole-anderson-1,5,18
13:30:00,california-santa-barbara,calvin-wishart-1,5,18
13:30:00,california-santa-barbara,ajare-sanni-1,0,18
13:30:00,california-santa-barbara,koat-keat-tong-1,0,18
13:30:00,california-santa-barbara,jakov-kukic-1,0,18
13:30:00,california-santa-barbara,matija-belic-1,4,18
13:30:00,california-santa-barbara,evans-kipruto-1,5,18
13:30:00,california-santa-barbara,zach-harvey-1,0,18
13:30:00,california-santa-barbara,david-pickles-1,0,18
13:30:00,california-santa-barbara,gage-gomez-1,0,18
13:30:00,california-santa-barbara,ariel-bland-1,0,18
13:30:00,california-santa-barbara,henry-hartwell-1,0,18
13:30:00,california-santa-barbara,max-sheldon-1,0,18
14:00:00,saint-marys-ca,logan-johnson-2,12,19
14:00:00,saint-marys-ca,aidan-mahaney-1,0,19
14:00:00,saint-marys-ca,alex-ducas-1,17,19
14:00:00,saint-marys-ca,mitchell-saxen-1,17,19
14:00:00,saint-marys-ca,augustas-marciulionis-1,13,19
14:00:00,saint-marys-ca,kyle-bowen-1,4,19
14:00:00,saint-marys-ca,harry-wessels-1,0,19
14:00:00,saint-marys-ca,joshua-jefferson-1,0,19
14:00:00,saint-marys-ca,luke-barrett-1,0,19
14:00:00,saint-marys-ca,chris-howell-3,0,19
14:00:00,virginia-commonwealth,brandon-johnsjr-1,7,19
