game_date,team_2_id,team_1_id,game_time,round_num,competition_id
2025-03-29,texas-tech,florida,18:09,5,6
2025-03-29,alabama,duke,20:49,5,6
2025-03-30,tennessee,houston,14:20,5,6
2025-03-30,michigan-state,auburn,17:05,5,6
