game_time,team_unique,lost,player_unique,points,inactive,game_id
12:15:00,baylor,,norchad-omier-1,12,,390
12:15:00,baylor,,vj-edgecombe-1,14,,390
12:15:00,baylor,,robert-wright-3,19,,390
12:15:00,baylor,,jayden-nunn-1,3,,390
12:15:00,baylor,,jeremy-roach-2,6,,390
12:15:00,baylor,,jalen-celestine-1,6,,390
12:15:00,baylor,,josh-ojianwuna-1,0,,390
12:15:00,baylor,,langston-love-1,15,,390
12:15:00,baylor,,jason-asemota-1,0,,390
12:15:00,baylor,,omar-adegbola-1,0,,390
12:15:00,baylor,,marino-dubravcic-1,0,,390
12:15:00,baylor,,davidson-hubbard-1,0,,390
12:15:00,mississippi-state,l,josh-hubbard-1,26,,390
12:15:00,mississippi-state,,keshawn-murphy-1,10,,390
12:15:00,mississippi-state,,claudell-harrisjr-1,13,,390
12:15:00,mississippi-state,,riley-kugel-1,11,,390
12:15:00,mississippi-state,,rj-melendez-1,6,,390
12:15:00,mississippi-state,,cameron-matthews-1,2,,390
12:15:00,mississippi-state,,michael-nwoko-1,2,,390
12:15:00,mississippi-state,,shawn-jones-jr-1,2,,390
12:15:00,mississippi-state,,kanye-clary-1,0,,390
12:15:00,mississippi-state,,martavious-russell-1,0,,390
12:15:00,mississippi-state,,gai-chol-1,0,,390
12:15:00,mississippi-state,,dellquan-warren-1,0,,390
12:15:00,mississippi-state,,jeremy-foumena-1,0,,390
12:15:00,mississippi-state,,harrison-alexander-1,0,,390
12:15:00,mississippi-state,,trey-jackson-iii-1,0,,390
12:15:00,mississippi-state,,adrian-myers-1,0,,390
12:40:00,alabama,,mark-sears-1,22,,391
12:40:00,alabama,,grant-nelson-1,5,,391
12:40:00,alabama,,aden-holloway-2,5,,391
12:40:00,alabama,,labaron-philon-1,1,,391
12:40:00,alabama,,clifford-omoruyi-1,17,,391
12:40:00,alabama,,chris-youngblood-1,7,,391
12:40:00,alabama,,mouhamed-dioubate-1,18,,391
12:40:00,alabama,,jarin-stevenson-1,2,,391
12:40:00,alabama,,derrion-reid-1,9,,391
12:40:00,alabama,,aiden-sherrell-1,4,,391
12:40:00,alabama,,latrell-wrightselljr-1,0,,391
12:40:00,alabama,,houston-mallette-1,0,,391
12:40:00,alabama,,max-scharnowski-1,0,,391
12:40:00,robert-morris,l,alvaro-folgueiras-1,15,,391
12:40:00,robert-morris,,amarion-dickerson-1,25,,391
12:40:00,robert-morris,,kam-woods-1,8,,391
12:40:00,robert-morris,,josh-omojafo-1,12,,391
12:40:00,robert-morris,,dj-smith-1,10,,391
12:40:00,robert-morris,,ryan-prather-jr-1,7,,391
12:40:00,robert-morris,,ismael-plet-1,4,,391
12:40:00,robert-morris,,dilen-miller-1,0,,391
12:40:00,robert-morris,,antallah-sandlinel-1,0,,391
12:40:00,robert-morris,,chris-ford-5,0,,391
12:40:00,robert-morris,,maurio-hanson-jr-1,0,,391
12:40:00,robert-morris,,tanner-ogrady-1,0,,391
12:40:00,robert-morris,,cyril-arvanitis-1,0,,391
12:40:00,robert-morris,,vasilije-serafimoski-1,0,,391
12:40:00,robert-morris,,justice-williams-1,0,,391
13:30:00,iowa-state,,curtis-jones-2,17,,392
13:30:00,iowa-state,,joshua-jefferson-1,10,,392
13:30:00,iowa-state,,keshon-gilbert-1,0,i,392
13:30:00,iowa-state,,tamin-lipsey-1,10,,392
13:30:00,iowa-state,,milan-momcilovic-2,20,,392
13:30:00,iowa-state,,dishon-jackson-1,4,,392
13:30:00,iowa-state,,nate-heise-1,9,,392
13:30:00,iowa-state,,brandton-chatfield-1,2,,392
13:30:00,iowa-state,,demarion-watson-1,0,,392
13:30:00,iowa-state,,nojus-indrusaitis-1,0,,392
13:30:00,iowa-state,,cade-kelderman-1,5,,392
13:30:00,iowa-state,,jt-rock-1,2,,392
13:30:00,iowa-state,,kayden-fish-1,3,,392
13:30:00,iowa-state,,conrad-hawley-1,0,,392
13:30:00,lipscomb,l,jacob-ognacevic-1,18,,392
13:30:00,lipscomb,,will-pruitt-1,7,,392
13:30:00,lipscomb,,joe-anderson-4,3,,392
13:30:00,lipscomb,,gyasi-powell-1,11,,392
13:30:00,lipscomb,,charlie-williams-5,3,,392
13:30:00,lipscomb,,dylan-faulkner-1,0,,392
13:30:00,lipscomb,,miles-white-1,5,,392
13:30:00,lipscomb,,grant-asman-1,2,,392
13:30:00,lipscomb,,kellan-boylan-1,2,,392
13:30:00,lipscomb,,ross-candelino-1,0,,392
13:30:00,lipscomb,,logan-suber-1,2,,392
13:30:00,lipscomb,,rylan-houck-1,0,,392
13:30:00,lipscomb,,luke-carter-1,0,,392
13:30:00,lipscomb,,jack-ingold-1,2,,392
13:30:00,lipscomb,,zach-lamey-1,0,,392
14:00:00,colorado-state,,nique-clifford-1,14,,393
14:00:00,colorado-state,,jalen-lake-1,14,,393
14:00:00,colorado-state,,kyan-evans-1,23,,393
14:00:00,colorado-state,,jaylen-crocker-johnson-1,12,,393
14:00:00,colorado-state,,rashaan-mbemba-1,8,,393
14:00:00,colorado-state,,keshawn-williams-1,0,,393
14:00:00,colorado-state,,bowen-born-1,4,,393
14:00:00,colorado-state,,kyle-jorgensen-1,3,,393
14:00:00,colorado-state,,ethan-morton-1,0,,393
14:00:00,colorado-state,,nikola-djapa-1,0,,393
14:00:00,colorado-state,,jaden-steppe-1,0,,393
14:00:00,colorado-state,,luke-murphy-3,0,,393
14:00:00,memphis,l,pj-haggerty-1,18,,393
14:00:00,memphis,,dain-dainja-1,22,,393
14:00:00,memphis,,tyrese-hunter-1,0,,393
14:00:00,memphis,,colby-rogers-1,18,,393
14:00:00,memphis,,nick-jourdain-1,2,,393
14:00:00,memphis,,moussa-cisse-1,3,,393
14:00:00,memphis,,pj-carter-1,7,,393
14:00:00,memphis,,baraka-okojie-1,0,,393
14:00:00,memphis,,dante-harris-1,0,,393
14:00:00,memphis,,demarien-yates-1,0,,393
14:00:00,memphis,,jared-harris-1,0,,393
14:00:00,memphis,,tyreek-smith-1,0,,393
14:00:00,memphis,,noah-stansbury-1,0,,393
14:45:00,duke,,cooper-flagg-1,14,,394
14:45:00,duke,,kon-knueppel-1,6,,394
14:45:00,duke,,tyrese-proctor-1,19,,394
14:45:00,duke,,sion-james-1,2,,394
14:45:00,duke,,khaman-maluach-1,11,,394
14:45:00,duke,,isaiah-evans-1,4,,394
14:45:00,duke,,caleb-foster-2,12,,394
14:45:00,duke,,mason-gillis-1,4,,394
14:45:00,duke,,patrick-ngongba-2,9,,394
14:45:00,duke,,maliq-brown-1,0,,394
14:45:00,duke,,darren-harris-1,7,,394
14:45:00,duke,,spencer-hubbard-1,2,,394
14:45:00,duke,,cameron-sheffield-1,0,,394
14:45:00,duke,,neal-begovich-1,3,,394
14:45:00,duke,,stanley-borden-1,0,,394
14:45:00,mount-st-marys,l,dola-adebayo-1,6,,394
14:45:00,mount-st-marys,,dallas-hobbs-1,4,,394
14:45:00,mount-st-marys,,jedy-cordilia-1,9,,394
14:45:00,mount-st-marys,,xavier-lipscomb-1,6,,394
14:45:00,mount-st-marys,,terrell-ardjr-1,0,,394
14:45:00,mount-st-marys,,arlandus-keyes-1,15,,394
14:45:00,mount-st-marys,,javon-ervin-1,6,,394
14:45:00,mount-st-marys,,abdou-khadre-kebe-1,0,,394
14:45:00,mount-st-marys,,patrick-haigh-1,0,,394
14:45:00,mount-st-marys,,malcolm-dread-1,0,,394
14:45:00,mount-st-marys,,trey-wilson-1,3,,394
14:45:00,mount-st-marys,,jonathan-ogunfuye-1,0,,394
14:45:00,mount-st-marys,,jaxon-hartman-1,0,,394
14:45:00,mount-st-marys,,carmelo-pacheco-1,0,,394
15:10:00,saint-marys-ca,,augustas-marciulionis-1,14,,395
15:10:00,saint-marys-ca,,paulius-murauskas-1,4,,395
15:10:00,saint-marys-ca,,mitchell-saxen-1,12,,395
15:10:00,saint-marys-ca,,luke-barrett-1,12,,395
15:10:00,saint-marys-ca,,mikey-lewis-1,0,,395
15:10:00,saint-marys-ca,,jordan-ross-1,15,,395
15:10:00,saint-marys-ca,,harry-wessels-1,2,,395
15:10:00,saint-marys-ca,,ashton-hardaway-1,0,,395
15:10:00,saint-marys-ca,,andrew-mckeever-1,0,,395
15:10:00,saint-marys-ca,,joshua-dent-1,0,,395
15:10:00,saint-marys-ca,,kevin-gad-1,0,,395
15:10:00,saint-marys-ca,,cade-bennett-1,0,,395
15:10:00,saint-marys-ca,,rory-hawke-1,0,,395
15:10:00,vanderbilt,l,jason-edwards-3,18,,395
15:10:00,vanderbilt,,tyler-nickel-1,9,,395
15:10:00,vanderbilt,,devin-mcglockton-1,7,,395
15:10:00,vanderbilt,,aj-hoggard-1,3,,395
15:10:00,vanderbilt,,jaylen-carey-1,4,,395
15:10:00,vanderbilt,,mj-collins-1,0,,395
15:10:00,vanderbilt,,chris-manon-1,8,,395
15:10:00,vanderbilt,,tyler-tanner-1,3,,395
15:10:00,vanderbilt,,grant-huffman-1,4,,395
15:10:00,vanderbilt,,jaqualon-roberts-1,0,,395
15:10:00,vanderbilt,,jordan-williams-5,0,,395
15:10:00,vanderbilt,,miles-keeffe-1,0,,395
15:10:00,vanderbilt,,graham-calton-1,0,,395
15:10:00,vanderbilt,,coleson-messer-1,0,,395
15:10:00,vanderbilt,,hollman-smith-1,0,,395
15:10:00,vanderbilt,,alex-hemenway-1,0,,395
15:10:00,vanderbilt,,kijani-wright-1,0,,395
16:00:00,mississippi,,sean-pedulla-1,20,,396
16:00:00,mississippi,,jaemyn-brakefield-1,12,,396
16:00:00,mississippi,,malik-dia-1,8,,396
16:00:00,mississippi,,jaylen-murray-1,7,,396
16:00:00,mississippi,,dre-davis-3,15,,396
16:00:00,mississippi,,matthew-murrell-1,8,,396
16:00:00,mississippi,,davon-barnes-1,1,,396
16:00:00,mississippi,,mikeal-brown-jones-1,0,,396
16:00:00,mississippi,,eduardo-klafke-1,0,,396
