,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name
,9.9,7.0,0.0,0.0,1.8,acc,1.8,10.3,11.0,0.2,0.4,35.0,0.343,12.0,0.457,16.0,0.5,8.0,19.0,0.0,,115.0,-0.1,8.7,8.0,0.2,4.0,12.8,darren-harris-1,36.0,39.0,Guard,1.6,3.0,,0.543,19.0,0.211,4.0,9.6,19.0,0.423,2.3,1.0,16.0,0.5,8.0,19.5,,0.4,0.143,Darren Harris
,9.9,7.0,0.0,0.0,1.8,acc,1.8,10.3,11.0,0.2,0.4,35.0,0.343,12.0,0.457,16.0,0.5,8.0,19.0,0.0,,115.0,-0.1,8.7,8.0,0.2,4.0,12.8,darren-harris-1,36.0,39.0,Guard,1.6,3.0,,0.543,19.0,0.211,4.0,9.6,19.0,0.423,2.3,1.0,16.0,0.5,8.0,19.5,,0.4,0.143,Darren Harris
,0.0,0.0,0.0,0.0,-7.4,acc,0.4,17.3,1.0,0.0,,0.0,,0.0,,2.0,0.5,1.0,3.0,0.0,,6.0,-7.7,0.0,0.0,0.0,1.0,5.2,spencer-hubbard-1,1.0,1.0,Guard,0.0,0.0,,,0.0,,0.0,9.3,1.0,0.526,0.0,0.0,0.0,,0.0,8.1,,0.0,0.09,Spencer Hubbard
,0.0,0.0,0.0,0.0,-7.4,acc,0.4,17.3,1.0,0.0,,0.0,,0.0,,2.0,0.5,1.0,3.0,0.0,,6.0,-7.7,0.0,0.0,0.0,1.0,5.2,spencer-hubbard-1,1.0,1.0,Guard,0.0,0.0,,,0.0,,0.0,9.3,1.0,0.526,0.0,0.0,0.0,,0.0,8.1,,0.0,0.09,Spencer Hubbard
,9.9,28.0,1.8,9.0,1.2,acc,-0.2,11.8,54.0,0.6,0.5,100.0,0.39,39.0,0.52,52.0,0.673,35.0,28.0,12.0,,493.0,1.4,7.4,32.0,1.0,43.0,13.6,cameron-sheffield-1,135.0,146.0,Guard,1.3,12.0,,0.6,60.0,0.367,22.0,9.7,86.0,0.541,11.4,16.0,40.0,0.425,17.0,13.9,,1.5,0.123,Cameron Sheffield
,9.9,28.0,1.8,9.0,1.2,acc,-0.2,11.8,54.0,0.6,0.5,100.0,0.39,39.0,0.52,52.0,0.673,35.0,28.0,12.0,,493.0,1.4,7.4,32.0,1.0,43.0,13.6,cameron-sheffield-1,135.0,146.0,Guard,1.3,12.0,,0.6,60.0,0.367,22.0,9.7,86.0,0.541,11.4,16.0,40.0,0.425,17.0,13.9,,1.5,0.123,Cameron Sheffield
,0.0,0.0,0.0,0.0,-24.6,acc,-1.7,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,2.0,0.0,,3.0,-22.9,0.0,0.0,0.0,1.0,-27.0,neal-begovich-1,0.0,0.0,Forward,0.0,0.0,,,0.0,,0.0,0.0,0.0,,100.0,1.0,0.0,,0.0,17.6,,0.0,-0.291,Neal Begovich
,0.0,0.0,0.0,0.0,-24.6,acc,-1.7,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,2.0,0.0,,3.0,-22.9,0.0,0.0,0.0,1.0,-27.0,neal-begovich-1,0.0,0.0,Forward,0.0,0.0,,,0.0,,0.0,0.0,0.0,,100.0,1.0,0.0,,0.0,17.6,,0.0,-0.291,Neal Begovich
,0.0,0.0,0.0,0.0,3.8,acc,-14.2,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,0.0,,1.0,18.0,100.0,1.0,0.0,0.0,45.9,stanley-borden-1,0.0,1.0,Center,0.0,0.0,,,0.0,,0.0,55.8,1.0,,,0.0,0.0,,0.0,0.0,,0.0,0.468,Stanley Borden
,0.0,0.0,0.0,0.0,3.8,acc,-14.2,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,0.0,,1.0,18.0,100.0,1.0,0.0,0.0,45.9,stanley-borden-1,0.0,1.0,Center,0.0,0.0,,,0.0,,0.0,55.8,1.0,,,0.0,0.0,,0.0,0.0,,0.0,0.468,Stanley Borden
,18.8,50.0,2.2,11.0,3.6,sec,1.7,12.0,56.0,0.9,0.524,166.0,0.434,72.0,0.452,75.0,0.787,59.0,32.0,4.0,,516.0,1.9,3.3,15.0,1.3,65.0,18.8,walter-claytonjr-1,233.0,222.0,Guard,2.6,24.0,,0.506,84.0,0.357,30.0,7.7,71.0,0.578,14.4,34.0,82.0,0.512,42.0,22.4,,2.2,0.169,Walter Clayton Jr.
,18.8,50.0,2.2,11.0,3.6,sec,1.7,12.0,56.0,0.9,0.524,166.0,0.434,72.0,0.452,75.0,0.787,59.0,32.0,4.0,,516.0,1.9,3.3,15.0,1.3,65.0,18.8,walter-claytonjr-1,233.0,222.0,Guard,2.6,24.0,,0.506,84.0,0.357,30.0,7.7,71.0,0.578,14.4,34.0,82.0,0.512,42.0,22.4,,2.2,0.169,Walter Clayton Jr.
,15.5,16.0,1.8,3.0,0.6,sec,-0.9,20.1,35.0,0.4,0.579,70.0,0.471,33.0,0.186,13.0,0.615,8.0,21.0,2.0,,193.0,1.5,9.1,16.0,0.6,21.0,23.5,alijah-martin-1,89.0,88.0,Guard,2.6,9.0,,0.614,43.0,0.349,15.0,14.6,51.0,0.584,12.6,11.0,27.0,0.667,18.0,21.8,,1.1,0.225,Alijah Martin
,15.5,16.0,1.8,3.0,0.6,sec,-0.9,20.1,35.0,0.4,0.579,70.0,0.471,33.0,0.186,13.0,0.615,8.0,21.0,2.0,,193.0,1.5,9.1,16.0,0.6,21.0,23.5,alijah-martin-1,89.0,88.0,Guard,2.6,9.0,,0.614,43.0,0.349,15.0,14.6,51.0,0.584,12.6,11.0,27.0,0.667,18.0,21.8,,1.1,0.225,Alijah Martin
,11.6,60.0,3.4,27.0,3.9,sec,0.7,18.2,146.0,1.7,0.548,293.0,0.468,137.0,0.331,97.0,0.804,78.0,33.0,30.0,,910.0,3.2,7.3,52.0,2.5,62.0,21.6,will-richard-2,399.0,391.0,Guard,2.6,41.0,,0.491,144.0,0.326,47.0,13.1,198.0,0.588,11.9,46.0,149.0,0.604,90.0,21.7,,4.2,0.185,Will Richard
,11.6,60.0,3.4,27.0,3.9,sec,0.7,18.2,146.0,1.7,0.548,293.0,0.468,137.0,0.331,97.0,0.804,78.0,33.0,30.0,,910.0,3.2,7.3,52.0,2.5,62.0,21.6,will-richard-2,399.0,391.0,Guard,2.6,41.0,,0.491,144.0,0.326,47.0,13.1,198.0,0.588,11.9,46.0,149.0,0.604,90.0,21.7,,4.2,0.185,Will Richard
,10.0,44.0,5.8,45.0,3.2,sec,2.2,22.5,157.0,1.0,0.488,208.0,0.462,96.0,0.529,110.0,0.673,74.0,36.0,1.0,,732.0,1.1,10.2,72.0,1.2,93.0,17.6,alex-condon-1,277.0,291.0,Forward,1.1,15.0,,0.183,38.0,0.289,11.0,16.3,229.0,0.532,16.9,53.0,170.0,0.5,85.0,19.6,,2.2,0.12,Alex Condon
,10.0,44.0,5.8,45.0,3.2,sec,2.2,22.5,157.0,1.0,0.488,208.0,0.462,96.0,0.529,110.0,0.673,74.0,36.0,1.0,,732.0,1.1,10.2,72.0,1.2,93.0,17.6,alex-condon-1,277.0,291.0,Forward,1.1,15.0,,0.183,38.0,0.289,11.0,16.3,229.0,0.532,16.9,53.0,170.0,0.5,85.0,19.6,,2.2,0.12,Alex Condon
,6.9,23.0,4.4,25.0,2.9,sec,2.0,16.8,85.0,0.6,0.5,120.0,0.45,54.0,0.383,46.0,0.457,21.0,36.0,2.0,,530.0,0.9,9.2,47.0,0.8,70.0,13.5,thomas-haugh-1,141.0,152.0,Forward,1.1,11.0,,0.392,47.0,0.255,12.0,13.0,132.0,0.497,9.6,15.0,73.0,0.575,42.0,13.5,,1.4,0.103,Thomas Haugh
,6.9,23.0,4.4,25.0,2.9,sec,2.0,16.8,85.0,0.6,0.5,120.0,0.45,54.0,0.383,46.0,0.457,21.0,36.0,2.0,,530.0,0.9,9.2,47.0,0.8,70.0,13.5,thomas-haugh-1,141.0,152.0,Forward,1.1,11.0,,0.392,47.0,0.255,12.0,13.0,132.0,0.497,9.6,15.0,73.0,0.575,42.0,13.5,,1.4,0.103,Thomas Haugh
,10.7,2.0,0.0,0.0,-4.1,sec,-0.7,7.8,3.0,0.0,0.438,16.0,0.438,7.0,0.563,9.0,0.556,5.0,12.0,0.0,,41.0,-3.4,2.8,1.0,0.0,5.0,11.0,denzel-aberdeen-1,19.0,18.0,Guard,0.0,0.0,,0.313,5.0,0.0,0.0,5.3,4.0,0.469,9.0,2.0,11.0,0.636,7.0,27.8,,0.1,0.056,Denzel Aberdeen
,10.7,2.0,0.0,0.0,-4.1,sec,-0.7,7.8,3.0,0.0,0.438,16.0,0.438,7.0,0.563,9.0,0.556,5.0,12.0,0.0,,41.0,-3.4,2.8,1.0,0.0,5.0,11.0,denzel-aberdeen-1,19.0,18.0,Guard,0.0,0.0,,0.313,5.0,0.0,0.0,5.3,4.0,0.469,9.0,2.0,11.0,0.636,7.0,27.8,,0.1,0.056,Denzel Aberdeen
,2.0,5.0,9.6,45.0,2.8,sec,3.2,25.5,108.0,1.1,0.617,115.0,0.617,71.0,0.409,47.0,0.489,23.0,35.0,12.0,,483.0,-0.4,16.2,66.0,0.7,76.0,20.4,rueben-chinyelu-1,165.0,170.0,Center,0.9,7.0,,0.0,0.0,,0.0,21.0,174.0,0.601,21.2,37.0,115.0,0.617,71.0,18.6,,1.9,0.154,Rueben Chinyelu
,2.0,5.0,9.6,45.0,2.8,sec,3.2,25.5,108.0,1.1,0.617,115.0,0.617,71.0,0.409,47.0,0.489,23.0,35.0,12.0,,483.0,-0.4,16.2,66.0,0.7,76.0,20.4,rueben-chinyelu-1,165.0,170.0,Center,0.9,7.0,,0.0,0.0,,0.0,21.0,174.0,0.601,21.2,37.0,115.0,0.617,71.0,18.6,,1.9,0.154,Rueben Chinyelu
,13.9,26.0,5.8,19.0,-2.4,sec,-1.3,22.4,76.0,0.6,0.571,119.0,0.521,62.0,0.353,42.0,0.571,24.0,32.0,0.0,,379.0,-1.1,14.6,47.0,1.0,52.0,22.0,sam-alexis-1,160.0,171.0,Forward,1.2,8.0,,0.277,33.0,0.364,12.0,18.6,123.0,0.576,16.3,27.0,86.0,0.581,50.0,22.4,,1.5,0.162,Sam Alexis
,13.9,26.0,5.8,19.0,-2.4,sec,-1.3,22.4,76.0,0.6,0.571,119.0,0.521,62.0,0.353,42.0,0.571,24.0,32.0,0.0,,379.0,-1.1,14.6,47.0,1.0,52.0,22.0,sam-alexis-1,160.0,171.0,Forward,1.2,8.0,,0.277,33.0,0.364,12.0,18.6,123.0,0.576,16.3,27.0,86.0,0.581,50.0,22.4,,1.5,0.162,Sam Alexis
,13.2,20.0,0.0,0.0,2.4,sec,2.1,5.9,14.0,0.3,0.493,76.0,0.382,29.0,0.158,12.0,0.667,8.0,22.0,0.0,,237.0,0.2,0.9,2.0,0.3,18.0,10.1,urban-klavzar-1,83.0,79.0,Guard,1.4,6.0,,0.618,47.0,0.362,17.0,3.5,16.0,0.508,11.9,11.0,29.0,0.414,12.0,18.5,,0.6,0.109,Urban Klavzar
,13.2,20.0,0.0,0.0,2.4,sec,2.1,5.9,14.0,0.3,0.493,76.0,0.382,29.0,0.158,12.0,0.667,8.0,22.0,0.0,,237.0,0.2,0.9,2.0,0.3,18.0,10.1,urban-klavzar-1,83.0,79.0,Guard,1.4,6.0,,0.618,47.0,0.362,17.0,3.5,16.0,0.508,11.9,11.0,29.0,0.414,12.0,18.5,,0.6,0.109,Urban Klavzar
,2.4,1.0,1.5,1.0,4.3,sec,3.6,17.2,12.0,0.2,0.587,23.0,0.522,12.0,0.696,16.0,0.438,7.0,17.0,0.0,,70.0,0.8,9.5,6.0,0.2,10.0,18.9,isaiah-brown-2,34.0,30.0,Guard,2.4,3.0,,0.304,7.0,0.429,3.0,13.5,18.0,0.556,8.9,3.0,16.0,0.563,9.0,22.7,,0.3,0.174,Isaiah Brown
,2.4,1.0,1.5,1.0,4.3,sec,3.6,17.2,12.0,0.2,0.587,23.0,0.522,12.0,0.696,16.0,0.438,7.0,17.0,0.0,,70.0,0.8,9.5,6.0,0.2,10.0,18.9,isaiah-brown-2,34.0,30.0,Guard,2.4,3.0,,0.304,7.0,0.429,3.0,13.5,18.0,0.556,8.9,3.0,16.0,0.563,9.0,22.7,,0.3,0.174,Isaiah Brown
,7.2,37.0,9.1,75.0,4.5,sec,3.6,26.1,206.0,2.3,0.666,154.0,0.662,102.0,0.455,70.0,0.543,38.0,32.0,32.0,,810.0,0.8,14.3,109.0,1.9,111.0,23.7,micah-handlogten-1,243.0,268.0,Center,2.8,41.0,,0.078,12.0,0.083,1.0,20.3,315.0,0.649,18.3,42.0,142.0,0.711,101.0,13.3,,4.2,0.208,Micah Handlogten
,7.2,37.0,9.1,75.0,4.5,sec,3.6,26.1,206.0,2.3,0.666,154.0,0.662,102.0,0.455,70.0,0.543,38.0,32.0,32.0,,810.0,0.8,14.3,109.0,1.9,111.0,23.7,micah-handlogten-1,243.0,268.0,Center,2.8,41.0,,0.078,12.0,0.083,1.0,20.3,315.0,0.649,18.3,42.0,142.0,0.711,101.0,13.3,,4.2,0.208,Micah Handlogten
,15.7,4.0,0.0,0.0,-1.7,sec,0.6,5.8,2.0,0.0,0.5,2.0,0.5,1.0,3.0,6.0,0.833,5.0,9.0,0.0,,36.0,-2.3,2.9,1.0,0.0,2.0,8.1,kajus-kublickas-1,7.0,9.0,Guard,1.5,1.0,,0.0,0.0,,0.0,4.3,3.0,0.722,45.2,4.0,2.0,0.5,1.0,11.3,,0.0,0.041,Kajus Kublickas
,15.7,4.0,0.0,0.0,-1.7,sec,0.6,5.8,2.0,0.0,0.5,2.0,0.5,1.0,3.0,6.0,0.833,5.0,9.0,0.0,,36.0,-2.3,2.9,1.0,0.0,2.0,8.1,kajus-kublickas-1,7.0,9.0,Guard,1.5,1.0,,0.0,0.0,,0.0,4.3,3.0,0.722,45.2,4.0,2.0,0.5,1.0,11.3,,0.0,0.041,Kajus Kublickas
,0.0,0.0,0.0,0.0,13.4,sec,2.7,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,4.0,0.0,,2.0,10.7,0.0,0.0,0.0,0.0,45.9,bennett-andersen-1,2.0,1.0,Guard,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,22.9,,0.0,0.249,Bennett Andersen
,0.0,0.0,0.0,0.0,13.4,sec,2.7,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,4.0,0.0,,2.0,10.7,0.0,0.0,0.0,0.0,45.9,bennett-andersen-1,2.0,1.0,Guard,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,22.9,,0.0,0.249,Bennett Andersen
,0.0,0.0,0.0,0.0,-66.7,sec,-15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,1.0,-51.7,0.0,0.0,0.0,1.0,-57.2,cooper-josefsberg-1,0.0,0.0,Guard,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,45.8,,0.0,-0.56,Cooper Josefsberg
,0.0,0.0,0.0,0.0,-66.7,sec,-15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,,1.0,-51.7,0.0,0.0,0.0,1.0,-57.2,cooper-josefsberg-1,0.0,0.0,Guard,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,45.8,,0.0,-0.56,Cooper Josefsberg
,0.0,0.0,0.0,0.0,-11.1,sec,7.9,33.4,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,,6.0,-19.0,0.0,0.0,0.0,4.0,-2.5,viktor-mikic-1,0.0,0.0,Center,9.4,1.0,,0.0,0.0,,0.0,17.5,2.0,0.0,0.0,0.0,1.0,0.0,0.0,7.9,,0.0,0.083,Viktor Mikic
,0.0,0.0,0.0,0.0,-11.1,sec,7.9,33.4,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,,6.0,-19.0,0.0,0.0,0.0,4.0,-2.5,viktor-mikic-1,0.0,0.0,Center,9.4,1.0,,0.0,0.0,,0.0,17.5,2.0,0.0,0.0,0.0,1.0,0.0,0.0,7.9,,0.0,0.083,Viktor Mikic
,0.0,0.0,0.0,0.0,-80.4,sec,-27.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,,3.0,-53.0,36.8,1.0,-0.1,1.0,-57.5,kevin-pazmino-1,0.0,1.0,Guard,0.0,0.0,,0.5,1.0,0.0,0.0,17.5,1.0,0.0,50.0,2.0,1.0,0.0,0.0,63.0,,-0.1,-0.892,Kevin Pazmino
,0.0,0.0,0.0,0.0,-80.4,sec,-27.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,,3.0,-53.0,36.8,1.0,-0.1,1.0,-57.5,kevin-pazmino-1,0.0,1.0,Guard,0.0,0.0,,0.5,1.0,0.0,0.0,17.5,1.0,0.0,50.0,2.0,1.0,0.0,0.0,63.0,,-0.1,-0.892,Kevin Pazmino
,6.7,28.0,3.9,32.0,9.9,sec,2.2,13.7,115.0,1.5,0.579,342.0,0.541,185.0,0.365,125.0,0.744,93.0,32.0,32.0,,923.0,7.7,13.8,104.0,3.7,78.0,26.2,asa-newell-1,489.0,463.0,Forward,2.1,33.0,,0.254,87.0,0.299,26.0,13.7,219.0,0.609,7.6,33.0,255.0,0.624,159.0,23.5,,5.1,0.223,Asa Newell
,6.7,28.0,3.9,32.0,9.9,sec,2.2,13.7,115.0,1.5,0.579,342.0,0.541,185.0,0.365,125.0,0.744,93.0,32.0,32.0,,923.0,7.7,13.8,104.0,3.7,78.0,26.2,asa-newell-1,489.0,463.0,Forward,2.1,33.0,,0.254,87.0,0.299,26.0,13.7,219.0,0.609,7.6,33.0,255.0,0.624,159.0,23.5,,5.1,0.223,Asa Newell
,17.0,92.0,1.6,16.0,2.9,sec,3.5,13.3,126.0,1.4,0.462,264.0,0.424,112.0,0.617,163.0,0.706,115.0,37.0,36.0,,1028.0,-0.5,1.7,16.0,0.9,89.0,14.1,silas-demary-jr-2,359.0,368.0,Guard,2.9,52.0,,0.25,66.0,0.303,20.0,7.5,142.0,0.526,17.2,71.0,198.0,0.465,92.0,19.9,,2.3,0.09,Silas Demary Jr.
,17.0,92.0,1.6,16.0,2.9,sec,3.5,13.3,126.0,1.4,0.462,264.0,0.424,112.0,0.617,163.0,0.706,115.0,37.0,36.0,,1028.0,-0.5,1.7,16.0,0.9,89.0,14.1,silas-demary-jr-2,359.0,368.0,Guard,2.9,52.0,,0.25,66.0,0.303,20.0,7.5,142.0,0.526,17.2,71.0,198.0,0.465,92.0,19.9,,2.3,0.09,Silas Demary Jr.
,7.5,29.0,0.9,7.0,2.9,sec,2.3,11.3,80.0,0.8,0.502,255.0,0.404,103.0,0.106,27.0,0.667,18.0,37.0,9.0,,770.0,0.6,2.0,14.0,0.7,56.0,12.3,blue-cain-2,274.0,246.0,Guard,2.2,30.0,,0.561,143.0,0.35,50.0,6.7,94.0,0.512,9.2,27.0,112.0,0.473,53.0,19.0,,1.5,0.077,Blue Cain
,7.5,29.0,0.9,7.0,2.9,sec,2.3,11.3,80.0,0.8,0.502,255.0,0.404,103.0,0.106,27.0,0.667,18.0,37.0,9.0,,770.0,0.6,2.0,14.0,0.7,56.0,12.3,blue-cain-2,274.0,246.0,Guard,2.2,30.0,,0.561,143.0,0.35,50.0,6.7,94.0,0.512,9.2,27.0,112.0,0.473,53.0,19.0,,1.5,0.077,Blue Cain
,9.1,9.0,3.6,7.0,-4.2,sec,0.1,10.0,18.0,0.3,0.579,38.0,0.447,17.0,0.211,8.0,0.625,5.0,11.0,0.0,,205.0,-4.3,1.7,3.0,-0.1,20.0,6.6,dakota-leffew-1,49.0,45.0,Guard,0.9,3.0,,0.711,27.0,0.37,10.0,6.0,21.0,0.586,34.5,22.0,11.0,0.636,7.0,16.9,,0.2,0.035,Dakota Leffew
,9.1,9.0,3.6,7.0,-4.2,sec,0.1,10.0,18.0,0.3,0.579,38.0,0.447,17.0,0.211,8.0,0.625,5.0,11.0,0.0,,205.0,-4.3,1.7,3.0,-0.1,20.0,6.6,dakota-leffew-1,49.0,45.0,Guard,0.9,3.0,,0.711,27.0,0.37,10.0,6.0,21.0,0.586,34.5,22.0,11.0,0.636,7.0,16.9,,0.2,0.035,Dakota Leffew
,19.6,9.0,0.0,0.0,1.1,sec,2.3,13.3,10.0,0.1,0.5,18.0,0.5,9.0,0.167,3.0,0.667,2.0,7.0,5.0,,90.0,-1.2,7.6,6.0,0.1,5.0,14.1,tyrin-lawrence-1,20.0,25.0,Guard,2.6,4.0,,0.333,6.0,0.0,0.0,10.4,16.0,0.515,20.5,5.0,12.0,0.75,9.0,13.7,,0.2,0.092,Tyrin Lawrence
,19.6,9.0,0.0,0.0,1.1,sec,2.3,13.3,10.0,0.1,0.5,18.0,0.5,9.0,0.167,3.0,0.667,2.0,7.0,5.0,,90.0,-1.2,7.6,6.0,0.1,5.0,14.1,tyrin-lawrence-1,20.0,25.0,Guard,2.6,4.0,,0.333,6.0,0.0,0.0,10.4,16.0,0.515,20.5,5.0,12.0,0.75,9.0,13.7,,0.2,0.092,Tyrin Lawrence
,6.9,11.0,6.4,17.0,1.9,sec,3.3,16.7,47.0,0.6,0.618,72.0,0.597,43.0,0.361,26.0,0.654,17.0,33.0,1.0,,310.0,-1.4,9.0,22.0,0.4,50.0,16.2,rj-godfrey-1,106.0,105.0,Forward,1.5,8.0,,0.125,9.0,0.333,3.0,13.1,69.0,0.628,22.9,25.0,63.0,0.635,40.0,18.8,,1.0,0.132,RJ Godfrey
,6.9,11.0,6.4,17.0,1.9,sec,3.3,16.7,47.0,0.6,0.618,72.0,0.597,43.0,0.361,26.0,0.654,17.0,33.0,1.0,,310.0,-1.4,9.0,22.0,0.4,50.0,16.2,rj-godfrey-1,106.0,105.0,Forward,1.5,8.0,,0.125,9.0,0.333,3.0,13.1,69.0,0.628,22.9,25.0,63.0,0.635,40.0,18.8,,1.0,0.132,RJ Godfrey
,7.1,17.0,13.0,51.0,3.9,sec,4.8,20.5,83.0,0.9,0.624,85.0,0.624,53.0,0.918,78.0,0.474,37.0,32.0,0.0,,446.0,-0.8,11.0,40.0,0.4,66.0,17.7,somto-cyril-1,143.0,147.0,Center,0.8,6.0,,0.012,1.0,0.0,0.0,16.0,123.0,0.586,22.3,35.0,84.0,0.631,53.0,17.6,,1.4,0.122,Somto Cyril
,7.1,17.0,13.0,51.0,3.9,sec,4.8,20.5,83.0,0.9,0.624,85.0,0.624,53.0,0.918,78.0,0.474,37.0,32.0,0.0,,446.0,-0.8,11.0,40.0,0.4,66.0,17.7,somto-cyril-1,143.0,147.0,Center,0.8,6.0,,0.012,1.0,0.0,0.0,16.0,123.0,0.586,22.3,35.0,84.0,0.631,53.0,17.6,,1.4,0.122,Somto Cyril
,14.4,64.0,2.6,22.0,0.7,sec,0.7,11.5,89.0,1.5,0.586,290.0,0.538,156.0,0.393,114.0,0.728,83.0,32.0,10.0,,888.0,0.0,3.2,23.0,1.4,67.0,19.4,deshayne-montgomery-1,423.0,394.0,Guard,3.5,54.0,,0.234,68.0,0.412,28.0,7.6,112.0,0.615,20.7,90.0,222.0,0.577,128.0,24.8,,2.9,0.131,De'Shayne Montgomery
,14.4,64.0,2.6,22.0,0.7,sec,0.7,11.5,89.0,1.5,0.586,290.0,0.538,156.0,0.393,114.0,0.728,83.0,32.0,10.0,,888.0,0.0,3.2,23.0,1.4,67.0,19.4,deshayne-montgomery-1,423.0,394.0,Guard,3.5,54.0,,0.234,68.0,0.412,28.0,7.6,112.0,0.615,20.7,90.0,222.0,0.577,128.0,24.8,,2.9,0.131,De'Shayne Montgomery
,7.2,12.0,4.2,13.0,2.4,sec,2.3,13.2,39.0,0.4,0.554,74.0,0.473,35.0,0.176,13.0,0.462,6.0,22.0,8.0,,319.0,0.1,6.5,19.0,0.2,25.0,12.3,dylan-james-2,88.0,89.0,Forward,1.2,7.0,,0.419,31.0,0.387,12.0,9.9,58.0,0.549,18.3,18.0,43.0,0.535,23.0,15.2,,0.6,0.072,Dylan James
,7.2,12.0,4.2,13.0,2.4,sec,2.3,13.2,39.0,0.4,0.554,74.0,0.473,35.0,0.176,13.0,0.462,6.0,22.0,8.0,,319.0,0.1,6.5,19.0,0.2,25.0,12.3,dylan-james-2,88.0,89.0,Forward,1.2,7.0,,0.419,31.0,0.387,12.0,9.9,58.0,0.549,18.3,18.0,43.0,0.535,23.0,15.2,,0.6,0.072,Dylan James
,10.3,38.0,11.0,70.0,3.5,sec,2.8,19.4,127.0,1.7,0.609,142.0,0.606,86.0,0.472,67.0,0.388,26.0,32.0,23.0,,719.0,0.7,9.8,61.0,1.3,38.0,20.2,justin-abson-1,199.0,216.0,Forward,0.6,7.0,,0.014,2.0,0.5,1.0,14.7,188.0,0.572,14.3,29.0,140.0,0.607,85.0,14.8,,2.9,0.164,Justin Abson
,10.3,38.0,11.0,70.0,3.5,sec,2.8,19.4,127.0,1.7,0.609,142.0,0.606,86.0,0.472,67.0,0.388,26.0,32.0,23.0,,719.0,0.7,9.8,61.0,1.3,38.0,20.2,justin-abson-1,199.0,216.0,Forward,0.6,7.0,,0.014,2.0,0.5,1.0,14.7,188.0,0.572,14.3,29.0,140.0,0.607,85.0,14.8,,2.9,0.164,Justin Abson
,12.5,4.0,0.0,0.0,-0.9,sec,1.6,18.0,9.0,0.1,0.5,12.0,0.333,4.0,1.417,17.0,0.647,11.0,8.0,0.0,,55.0,-2.5,0.0,0.0,0.0,3.0,13.0,savo-drezgic-1,23.0,22.0,Guard,3.2,3.0,,0.75,9.0,0.444,4.0,9.5,9.0,0.573,25.9,7.0,3.0,0.0,0.0,24.6,,0.1,0.094,Savo Drezgic
,12.5,4.0,0.0,0.0,-0.9,sec,1.6,18.0,9.0,0.1,0.5,12.0,0.333,4.0,1.417,17.0,0.647,11.0,8.0,0.0,,55.0,-2.5,0.0,0.0,0.0,3.0,13.0,savo-drezgic-1,23.0,22.0,Guard,3.2,3.0,,0.75,9.0,0.444,4.0,9.5,9.0,0.573,25.9,7.0,3.0,0.0,0.0,24.6,,0.1,0.094,Savo Drezgic
,0.0,0.0,0.0,0.0,-8.2,sec,7.1,30.9,2.0,0.0,,0.0,,0.0,,2.0,1.0,2.0,3.0,0.0,,7.0,-15.3,0.0,0.0,0.0,2.0,6.2,jaden-newell-1,2.0,2.0,Forward,8.1,1.0,,,0.0,,0.0,15.6,2.0,1.053,67.8,2.0,0.0,,0.0,20.9,,0.0,0.017,Jaden Newell
