assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name
6.5,19,1.2,5,-5.2,patriot,-0.7,10,42,0.6,0.439,82,0.378,31,0.329,27,0.778,21,32,7,,536,-4.6,7.4,31,0.4,75,8.8,greg-jones-9,93,107,Forward,2.6,22,AMERICAN,0.439,36,0.278,10,8.7,73,0.49,14.4,16,46,0.457,21,11.5,,1,0.076,Greg Jones
20.3,83,0.3,2,-6.6,patriot,-1.8,7.2,45,0.6,0.457,175,0.417,73,0.303,53,0.717,38,31,13,,797,-4.8,1.7,11,0.3,71,10.4,elijah-stephens-1,198,220,Guard,2.8,37,AMERICAN,0.229,40,0.35,14,4.4,56,0.495,20.6,52,135,0.437,59,17.2,,0.9,0.043,Elijah Stephens
20.3,83,0.3,2,-6.6,patriot,-1.8,7.2,45,0.6,0.457,175,0.417,73,0.303,53,0.717,38,31,13,,797,-4.8,1.7,11,0.3,71,10.4,elijah-stephens-1,198,220,Guard,2.8,37,AMERICAN,0.229,40,0.35,14,4.4,56,0.495,20.6,52,135,0.437,59,17.2,,0.9,0.043,Elijah Stephens
13.2,9,0,0,-9.2,patriot,-1.1,7.2,8,0.1,0.367,30,0.333,10,0.2,6,0.667,4,7,2,,132,-8.2,0,0,-0.1,18,3.8,colin-smalls-1,26,28,Guard,2.7,6,AMERICAN,0.333,10,0.2,2,3.8,8,0.396,19.6,8,20,0.4,8,16.5,,0,-0.008,Colin Smalls
13.2,9,0,0,-9.2,patriot,-1.1,7.2,8,0.1,0.367,30,0.333,10,0.2,6,0.667,4,7,2,,132,-8.2,0,0,-0.1,18,3.8,colin-smalls-1,26,28,Guard,2.7,6,AMERICAN,0.333,10,0.2,2,3.8,8,0.396,19.6,8,20,0.4,8,16.5,,0,-0.008,Colin Smalls
7.9,27,1.9,10,-0.1,patriot,-1.2,11.6,64,0.7,0.621,178,0.466,83,0.157,28,0.714,20,28,28,,703,1.2,0.4,2,1.4,48,15.1,matt-mayock-1,241,198,Forward,1.8,20,AMERICAN,0.73,130,0.423,55,6,66,0.63,8.2,17,48,0.583,28,16.5,,2.1,0.12,Matt Mayock
7.9,27,1.9,10,-0.1,patriot,-1.2,11.6,64,0.7,0.621,178,0.466,83,0.157,28,0.714,20,28,28,,703,1.2,0.4,2,1.4,48,15.1,matt-mayock-1,241,198,Forward,1.8,20,AMERICAN,0.73,130,0.423,55,6,66,0.63,8.2,17,48,0.583,28,16.5,,2.1,0.12,Matt Mayock
9.7,11,0.5,1,-4.8,patriot,0.4,12.1,22,0.2,0.25,28,0.214,6,0.107,3,0.333,1,14,9,,199,-5.2,1.2,2,-0.2,13,3.4,lincoln-ball-1,15,20,Guard,2.3,8,AMERICAN,0.25,7,0.286,2,7,24,0.255,14.5,5,21,0.19,4,9,,0,-0.005,Lincoln Ball
9.7,11,0.5,1,-4.8,patriot,0.4,12.1,22,0.2,0.25,28,0.214,6,0.107,3,0.333,1,14,9,,199,-5.2,1.2,2,-0.2,13,3.4,lincoln-ball-1,15,20,Guard,2.3,8,AMERICAN,0.25,7,0.286,2,7,24,0.255,14.5,5,21,0.19,4,9,,0,-0.005,Lincoln Ball
15.3,71,0.4,3,-3.2,patriot,-1.5,8.3,57,0.8,0.523,197,0.406,80,0.162,32,0.844,27,30,26,,902,-1.7,2.4,15,1.1,54,12,geoff-sprouse-1,233,239,Guard,2.5,35,AMERICAN,0.706,139,0.331,46,5.5,72,0.549,17.2,44,58,0.586,34,16.1,,1.9,0.083,Geoff Sprouse
15.3,71,0.4,3,-3.2,patriot,-1.5,8.3,57,0.8,0.523,197,0.406,80,0.162,32,0.844,27,30,26,,902,-1.7,2.4,15,1.1,54,12,geoff-sprouse-1,233,239,Guard,2.5,35,AMERICAN,0.706,139,0.331,46,5.5,72,0.549,17.2,44,58,0.586,34,16.1,,1.9,0.083,Geoff Sprouse
14.5,31,0,0,-5.3,patriot,-0.4,8.6,28,0.6,0.412,113,0.327,37,0.186,21,0.667,14,34,1,,425,-4.8,3,10,-0.1,42,8,wyatt-nausadis-1,107,115,Guard,3.1,21,AMERICAN,0.619,70,0.271,19,5.8,38,0.435,15.2,22,43,0.419,18,19,,0.5,0.045,Wyatt Nausadis
14.5,31,0,0,-5.3,patriot,-0.4,8.6,28,0.6,0.412,113,0.327,37,0.186,21,0.667,14,34,1,,425,-4.8,3,10,-0.1,42,8,wyatt-nausadis-1,107,115,Guard,3.1,21,AMERICAN,0.619,70,0.271,19,5.8,38,0.435,15.2,22,43,0.419,18,19,,0.5,0.045,Wyatt Nausadis
5.6,8,5.7,15,-6.9,patriot,-1,19.4,46,0.5,0.494,77,0.494,38,0.39,30,0.467,14,28,0,,309,-5.9,8.7,21,0,39,11.8,eric-michaels-1,90,91,Forward,0.8,4,AMERICAN,0,0,,0,14.1,67,0.493,16.5,18,77,0.494,38,19.7,,0.5,0.069,Eric Michaels
5.6,8,5.7,15,-6.9,patriot,-1,19.4,46,0.5,0.494,77,0.494,38,0.39,30,0.467,14,28,0,,309,-5.9,8.7,21,0,39,11.8,eric-michaels-1,90,91,Forward,0.8,4,AMERICAN,0,0,,0,14.1,67,0.493,16.5,18,77,0.494,38,19.7,,0.5,0.069,Eric Michaels
7.4,7,1.7,3,-6.4,patriot,-1.6,14.1,22,0.3,0.525,61,0.41,25,0.164,10,0.6,6,25,0,,203,-4.8,7.6,12,0.1,32,11.4,julen-iturbe-1,70,68,Forward,2.4,8,AMERICAN,0.672,41,0.341,14,10.9,34,0.532,18.6,15,20,0.55,11,22.2,,0.4,0.074,Julen Iturbe
7.4,7,1.7,3,-6.4,patriot,-1.6,14.1,22,0.3,0.525,61,0.41,25,0.164,10,0.6,6,25,0,,203,-4.8,7.6,12,0.1,32,11.4,julen-iturbe-1,70,68,Forward,2.4,8,AMERICAN,0.672,41,0.341,14,10.9,34,0.532,18.6,15,20,0.55,11,22.2,,0.4,0.074,Julen Iturbe
8.4,2,0,0,-10,patriot,-3.3,15.6,5,0,0.75,2,0.5,1,0,0,,0,12,0,,41,-6.7,3,1,0,4,1.8,mason-whittaker-1,3,4,Forward,0,0,AMERICAN,1,2,0.5,1,9.3,6,0.75,60,3,0,,0,6.6,,0,-0.008,Mason Whittaker
8.4,2,0,0,-10,patriot,-3.3,15.6,5,0,0.75,2,0.5,1,0,0,,0,12,0,,41,-6.7,3,1,0,4,1.8,mason-whittaker-1,3,4,Forward,0,0,AMERICAN,1,2,0.5,1,9.3,6,0.75,60,3,0,,0,6.6,,0,-0.008,Mason Whittaker
0,0,15,1,-3.6,patriot,1.4,0,0,0,0,1,0,0,0,0,,0,3,0,,7,-4.9,0,0,0,0,0,adrian-samuels-1,0,0,Guard,0,0,AMERICAN,0,0,,0,0,0,0,0,0,1,0,0,7.3,,0,-0.077,Adrian Samuels
0,0,15,1,-3.6,patriot,1.4,0,0,0,0,1,0,0,0,0,,0,3,0,,7,-4.9,0,0,0,0,0,adrian-samuels-1,0,0,Guard,0,0,AMERICAN,0,0,,0,0,0,0,0,0,1,0,0,7.3,,0,-0.077,Adrian Samuels
0,0,0,0,-29.3,patriot,-11.5,0,0,0,,0,,0,,0,,0,3,0,,3,-17.8,0,0,0,0,-21.9,alex-daniels-1,0,0,Guard,0,0,AMERICAN,,0,,0,0,0,,100,1,0,,0,18.5,,0,-0.367,Alex Daniels
0,0,0,0,-29.3,patriot,-11.5,0,0,0,,0,,0,,0,,0,3,0,,3,-17.8,0,0,0,0,-21.9,alex-daniels-1,0,0,Guard,0,0,AMERICAN,,0,,0,0,0,,100,1,0,,0,18.5,,0,-0.367,Alex Daniels
0,0,0,0,-25.3,patriot,-9.2,37.3,2,0,0.5,3,0.333,1,0,0,,0,3,0,,7,-16.1,0,0,0,0,15,adam-holod-1,3,2,Guard,0,0,AMERICAN,0.667,2,0.5,1,18.5,2,0.5,0,0,1,0,0,23.9,,0,0.097,Adam Holod
0,0,0,0,-25.3,patriot,-9.2,37.3,2,0,0.5,3,0.333,1,0,0,,0,3,0,,7,-16.1,0,0,0,0,15,adam-holod-1,3,2,Guard,0,0,AMERICAN,0.667,2,0.5,1,18.5,2,0.5,0,0,1,0,0,23.9,,0,0.097,Adam Holod
11.6,5,1.7,1,-6.2,patriot,-1.8,10.1,6,0.1,0.5,7,0.429,3,0,0,,0,18,0,,76,-4.4,10.1,6,0.1,9,9.6,noah-jones-1,7,12,Forward,0.8,1,AMERICAN,0.143,1,1,1,10.1,12,0.5,0,0,6,0.333,2,5.1,,0.2,0.104,Noah Jones
11.6,5,1.7,1,-6.2,patriot,-1.8,10.1,6,0.1,0.5,7,0.429,3,0,0,,0,18,0,,76,-4.4,10.1,6,0.1,9,9.6,noah-jones-1,7,12,Forward,0.8,1,AMERICAN,0.143,1,1,1,10.1,12,0.5,0,0,6,0.333,2,5.1,,0.2,0.104,Noah Jones
0,0,0,0,-41.7,patriot,-13.8,0,0,0,0.3,5,0.2,1,0,0,,0,4,0,,9,-27.9,0,0,0,1,-4.8,gibraltar-coleman-1,3,2,Forward,0,0,AMERICAN,0.8,4,0.25,1,0,0,0.3,0,0,1,0,0,30.9,,0,-0.112,Gibraltar Coleman
0,0,0,0,-41.7,patriot,-13.8,0,0,0,0.3,5,0.2,1,0,0,,0,4,0,,9,-27.9,0,0,0,1,-4.8,gibraltar-coleman-1,3,2,Forward,0,0,AMERICAN,0.8,4,0.25,1,0,0,0.3,0,0,1,0,0,30.9,,0,-0.112,Gibraltar Coleman
23.1,104,1.4,10,-0.3,big-12,1.5,8.7,64,1.1,0.368,329,0.316,104,0.237,78,0.808,63,29,26,,802,-1.8,1.4,11,-0.1,62,8.8,caleb-love-1,305,315,Guard,2.4,34,ARIZONA,0.389,128,0.266,34,5,75,0.417,19.7,90,201,0.348,70,25.9,,1,0.048,Caleb Love
23.1,104,1.4,10,-0.3,big-12,1.5,8.7,64,1.1,0.368,329,0.316,104,0.237,78,0.808,63,29,26,,802,-1.8,1.4,11,-0.1,62,8.8,caleb-love-1,305,315,Guard,2.4,34,ARIZONA,0.389,128,0.266,34,5,75,0.417,19.7,90,201,0.348,70,25.9,,1,0.048,Caleb Love
26.9,114,0.4,3,2.3,big-12,3.1,10.2,80,1.4,0.411,186,0.392,73,0.634,118,0.695,82,37,22,,733,-0.9,2.2,15,0.7,66,11.4,jaden-bradley-1,235,276,Guard,1.4,19,ARIZONA,0.118,22,0.318,7,6.4,95,0.485,21.7,67,164,0.402,66,19.7,,2.1,0.114,Jaden Bradley
26.9,114,0.4,3,2.3,big-12,3.1,10.2,80,1.4,0.411,186,0.392,73,0.634,118,0.695,82,37,22,,733,-0.9,2.2,15,0.7,66,11.4,jaden-bradley-1,235,276,Guard,1.4,19,ARIZONA,0.118,22,0.318,7,6.4,95,0.485,21.7,67,164,0.402,66,19.7,,2.1,0.114,Jaden Bradley
16.1,69,1.9,12,7.9,big-12,5.6,12.1,75,1.4,0.509,161,0.466,75,0.447,72,0.792,57,36,0,,658,2.3,5.9,35,1.5,92,16.5,kj-lewis-2,221,239,Guard,3.2,38,ARIZONA,0.255,41,0.341,14,9,110,0.566,13.3,30,120,0.508,61,15.9,,2.9,0.176,KJ Lewis
16.1,69,1.9,12,7.9,big-12,5.6,12.1,75,1.4,0.509,161,0.466,75,0.447,72,0.792,57,36,0,,658,2.3,5.9,35,1.5,92,16.5,kj-lewis-2,221,239,Guard,3.2,38,ARIZONA,0.255,41,0.341,14,9,110,0.566,13.3,30,120,0.508,61,15.9,,2.9,0.176,KJ Lewis
12,15,6,12,6.1,big-12,3.9,14.3,29,0.4,0.655,42,0.619,26,0.5,21,0.714,15,29,0,,206,2.2,8.2,14,0.5,30,17.7,henri-veesaar-1,70,71,Forward,1.1,4,ARIZONA,0.262,11,0.273,3,11.5,43,0.673,18.8,12,31,0.742,23,15,,0.9,0.172,Henri Veesaar
12,15,6,12,6.1,big-12,3.9,14.3,29,0.4,0.655,42,0.619,26,0.5,21,0.714,15,29,0,,206,2.2,8.2,14,0.5,30,17.7,henri-veesaar-1,70,71,Forward,1.1,4,ARIZONA,0.262,11,0.273,3,11.5,43,0.673,18.8,12,31,0.742,23,15,,0.9,0.172,Henri Veesaar
6.3,11,4.1,11,4.5,big-12,2.4,22.7,69,1,0.592,76,0.592,45,0.513,39,0.462,18,34,0,,350,2.1,19.1,59,0.9,47,20.5,tobe-awaka-1,108,115,Forward,1,6,ARIZONA,0,0,,0,20.9,128,0.571,12.1,13,76,0.592,45,15.7,,1.8,0.211,Tobe Awaka
6.3,11,4.1,11,4.5,big-12,2.4,22.7,69,1,0.592,76,0.592,45,0.513,39,0.462,18,34,0,,350,2.1,19.1,59,0.9,47,20.5,tobe-awaka-1,108,115,Forward,1,6,ARIZONA,0,0,,0,20.9,128,0.571,12.1,13,76,0.592,45,15.7,,1.8,0.211,Tobe Awaka
5.1,24,3,24,-2.2,big-12,-0.6,15.8,123,0.4,0.553,189,0.524,99,0.376,71,0.592,42,30,30,,907,-1.6,7,59,1.4,88,15.3,trey-townsend-1,251,241,Forward,2.6,42,ARIZONA,0.175,33,0.333,11,11.2,182,0.563,13.2,34,156,0.564,88,13.8,,1.8,0.079,Trey Townsend
5.1,24,3,24,-2.2,big-12,-0.6,15.8,123,0.4,0.553,189,0.524,99,0.376,71,0.592,42,30,30,,907,-1.6,7,59,1.4,88,15.3,trey-townsend-1,251,241,Forward,2.6,42,ARIZONA,0.175,33,0.333,11,11.2,182,0.563,13.2,34,156,0.564,88,13.8,,1.8,0.079,Trey Townsend
10.1,44,0.7,5,-0.9,big-12,-1.7,20.9,162,1.2,0.551,306,0.487,149,0.346,106,0.83,88,34,27,,979,0.8,4.6,34,2,67,19.1,anthony-dellorso-1,425,395,Guard,1.9,30,ARIZONA,0.395,121,0.322,39,12.9,196,0.596,15.6,66,185,0.595,110,23.8,,3.2,0.133,Anthony Dell'Orso
10.1,44,0.7,5,-0.9,big-12,-1.7,20.9,162,1.2,0.551,306,0.487,149,0.346,106,0.83,88,34,27,,979,0.8,4.6,34,2,67,19.1,anthony-dellorso-1,425,395,Guard,1.9,30,ARIZONA,0.395,121,0.322,39,12.9,196,0.596,15.6,66,185,0.595,110,23.8,,3.2,0.133,Anthony Dell'Orso
9.1,35,5.8,33,8.8,big-12,5.4,18.2,111,1.3,0.584,154,0.474,73,0.357,55,0.673,37,34,5,,642,3.4,5,27,1,78,16.5,carter-bryant-1,217,204,Guard,2.7,30,ARIZONA,0.604,93,0.366,34,12,138,0.602,16.7,36,61,0.639,39,16.4,,2.3,0.141,Carter Bryant
9.1,35,5.8,33,8.8,big-12,5.4,18.2,111,1.3,0.584,154,0.474,73,0.357,55,0.673,37,34,5,,642,3.4,5,27,1,78,16.5,carter-bryant-1,217,204,Guard,2.7,30,ARIZONA,0.604,93,0.366,34,12,138,0.602,16.7,36,61,0.639,39,16.4,,2.3,0.141,Carter Bryant
4.2,11,4.6,19,4.4,big-12,2.7,22.8,94,1,0.554,130,0.554,72,0.485,63,0.778,49,36,0,,437,1.7,14.7,58,1.2,67,21.1,motiejus-krivas-1,193,192,Center,1.4,11,ARIZONA,0,0,,0,18.8,152,0.603,13.5,25,130,0.554,72,19.7,,2.2,0.201,Motiejus Krivas
4.2,11,4.6,19,4.4,big-12,2.7,22.8,94,1,0.554,130,0.554,72,0.485,63,0.778,49,36,0,,437,1.7,14.7,58,1.2,67,21.1,motiejus-krivas-1,193,192,Center,1.4,11,ARIZONA,0,0,,0,18.8,152,0.603,13.5,25,130,0.554,72,19.7,,2.2,0.201,Motiejus Krivas
23.9,11,0,0,6.9,big-12,6.7,3.1,2,0.2,0.469,16,0.438,7,0.188,3,0.667,2,19,0,,69,0.2,3.2,2,0.1,6,14.8,conrad-martinez-1,17,21,Guard,5.5,7,ARIZONA,0.438,7,0.143,1,3.1,4,0.488,14.7,3,9,0.667,6,13.8,,0.3,0.148,Conrad Martinez
23.9,11,0,0,6.9,big-12,6.7,3.1,2,0.2,0.469,16,0.438,7,0.188,3,0.667,2,19,0,,69,0.2,3.2,2,0.1,6,14.8,conrad-martinez-1,17,21,Guard,5.5,7,ARIZONA,0.438,7,0.143,1,3.1,4,0.488,14.7,3,9,0.667,6,13.8,,0.3,0.148,Conrad Martinez
8.6,1,5.1,1,6.5,big-12,6.3,43.1,9,0.1,1,4,1,4,0.5,2,0,0,7,0,,22,0.1,5.4,1,0,4,21.2,emmanuel-stephen-1,8,6,Forward,2.6,1,ARIZONA,0,0,,0,25.3,10,0.808,28.8,2,4,1,4,15.4,,0.1,0.147,Emmanuel Stephen
8.6,1,5.1,1,6.5,big-12,6.3,43.1,9,0.1,1,4,1,4,0.5,2,0,0,7,0,,22,0.1,5.4,1,0,4,21.2,emmanuel-stephen-1,8,6,Forward,2.6,1,ARIZONA,0,0,,0,25.3,10,0.808,28.8,2,4,1,4,15.4,,0.1,0.147,Emmanuel Stephen
0,0,0,0,-0.3,big-12,1.9,16.4,1,0,,0,,0,,0,,0,5,0,,7,-2.2,0,0,0,0,2.4,grant-weitman-1,0,0,Guard,0,0,ARIZONA,,0,,0,8.3,1,,,0,0,,0,0,,0,0.036,Grant Weitman
0,0,0,0,-0.3,big-12,1.9,16.4,1,0,,0,,0,,0,,0,5,0,,7,-2.2,0,0,0,0,2.4,grant-weitman-1,0,0,Guard,0,0,ARIZONA,,0,,0,8.3,1,,,0,0,,0,0,,0,0.036,Grant Weitman
0,0,0,0,-12.1,big-12,-0.5,7.5,1,0,0.25,4,0.25,1,0.5,2,0.5,1,10,0,,14,-11.6,16.9,2,0,2,0.3,addison-arnold-1,3,4,Guard,4.1,1,ARIZONA,0.25,1,0,0,11.9,3,0.303,28.8,2,3,0.333,1,24.2,,0,-0.077,Addison Arnold
0,0,0,0,-12.1,big-12,-0.5,7.5,1,0,0.25,4,0.25,1,0.5,2,0.5,1,10,0,,14,-11.6,16.9,2,0,2,0.3,addison-arnold-1,3,4,Guard,4.1,1,ARIZONA,0.25,1,0,0,11.9,3,0.303,28.8,2,3,0.333,1,24.2,,0,-0.077,Addison Arnold
23.1,15,0,0,-5.9,big-12,0.2,17.7,18,0.3,0.636,22,0.5,11,0.318,7,0.571,4,13,0,,108,-6.1,6.8,6,0.2,14,16.1,liam-lloyd-1,32,38,Guard,2.7,5,ARIZONA,0.636,14,0.429,6,12.7,24,0.632,30.3,11,8,0.625,5,17,,0.5,0.17,Liam Lloyd
23.1,15,0,0,-5.9,big-12,0.2,17.7,18,0.3,0.636,22,0.5,11,0.318,7,0.571,4,13,0,,108,-6.1,6.8,6,0.2,14,16.1,liam-lloyd-1,32,38,Guard,2.7,5,ARIZONA,0.636,14,0.429,6,12.7,24,0.632,30.3,11,8,0.625,5,17,,0.5,0.17,Liam Lloyd
0,0,0,0,6.4,big-12,24.9,52.7,1,0,0.5,2,0.5,1,0,0,,0,2,0,,2,-18.5,0,0,0,0,32.8,sven-djopmo-1,2,1,Guard,28.5,1,ARIZONA,0,0,,0,27.9,1,0.5,33.3,1,2,0.5,1,73,,0,-0.083,Sven Djopmo
0,0,0,0,6.4,big-12,24.9,52.7,1,0,0.5,2,0.5,1,0,0,,0,2,0,,2,-18.5,0,0,0,0,32.8,sven-djopmo-1,2,1,Guard,28.5,1,ARIZONA,0,0,,0,27.9,1,0.5,33.3,1,2,0.5,1,73,,0,-0.083,Sven Djopmo
0,0,17.2,1,13.8,big-12,9.1,33.8,2,0,1,2,1,2,0,0,,0,3,0,,6,4.7,0,0,0,2,37.3,will-menaugh-1,4,2,Forward,0,0,ARIZONA,0,0,,0,18.4,2,1,0,0,2,1,2,16.1,,0,0.299,Will Menaugh
0,0,17.2,1,13.8,big-12,9.1,33.8,2,0,1,2,1,2,0,0,,0,3,0,,6,4.7,0,0,0,2,37.3,will-menaugh-1,4,2,Forward,0,0,ARIZONA,0,0,,0,18.4,2,1,0,0,2,1,2,16.1,,0,0.299,Will Menaugh
5.1,1,0,0,-16.2,big-12,-3.4,21.1,6,0,0.25,12,0.167,2,0.167,2,1,2,6,0,,31,-12.8,3.4,1,-0.1,1,0.8,luke-champion-1,8,8,Forward,1.7,1,ARIZONA,0.917,11,0.182,2,12.1,7,0.309,18.8,3,1,0,0,23.7,,-0.1,-0.071,Luke Champion
5.1,1,0,0,-16.2,big-12,-3.4,21.1,6,0,0.25,12,0.167,2,0.167,2,1,2,6,0,,31,-12.8,3.4,1,-0.1,1,0.8,luke-champion-1,8,8,Forward,1.7,1,ARIZONA,0.917,11,0.182,2,12.1,7,0.309,18.8,3,1,0,0,23.7,,-0.1,-0.071,Luke Champion
0,0,0,0,1.3,big-12,7.8,52.7,1,0,,0,,0,,0,,0,2,0,,2,-6.4,0,0,0,0,8.1,jackson-cook-1,0,0,Guard,0,0,ARIZONA,,0,,0,27.9,1,,,0,0,,0,0,,0,0.099,Jackson Cook
0,0,0,0,1.3,big-12,7.8,52.7,1,0,,0,,0,,0,,0,2,0,,2,-6.4,0,0,0,0,8.1,jackson-cook-1,0,0,Guard,0,0,ARIZONA,,0,,0,27.9,1,,,0,0,,0,0,,0,0.099,Jackson Cook
0,0,0,0,-13.2,big-12,0.4,0,0,0,0,2,0,0,0.5,1,0,0,8,0,,6,-13.6,0,0,0,0,-8.4,jackson-francois-1,0,0,Guard,9.5,1,ARIZONA,0.5,1,0,0,0,0,0,0,0,1,0,0,21,,0,-0.236,Jackson Francois
0,0,0,0,-13.2,big-12,0.4,0,0,0,0,2,0,0,0.5,1,0,0,8,0,,6,-13.6,0,0,0,0,-8.4,jackson-francois-1,0,0,Guard,9.5,1,ARIZONA,0.5,1,0,0,0,0,0,0,0,1,0,0,21,,0,-0.236,Jackson Francois
0,0,0,0,-23.5,big-12,-6,0,0,0,,0,,0,,0,,0,3,0,,3,-17.5,0,0,0,0,-19.4,will-kuykendall-1,0,0,Guard,0,0,ARIZONA,,0,,0,0,0,,100,1,0,,0,16.2,,0,-0.321,Will Kuykendall
0,0,0,0,-23.5,big-12,-6,0,0,0,,0,,0,,0,,0,3,0,,3,-17.5,0,0,0,0,-19.4,will-kuykendall-1,0,0,Guard,0,0,ARIZONA,,0,,0,0,0,,100,1,0,,0,16.2,,0,-0.321,Will Kuykendall
6.7,8,3.5,6,2.8,sec,3.4,13.1,21,0.3,0.397,29,0.345,10,1.138,33,0.697,23,20,0,,190,-0.6,9.6,16,0.2,26,12.5,adou-thiero-1,46,52,Guard,2.8,9,ARKANSAS,0.31,9,0.333,3,11.3,37,0.515,22.5,13,20,0.35,7,15.1,,0.5,0.103,Adou Thiero
6.7,8,3.5,6,2.8,sec,3.4,13.1,21,0.3,0.397,29,0.345,10,1.138,33,0.697,23,20,0,,190,-0.6,9.6,16,0.2,26,12.5,adou-thiero-1,46,52,Guard,2.8,9,ARKANSAS,0.31,9,0.333,3,11.3,37,0.515,22.5,13,20,0.35,7,15.1,,0.5,0.103,Adou Thiero
19.7,96,0.7,5,-0.4,sec,-0.2,6.7,49,0.4,0.459,259,0.405,105,0.247,64,0.766,49,29,28,,748,-0.2,0.8,5,0.9,45,12.7,dj-wagner-1,287,302,Guard,1.7,24,ARKANSAS,0.371,96,0.292,28,3.9,54,0.496,12.9,43,163,0.472,77,21.2,,1.3,0.071,D.J. Wagner
19.7,96,0.7,5,-0.4,sec,-0.2,6.7,49,0.4,0.459,259,0.405,105,0.247,64,0.766,49,29,28,,748,-0.2,0.8,5,0.9,45,12.7,dj-wagner-1,287,302,Guard,1.7,24,ARKANSAS,0.371,96,0.292,28,3.9,54,0.496,12.9,43,163,0.472,77,21.2,,1.3,0.071,D.J. Wagner
18.6,24,2,4,0.4,sec,0.2,19.3,39,0.5,0.525,61,0.475,29,0.213,13,0.769,10,23,0,,224,0.2,12.2,25,0.5,27,20.4,johnell-davis-1,74,88,Guard,3.3,13,ARKANSAS,0.426,26,0.231,6,15.8,64,0.551,20.2,17,35,0.657,23,18.1,,1.1,0.192,Johnell Davis
18.6,24,2,4,0.4,sec,0.2,19.3,39,0.5,0.525,61,0.475,29,0.213,13,0.769,10,23,0,,224,0.2,12.2,25,0.5,27,20.4,johnell-davis-1,74,88,Guard,3.3,13,ARKANSAS,0.426,26,0.231,6,15.8,64,0.551,20.2,17,35,0.657,23,18.1,,1.1,0.192,Johnell Davis
8.3,9,11.9,20,4.8,sec,2.4,19.2,33,0.3,0.635,52,0.577,30,0.423,22,0.773,17,15,0,,176,2.3,10.6,16,0.5,23,23.9,zvonimir-ivisic-1,83,81,Forward,1.5,5,ARKANSAS,0.308,16,0.375,6,15.1,49,0.665,19.4,15,36,0.667,24,21,,0.7,0.169,Zvonimir Ivisic
8.3,9,11.9,20,4.8,sec,2.4,19.2,33,0.3,0.635,52,0.577,30,0.423,22,0.773,17,15,0,,176,2.3,10.6,16,0.5,23,23.9,zvonimir-ivisic-1,83,81,Forward,1.5,5,ARKANSAS,0.308,16,0.375,6,15.1,49,0.665,19.4,15,36,0.667,24,21,,0.7,0.169,Zvonimir Ivisic
31.9,103,0.2,1,6.1,sec,2.3,9.5,53,0.9,0.466,235,0.391,92,0.264,62,0.839,52,18,18,,614,3.8,1.8,9,1.4,32,18.3,boogie-fland-1,271,293,Guard,2.5,27,ARKANSAS,0.409,96,0.365,35,5.8,62,0.512,9.6,28,139,0.41,57,24,,2.3,0.147,Boogie Fland
31.9,103,0.2,1,6.1,sec,2.3,9.5,53,0.9,0.466,235,0.391,92,0.264,62,0.839,52,18,18,,614,3.8,1.8,9,1.4,32,18.3,boogie-fland-1,271,293,Guard,2.5,27,ARKANSAS,0.409,96,0.365,35,5.8,62,0.512,9.6,28,139,0.41,57,24,,2.3,0.147,Boogie Fland
7.9,35,1.8,13,3.7,sec,2.5,11.6,82,1.1,0.523,192,0.443,85,0.375,72,0.806,58,33,21,,783,1.2,3.4,22,1.1,63,12.7,karter-knox-1,259,245,Forward,1.5,20,ARKANSAS,0.49,94,0.33,31,7.6,104,0.573,12.7,33,98,0.551,54,16.7,,2.2,0.11,Karter Knox
7.9,35,1.8,13,3.7,sec,2.5,11.6,82,1.1,0.523,192,0.443,85,0.375,72,0.806,58,33,21,,783,1.2,3.4,22,1.1,63,12.7,karter-knox-1,259,245,Forward,1.5,20,ARKANSAS,0.49,94,0.33,31,7.6,104,0.573,12.7,33,98,0.551,54,16.7,,2.2,0.11,Karter Knox
7.4,19,9.9,48,5.8,sec,2.8,20.8,95,0.8,0.582,116,0.534,62,0.431,50,0.62,31,25,23,,537,3,7.2,33,0.9,32,19.6,trevon-brazile-1,166,158,Forward,1.3,12,ARKANSAS,0.284,33,0.333,11,14,128,0.594,17.2,29,83,0.614,51,16.1,,1.6,0.122,Trevon Brazile
7.4,19,9.9,48,5.8,sec,2.8,20.8,95,0.8,0.582,116,0.534,62,0.431,50,0.62,31,25,23,,537,3,7.2,33,0.9,32,19.6,trevon-brazile-1,166,158,Forward,1.3,12,ARKANSAS,0.284,33,0.333,11,14,128,0.594,17.2,29,83,0.614,51,16.1,,1.6,0.122,Trevon Brazile
