game_time,team_unique,lost,player_unique,points,inactive,game_id
21:20:00,connecticut,,tristen-newton-1,20,,265
21:20:00,connecticut,,cam-spencer-1,11,,265
21:20:00,connecticut,,alex-karaban-1,5,,265
21:20:00,connecticut,,donovan-clingan-1,11,,265
21:20:00,connecticut,,stephon-castle-2,15,,265
21:20:00,connecticut,,hassan-diarra-1,9,,265
21:20:00,connecticut,,samson-johnson-1,4,,265
21:20:00,connecticut,,solomon-ball-2,0,,265
21:20:00,connecticut,,jaylin-stewart-3,0,,265
21:20:00,connecticut,,apostolos-roumoglou-1,0,,265
21:20:00,connecticut,,jayden-ross-2,0,,265
21:20:00,connecticut,,andrew-hurley-1,0,,265
21:20:00,connecticut,,youssouf-singare-1,0,,265
21:20:00,connecticut,,andre-johnson-jr-1,0,,265
21:20:00,purdue,l,zach-edey-1,37,,265
21:20:00,purdue,,braden-smith-1,12,,265
21:20:00,purdue,,lance-jones-1,5,,265
21:20:00,purdue,,fletcher-loyer-1,0,,265
21:20:00,purdue,,mason-gillis-1,0,,265
21:20:00,purdue,,trey-kaufman-renn-1,4,,265
21:20:00,purdue,,camden-heide-1,2,,265
21:20:00,purdue,,myles-colvin-2,0,,265
21:20:00,purdue,,caleb-furst-1,0,,265
21:20:00,purdue,,will-berg-1,0,,265
21:20:00,purdue,,ethan-morton-1,0,,265
21:20:00,purdue,,brian-waddell-1,0,,265
21:20:00,purdue,,sam-king-2,0,,265
21:20:00,purdue,,carson-barrett-1,0,,265
21:20:00,purdue,,chase-martin-1,0,,265
21:20:00,purdue,,josh-furst-1,0,,265
21:20:00,purdue,,jace-rayl-1,0,,265
