game_date,team_2_id,team_1_id,game_time,round_num,competition_id
2024-03-30,illinois,connecticut,18:09,5,5
2024-03-30,clemson,alabama,20:49,5,5
2024-03-31,purdue,tennessee,14:20,5,5
2024-03-31,duke,north-carolina-state,17:05,5,5
