,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name
2025-26,3.7,12.0,4.4,25.0,3.7,sec,2.4,16.2,86.0,0.5,0.489,131.0,0.397,52.0,0.366,48.0,0.813,39.0,27.0,11.0,,507.0,1.3,6.2,30.0,0.7,54.0,13.5,taylor-bol-bowen-1,167.0,163.0,Forward,1.2,11.0,ALABAMA,0.641,84.0,0.286,24.0,11.4,116.0,0.543,10.5,18.0,47.0,0.596,28.0,15.6,,1.2,0.098,Taylor Bol Bowen
2025-26,1.6,1.0,5.8,7.0,10.2,sec,4.2,12.4,14.0,0.1,0.773,22.0,0.773,17.0,1.045,23.0,0.696,16.0,5.0,2.0,,108.0,6.0,8.8,9.0,0.4,12.0,23.4,charles-bediako-1,50.0,44.0,Center,2.0,4.0,ALABAMA,0.045,1.0,0.0,0.0,10.6,23.0,0.759,10.8,4.0,21.0,0.81,17.0,15.8,,0.5,0.186,Charles Bediako
2025-26,6.1,5.0,4.3,6.0,0.4,sec,3.2,18.9,25.0,0.2,0.379,33.0,0.364,12.0,0.455,15.0,0.733,11.0,10.0,1.0,,126.0,-2.8,12.5,15.0,0.1,28.0,12.1,keitenn-bristow-1,36.0,44.0,Forward,2.6,6.0,ALABAMA,0.273,9.0,0.111,1.0,15.9,40.0,0.449,16.6,8.0,24.0,0.458,11.0,17.6,,0.3,0.082,Keitenn Bristow
2025-26,9.6,8.0,1.4,2.0,1.0,sec,3.2,11.2,15.0,0.1,0.538,26.0,0.462,12.0,0.308,8.0,0.625,5.0,10.0,0.0,,128.0,-2.2,3.3,4.0,0.0,9.0,10.0,davion-hannah-1,33.0,34.0,Guard,2.9,7.0,ALABAMA,0.423,11.0,0.364,4.0,7.4,19.0,0.554,25.1,10.0,15.0,0.533,8.0,14.4,,0.2,0.047,Davion Hannah
2025-26,5.1,9.0,3.2,9.0,-3.0,sec,2.4,9.1,24.0,0.2,0.279,43.0,0.256,11.0,0.326,14.0,0.643,9.0,30.0,0.0,,251.0,-5.4,9.2,22.0,-0.2,53.0,3.7,noah-williamson-1,33.0,49.0,Center,2.1,10.0,ALABAMA,0.605,26.0,0.077,2.0,9.2,46.0,0.332,23.2,15.0,17.0,0.529,9.0,11.9,,0.0,0.007,Noah Williamson
2025-26,15.4,1.0,27.0,3.0,15.6,sec,11.1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,8.0,0.0,,10.0,4.6,10.5,1.0,0.0,1.0,28.3,jacob-martin-1,3.0,4.0,Center,0.0,0.0,ALABAMA,0.0,0.0,,0.0,5.0,1.0,0.769,0.0,0.0,1.0,1.0,1.0,9.0,,0.1,0.214,Jacob Martin
2025-26,24.3,2.0,0.0,0.0,-0.5,sec,3.4,17.3,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,6.0,0.0,,11.0,-4.0,0.0,0.0,0.0,2.0,11.0,preston-murphy-jr-1,2.0,3.0,Guard,0.0,0.0,ALABAMA,1.0,1.0,0.0,0.0,9.1,2.0,0.513,0.0,0.0,0.0,,0.0,8.2,,0.0,0.137,Preston Murphy Jr.
2025-26,0.0,0.0,0.0,0.0,-18.3,sec,-1.5,53.0,5.0,0.0,0.5,2.0,0.5,1.0,1.0,2.0,0.0,0.0,2.0,0.0,,9.0,-16.8,11.7,1.0,-0.1,4.0,-5.0,collins-onyejiaka-1,2.0,2.0,Center,0.0,0.0,ALABAMA,0.0,0.0,,0.0,33.3,6.0,0.339,40.4,2.0,2.0,0.5,1.0,25.4,,0.0,-0.135,Collins Onyejiaka
2025-26,0.0,0.0,0.0,0.0,-3.5,sec,0.3,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,0.0,,1.0,-3.8,0.0,0.0,0.0,0.0,0.0,jack-fagan-1,0.0,0.0,Guard,0.0,0.0,ALABAMA,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,-0.006,Jack Fagan
2025-26,0.0,0.0,0.0,0.0,-3.5,sec,0.3,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,0.0,,1.0,-3.8,0.0,0.0,0.0,0.0,0.0,klark-james-1,0.0,0.0,Guard,0.0,0.0,ALABAMA,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,-0.006,Klark James
2025-26,12.1,64.0,1.2,9.0,11.0,big-ten,3.5,14.0,134.0,2.2,0.606,418.0,0.471,197.0,0.179,75.0,0.853,64.0,32.0,32.0,,1066.0,7.5,2.4,21.0,3.3,54.0,21.6,pryce-sandfort-1,571.0,480.0,Forward,1.8,32.0,NEBRASKA,0.675,282.0,0.401,113.0,8.4,155.0,0.629,4.6,22.0,136.0,0.618,84.0,23.6,,5.5,0.206,Pryce Sandfort
2025-26,19.8,90.0,1.2,8.0,6.1,big-ten,2.2,13.7,110.0,1.7,0.517,345.0,0.449,155.0,0.223,77.0,0.818,63.0,31.0,31.0,,896.0,3.9,9.3,69.0,1.9,54.0,18.2,rienk-mast-1,420.0,436.0,Forward,0.9,13.0,NEBRASKA,0.42,145.0,0.324,47.0,11.6,179.0,0.55,12.4,54.0,200.0,0.54,108.0,25.7,,3.6,0.159,Rienk Mast
2025-26,7.8,28.0,0.4,2.0,7.3,big-ten,2.9,13.5,85.0,1.4,0.591,241.0,0.49,118.0,0.315,76.0,0.816,62.0,30.0,2.0,,701.0,4.5,5.2,30.0,1.7,37.0,19.2,braden-frager-1,347.0,299.0,Forward,1.8,21.0,NEBRASKA,0.585,141.0,0.348,49.0,9.5,115.0,0.626,10.1,31.0,100.0,0.69,69.0,23.2,,3.1,0.175,Braden Frager
2025-26,24.9,127.0,0.2,1.0,3.0,big-ten,3.0,8.5,69.0,1.7,0.512,252.0,0.413,104.0,0.286,72.0,0.736,53.0,32.0,32.0,,904.0,-0.1,1.5,11.0,0.9,76.0,12.0,jamarques-lawrence-1,311.0,337.0,Guard,1.9,29.0,NEBRASKA,0.567,143.0,0.35,50.0,5.1,80.0,0.543,19.0,67.0,109.0,0.495,54.0,20.7,,2.5,0.112,Jamarques Lawrence
2025-26,23.9,139.0,0.4,3.0,10.2,big-ten,7.3,15.0,138.0,2.6,0.623,212.0,0.547,116.0,0.274,58.0,0.741,43.0,32.0,32.0,,1026.0,2.9,3.5,30.0,2.7,82.0,18.9,sam-hoiberg-1,307.0,345.0,Guard,3.9,67.0,NEBRASKA,0.377,80.0,0.4,32.0,9.5,168.0,0.641,12.4,34.0,132.0,0.636,84.0,14.1,,5.3,0.206,Sam Hoiberg
2025-26,13.9,58.0,5.9,31.0,6.3,big-ten,5.5,17.0,110.0,1.8,0.497,153.0,0.464,71.0,0.431,66.0,0.621,41.0,30.0,30.0,,720.0,0.8,8.9,53.0,0.9,54.0,15.3,berke-buyuktuncel-1,193.0,228.0,Forward,2.1,26.0,NEBRASKA,0.301,46.0,0.217,10.0,13.1,163.0,0.523,16.3,36.0,107.0,0.57,61.0,16.2,,2.6,0.146,Berke Buyuktuncel
2025-26,11.8,45.0,2.1,10.0,6.6,big-ten,6.1,12.9,75.0,1.5,0.6,110.0,0.536,59.0,0.364,40.0,0.575,23.0,32.0,1.0,,649.0,0.4,3.2,17.0,0.9,56.0,13.5,cale-jacobsen-1,155.0,158.0,Guard,3.1,34.0,NEBRASKA,0.336,37.0,0.378,14.0,8.2,92.0,0.601,12.8,19.0,73.0,0.616,45.0,12.1,,2.4,0.148,Cale Jacobsen
2025-26,6.9,9.0,8.3,14.0,-0.7,big-ten,3.4,24.4,50.0,0.6,0.397,78.0,0.333,26.0,0.346,27.0,0.778,21.0,27.0,0.0,,229.0,-4.1,5.3,10.0,-0.2,20.0,11.4,jared-garcia-1,83.0,81.0,Forward,1.3,5.0,NEBRASKA,0.526,41.0,0.244,10.0,15.2,60.0,0.457,17.3,19.0,37.0,0.432,16.0,25.4,,0.4,0.071,Jared Garcia
2025-26,11.4,6.0,0.0,0.0,-5.7,big-ten,-0.5,8.0,7.0,0.2,0.409,44.0,0.318,14.0,0.091,4.0,0.5,2.0,7.0,0.0,,98.0,-5.1,2.5,2.0,-0.1,6.0,6.3,connor-essegian-1,38.0,35.0,Guard,1.2,2.0,NEBRASKA,0.705,31.0,0.258,8.0,5.3,9.0,0.414,9.8,5.0,13.0,0.462,6.0,27.5,,0.0,0.018,Connor Essegian
2025-26,11.8,4.0,2.2,1.0,3.7,big-ten,2.8,3.5,2.0,0.1,0.6,15.0,0.6,9.0,0.533,8.0,0.875,7.0,15.0,0.0,,63.0,0.9,13.4,7.0,0.2,7.0,17.5,leo-curtis-1,25.0,27.0,Forward,1.9,2.0,NEBRASKA,0.133,2.0,0.0,0.0,8.3,9.0,0.665,21.0,5.0,13.0,0.692,9.0,20.0,,0.3,0.17,Leo Curtis
2025-26,10.1,4.0,0.0,0.0,-6.3,big-ten,0.5,8.7,5.0,0.1,0.5,11.0,0.364,4.0,0.182,2.0,1.0,2.0,18.0,0.0,,64.0,-6.8,0.0,0.0,-0.1,6.0,0.6,kendall-blue-1,13.0,13.0,Guard,0.0,0.0,NEBRASKA,0.636,7.0,0.429,3.0,4.5,5.0,0.544,36.9,7.0,4.0,0.25,1.0,15.7,,0.0,0.0,Kendall Blue
2025-26,0.0,0.0,24.8,2.0,12.3,big-ten,9.2,20.3,2.0,0.0,1.167,3.0,1.0,3.0,0.333,1.0,0.0,0.0,1.0,0.0,,11.0,3.2,0.0,0.0,0.0,1.0,26.0,ugnius-jarusevicius-1,7.0,3.0,Forward,0.0,0.0,NEBRASKA,0.333,1.0,1.0,1.0,10.5,2.0,1.007,36.5,2.0,2.0,1.0,2.0,26.3,,0.0,0.046,Ugnius Jarusevicius
2025-26,6.1,1.0,5.7,1.0,0.8,big-ten,6.0,23.2,5.0,0.1,0.0,2.0,0.0,0.0,3.0,6.0,0.5,3.0,16.0,0.0,,24.0,-5.2,0.0,0.0,0.0,3.0,7.2,justin-bolis-1,3.0,3.0,Forward,2.5,1.0,NEBRASKA,0.0,0.0,,0.0,12.1,5.0,0.309,0.0,0.0,2.0,0.0,0.0,10.7,,0.1,0.093,Justin Bolis
2025-26,23.0,119.0,7.4,73.0,14.4,big-east,6.0,14.4,132.0,2.4,0.577,332.0,0.554,184.0,0.726,241.0,0.714,172.0,34.0,34.0,,1008.0,8.4,12.1,111.0,3.7,83.0,27.9,zuby-ejiofor-1,555.0,576.0,Forward,2.2,40.0,ST-JOHNS-NY,0.142,47.0,0.319,15.0,13.3,243.0,0.622,14.2,74.0,285.0,0.593,169.0,24.6,,6.1,0.241,Zuby Ejiofor
2025-26,13.1,68.0,1.1,10.0,7.9,big-east,3.3,16.1,142.0,2.0,0.493,338.0,0.459,155.0,0.512,173.0,0.723,125.0,34.0,34.0,,968.0,4.5,7.7,68.0,2.3,56.0,19.6,bryce-hopkins-1,458.0,446.0,Forward,2.2,37.0,ST-JOHNS-NY,0.228,77.0,0.299,23.0,11.9,210.0,0.545,9.1,42.0,261.0,0.506,132.0,22.7,,4.3,0.179,Bryce Hopkins
2025-26,10.6,59.0,0.9,9.0,4.4,big-east,2.6,8.9,80.0,1.6,0.52,296.0,0.439,130.0,0.216,64.0,0.859,55.0,34.0,33.0,,984.0,1.7,1.9,17.0,1.8,68.0,13.0,oziyah-sellers-1,363.0,325.0,Guard,1.1,20.0,ST-JOHNS-NY,0.463,137.0,0.35,48.0,5.4,97.0,0.556,6.6,23.0,159.0,0.516,82.0,16.9,,3.4,0.138,Oziyah Sellers
2025-26,12.7,41.0,1.2,7.0,4.3,big-east,2.8,12.0,67.0,1.2,0.502,254.0,0.413,105.0,0.268,68.0,0.897,61.0,33.0,19.0,,613.0,1.6,1.6,9.0,0.7,50.0,15.2,ian-jackson-1,316.0,276.0,Guard,2.5,27.0,ST-JOHNS-NY,0.5,127.0,0.354,45.0,6.8,76.0,0.552,14.9,50.0,127.0,0.472,60.0,26.1,,2.0,0.128,Ian Jackson
2025-26,5.3,22.0,0.8,6.0,0.5,big-east,1.7,10.7,71.0,1.3,0.438,250.0,0.348,87.0,0.328,82.0,0.768,63.0,34.0,14.0,,725.0,-1.3,2.6,17.0,0.4,75.0,9.1,joson-sanon-1,282.0,249.0,Guard,1.5,19.0,ST-JOHNS-NY,0.524,131.0,0.344,45.0,6.7,88.0,0.488,11.4,37.0,119.0,0.353,42.0,21.4,,1.6,0.09,Joson Sanon
2025-26,20.0,107.0,2.6,24.0,9.2,big-east,5.2,17.8,153.0,2.2,0.548,217.0,0.548,119.0,0.382,83.0,0.506,42.0,34.0,22.0,,941.0,4.0,9.8,84.0,2.0,60.0,19.0,dillon-mitchell-1,280.0,328.0,Forward,2.6,43.0,ST-JOHNS-NY,0.055,12.0,0.0,0.0,13.8,237.0,0.546,11.1,32.0,205.0,0.58,119.0,14.6,,4.1,0.176,Dillon Mitchell
2025-26,19.8,79.0,0.5,3.0,5.8,big-east,5.8,11.4,70.0,1.5,0.485,169.0,0.408,69.0,0.491,83.0,0.735,61.0,32.0,12.0,,671.0,0.0,1.6,10.0,0.9,74.0,14.4,dylan-darling-1,225.0,232.0,Guard,3.9,46.0,ST-JOHNS-NY,0.509,86.0,0.302,26.0,6.6,80.0,0.54,14.7,36.0,83.0,0.518,43.0,17.4,,2.4,0.146,Dylan Darling
2025-26,14.0,29.0,7.1,25.0,7.5,big-east,5.6,10.1,33.0,0.8,0.522,92.0,0.467,43.0,0.576,53.0,0.698,37.0,34.0,1.0,,359.0,1.9,10.1,33.0,0.7,62.0,17.8,ruben-prey-1,133.0,142.0,Forward,2.4,15.0,ST-JOHNS-NY,0.207,19.0,0.526,10.0,10.1,66.0,0.568,14.6,20.0,73.0,0.452,33.0,18.2,,1.5,0.171,Rub̩n Prey
2025-26,7.8,10.0,0.5,1.0,0.8,big-east,2.1,11.0,22.0,0.4,0.478,67.0,0.358,24.0,0.373,25.0,0.76,19.0,27.0,0.0,,219.0,-1.3,2.0,4.0,0.2,24.0,9.9,lefteris-liotopoulos-1,83.0,74.0,Guard,1.5,6.0,ST-JOHNS-NY,0.716,48.0,0.333,16.0,6.5,26.0,0.526,13.2,12.0,19.0,0.421,8.0,19.8,,0.6,0.106,Lefteris Liotopoulos
2025-26,9.5,13.0,1.3,3.0,3.7,big-east,5.0,13.4,28.0,0.5,0.491,53.0,0.434,23.0,0.019,1.0,1.0,1.0,28.0,1.0,,229.0,-1.3,1.4,3.0,0.1,18.0,10.1,sadiku-ibine-ayo-1,53.0,50.0,Forward,3.2,13.0,ST-JOHNS-NY,0.358,19.0,0.316,6.0,7.4,31.0,0.496,13.0,8.0,34.0,0.5,17.0,12.8,,0.6,0.103,Sadiku Ibine Ayo
2025-26,6.3,2.0,3.6,2.0,-0.6,big-east,2.7,13.7,7.0,0.1,0.467,15.0,0.467,7.0,0.133,2.0,0.5,1.0,10.0,0.0,,56.0,-3.3,23.6,12.0,0.0,11.0,13.9,kelvin-odih-1,15.0,20.0,Guard,3.0,3.0,ST-JOHNS-NY,0.067,1.0,0.0,0.0,18.7,19.0,0.47,23.9,5.0,14.0,0.5,7.0,17.8,,0.2,0.109,Kelvin Odih
2025-26,20.3,2.0,17.9,3.0,5.9,big-east,7.0,6.4,1.0,0.0,0.5,4.0,0.5,2.0,0.5,2.0,0.5,1.0,7.0,0.0,,17.0,-1.1,6.5,1.0,0.0,3.0,15.6,handje-tamba-1,5.0,6.0,Forward,0.0,0.0,ST-JOHNS-NY,0.0,0.0,,0.0,6.5,2.0,0.505,16.8,1.0,4.0,0.5,2.0,16.7,,0.1,0.123,Handje Tamba
2025-26,21.9,1.0,0.0,0.0,7.5,big-east,5.6,13.7,1.0,0.0,1.5,1.0,1.0,1.0,0.0,0.0,,0.0,7.0,0.0,,8.0,1.9,0.0,0.0,0.0,2.0,20.0,fotis-konstantinidis-1,3.0,2.0,Guard,0.0,0.0,ST-JOHNS-NY,1.0,1.0,1.0,1.0,6.9,1.0,1.5,0.0,0.0,0.0,,0.0,6.0,,0.1,0.252,Fotis Konstantinidis
2025-26,5.6,1.0,0.0,0.0,-8.8,big-east,-1.3,4.1,1.0,0.0,0.2,5.0,0.2,1.0,0.0,0.0,,0.0,6.0,0.0,,27.0,-7.4,12.3,3.0,-0.1,2.0,-1.7,casper-pohto-1,2.0,4.0,Guard,0.0,0.0,ST-JOHNS-NY,0.4,2.0,0.0,0.0,8.1,4.0,0.2,28.6,2.0,3.0,0.333,1.0,12.3,,0.0,-0.034,Casper Pohto
2025-26,28.6,143.0,0.1,1.0,9.5,big-ten,1.9,10.8,101.0,1.0,0.539,505.0,0.479,242.0,0.372,188.0,0.824,155.0,34.0,34.0,,1082.0,7.6,2.9,27.0,4.2,67.0,24.6,nicholas-boyd-1,699.0,679.0,Guard,1.9,36.0,WISCONSIN,0.327,165.0,0.364,60.0,6.8,128.0,0.588,8.9,58.0,340.0,0.535,182.0,30.5,,5.3,0.194,Nick Boyd
2025-26,13.5,77.0,0.3,3.0,8.0,big-ten,1.7,12.6,121.0,1.1,0.531,445.0,0.427,190.0,0.404,180.0,0.861,155.0,33.0,33.0,,1111.0,6.2,4.2,41.0,3.5,83.0,20.8,john-blackwell-3,628.0,582.0,Guard,2.0,38.0,WISCONSIN,0.544,242.0,0.384,93.0,8.4,162.0,0.592,8.9,52.0,203.0,0.478,97.0,26.5,,4.6,0.167,John Blackwell
2025-26,9.4,46.0,4.3,36.0,9.0,big-ten,2.6,23.5,189.0,1.3,0.628,262.0,0.569,149.0,0.355,93.0,0.742,69.0,30.0,30.0,,932.0,6.4,8.5,69.0,3.0,59.0,22.5,nolan-winter-2,398.0,381.0,Forward,0.9,15.0,WISCONSIN,0.355,93.0,0.333,31.0,16.0,258.0,0.65,7.5,25.0,169.0,0.698,118.0,18.0,,4.3,0.186,Nolan Winter
2025-26,13.0,47.0,2.5,15.0,6.6,big-ten,1.9,14.7,84.0,0.7,0.545,220.0,0.418,92.0,0.209,46.0,0.848,39.0,29.0,11.0,,662.0,4.7,5.4,31.0,1.5,56.0,17.0,austin-rapp-1,279.0,269.0,Forward,1.2,14.0,WISCONSIN,0.7,154.0,0.364,56.0,10.0,115.0,0.577,9.4,25.0,66.0,0.545,36.0,20.4,,2.2,0.134,Austin Rapp
2025-26,10.6,35.0,2.0,11.0,7.9,big-ten,1.5,12.2,63.0,0.6,0.574,202.0,0.406,82.0,0.282,57.0,0.772,44.0,33.0,0.0,,599.0,6.4,3.6,19.0,1.6,45.0,17.6,braeden-carrington-1,276.0,249.0,Guard,1.2,12.0,WISCONSIN,0.837,169.0,0.402,68.0,7.9,82.0,0.602,6.9,17.0,33.0,0.424,14.0,20.8,,2.2,0.145,Braeden Carrington
2025-26,17.5,93.0,0.8,6.0,3.4,big-ten,3.5,6.6,49.0,0.9,0.472,178.0,0.36,64.0,0.152,27.0,0.778,21.0,33.0,33.0,,866.0,-0.1,2.5,19.0,0.8,74.0,9.9,andrew-rohde-1,189.0,224.0,Guard,2.8,42.0,WISCONSIN,0.725,129.0,0.31,40.0,4.5,68.0,0.495,15.5,35.0,49.0,0.49,24.0,13.2,,1.6,0.076,Andrew Rohde
2025-26,7.2,29.0,3.3,20.0,2.2,big-ten,1.6,16.4,96.0,0.7,0.54,139.0,0.439,61.0,0.216,30.0,0.633,19.0,34.0,27.0,,678.0,0.6,8.5,50.0,0.8,74.0,11.1,aleksas-bieliauskas-1,169.0,184.0,Forward,0.4,5.0,WISCONSIN,0.568,79.0,0.354,28.0,12.4,146.0,0.551,15.4,28.0,60.0,0.55,33.0,13.5,,1.5,0.087,Aleksas Bieliauskas
2025-26,10.6,29.0,1.3,5.0,1.5,big-ten,3.3,9.5,35.0,0.5,0.423,65.0,0.323,21.0,0.077,5.0,0.6,3.0,26.0,1.0,,429.0,-1.8,4.3,16.0,0.1,44.0,6.5,jack-janicki-1,58.0,76.0,Guard,2.3,17.0,WISCONSIN,0.723,47.0,0.277,13.0,6.9,51.0,0.43,18.2,15.0,18.0,0.444,8.0,9.7,,0.5,0.049,Jack Janicki
2025-26,9.3,11.0,1.1,2.0,-0.5,big-ten,2.0,10.7,18.0,0.2,0.635,26.0,0.615,16.0,0.846,22.0,0.545,12.0,27.0,1.0,,195.0,-2.5,5.9,10.0,0.1,25.0,8.9,hayden-jones-1,45.0,49.0,Guard,1.5,5.0,WISCONSIN,0.077,2.0,0.5,1.0,8.3,28.0,0.617,27.8,14.0,24.0,0.625,15.0,13.1,,0.3,0.061,Hayden Jones
2025-26,15.9,20.0,2.8,5.0,0.0,big-ten,3.2,12.1,21.0,0.2,0.722,18.0,0.722,13.0,0.833,15.0,0.4,6.0,30.0,0.0,,202.0,-3.2,6.3,11.0,0.2,42.0,8.0,will-garlock-1,32.0,45.0,Forward,0.6,2.0,WISCONSIN,0.0,0.0,,0.0,9.2,32.0,0.637,30.4,11.0,18.0,0.722,13.0,9.0,,0.4,0.079,Will Garlock
2025-26,19.5,9.0,0.0,0.0,0.5,big-ten,4.3,5.9,4.0,0.1,0.4,25.0,0.32,8.0,0.08,2.0,0.5,1.0,16.0,0.0,,79.0,-3.8,0.0,0.0,0.0,12.0,8.7,zach-kinziger-1,21.0,23.0,Guard,3.7,5.0,WISCONSIN,0.64,16.0,0.25,4.0,2.9,4.0,0.405,3.7,1.0,9.0,0.444,4.0,17.2,,0.1,0.067,Zach Kinziger
2025-26,6.5,1.0,3.6,1.0,12.0,big-ten,5.6,26.2,7.0,0.1,0.938,8.0,0.75,6.0,0.375,3.0,0.667,2.0,17.0,0.0,,31.0,6.5,3.7,1.0,0.1,2.0,25.3,jack-robison-1,17.0,12.0,Forward,3.7,2.0,WISCONSIN,0.5,4.0,0.75,3.0,14.9,8.0,0.902,29.8,4.0,4.0,0.75,3.0,21.9,,0.1,0.147,Jack Robison
2025-26,12.5,1.0,0.0,0.0,4.5,big-ten,-0.4,21.8,3.0,0.0,0.643,7.0,0.429,3.0,0.286,2.0,1.0,2.0,14.0,0.0,,16.0,4.9,0.0,0.0,0.0,1.0,19.9,isaac-gard-1,11.0,9.0,Guard,0.0,0.0,WISCONSIN,0.857,6.0,0.5,3.0,10.8,3.0,0.692,20.1,2.0,1.0,0.0,0.0,31.4,,0.1,0.126,Isaac Gard
2025-26,16.2,2.0,0.0,0.0,-18.2,big-ten,-7.7,6.4,1.0,0.0,0.0,6.0,0.0,0.0,0.333,2.0,0.0,0.0,14.0,0.0,,18.0,-10.6,25.6,4.0,-0.1,0.0,-8.6,riccardo-greppi-1,0.0,4.0,Forward,0.0,0.0,WISCONSIN,0.333,2.0,0.0,0.0,16.0,5.0,0.0,22.3,2.0,4.0,0.0,0.0,25.1,,-0.1,-0.236,Riccardo Greppi
2025-26,36.3,236.0,0.7,8.0,9.8,big-12,2.2,8.6,93.0,1.4,0.608,409.0,0.479,196.0,0.274,112.0,0.795,89.0,31.0,31.0,,1190.0,7.6,1.9,20.0,4.1,63.0,21.2,christian-anderson-2,586.0,639.0,Guard,2.0,40.0,TEXAS-TECH,0.604,247.0,0.425,105.0,5.4,113.0,0.634,18.5,105.0,162.0,0.562,91.0,24.0,,5.5,0.184,Christian Anderson
2025-26,13.8,53.0,5.1,43.0,9.9,big-12,3.4,21.1,166.0,1.7,0.567,427.0,0.548,234.0,0.251,107.0,0.579,62.0,25.0,25.0,,870.0,6.4,14.0,105.0,2.5,71.0,28.2,jt-toppin-1,546.0,518.0,Forward,2.3,34.0,TEXAS-TECH,0.133,57.0,0.281,16.0,17.6,271.0,0.571,11.5,62.0,370.0,0.589,218.0,31.3,,4.2,0.193,JT Toppin
2025-26,3.7,24.0,0.4,4.0,9.2,big-12,3.2,8.2,82.0,1.2,0.664,301.0,0.458,138.0,0.126,38.0,0.842,32.0,32.0,32.0,,1111.0,6.0,2.4,23.0,3.1,74.0,15.9,donovan-atwell-1,432.0,348.0,Forward,2.0,37.0,TEXAS-TECH,0.907,273.0,0.454,124.0,5.3,105.0,0.677,3.9,13.0,28.0,0.5,14.0,15.1,,4.3,0.155,Donovan Atwell
2025-26,15.8,77.0,0.8,7.0,4.0,big-12,2.2,16.2,125.0,1.2,0.471,278.0,0.428,119.0,0.442,123.0,0.78,96.0,31.0,26.0,,852.0,1.8,8.3,61.0,1.2,72.0,15.6,lejuan-watts-1,358.0,383.0,Forward,1.5,21.0,TEXAS-TECH,0.263,73.0,0.329,24.0,12.3,186.0,0.532,17.8,73.0,205.0,0.463,95.0,24.2,,2.4,0.113,LeJuan Watts
2025-26,11.9,67.0,0.1,1.0,4.5,big-12,2.4,12.1,102.0,1.0,0.531,245.0,0.4,98.0,0.171,42.0,0.786,33.0,31.0,20.0,,931.0,2.0,2.4,19.0,1.6,78.0,11.7,jaylen-petty-1,293.0,285.0,Guard,1.1,18.0,TEXAS-TECH,0.702,172.0,0.372,64.0,7.4,121.0,0.553,9.6,28.0,73.0,0.466,34.0,15.9,,2.6,0.112,Jaylen Petty
2025-26,5.2,18.0,1.3,7.0,3.2,big-12,2.4,10.3,50.0,0.6,0.45,111.0,0.351,39.0,0.189,21.0,0.667,14.0,31.0,13.0,,538.0,0.8,6.7,31.0,0.5,35.0,9.2,tyeree-bryan-1,114.0,122.0,Guard,1.3,12.0,TEXAS-TECH,0.694,77.0,0.286,22.0,8.5,81.0,0.471,7.6,10.0,34.0,0.5,17.0,12.3,,1.1,0.083,Tyeree Bryan
2025-26,5.1,10.0,10.3,32.0,4.9,big-12,6.0,14.9,43.0,0.6,0.518,56.0,0.518,29.0,0.804,45.0,0.711,32.0,19.0,10.0,,318.0,-1.0,6.9,19.0,0.5,47.0,15.5,luke-bamgboye-1,90.0,92.0,Forward,1.1,6.0,TEXAS-TECH,0.018,1.0,0.0,0.0,11.0,62.0,0.582,14.4,13.0,55.0,0.527,29.0,14.3,,1.0,0.132,Luke Bamgboye
2025-26,7.2,6.0,6.8,10.0,10.5,big-12,4.5,22.5,31.0,0.3,0.697,38.0,0.658,25.0,0.184,7.0,0.286,2.0,12.0,0.0,,152.0,6.0,9.9,13.0,0.4,13.0,21.7,josiah-moseley-1,55.0,51.0,Forward,1.2,3.0,TEXAS-TECH,0.132,5.0,0.6,3.0,16.4,44.0,0.665,10.8,5.0,33.0,0.667,22.0,15.4,,0.7,0.172,Josiah Moseley
2025-26,3.6,4.0,2.2,4.0,3.6,big-12,3.9,16.7,28.0,0.3,0.511,45.0,0.467,21.0,0.178,8.0,0.875,7.0,22.0,0.0,,185.0,-0.2,8.1,13.0,0.2,27.0,12.2,leon-horner-1,53.0,52.0,Forward,1.6,5.0,TEXAS-TECH,0.222,10.0,0.4,4.0,12.5,41.0,0.543,12.5,7.0,35.0,0.486,17.0,15.2,,0.5,0.108,Leon Horner
2025-26,5.8,5.0,0.0,0.0,2.7,big-12,4.0,13.7,16.0,0.2,0.333,21.0,0.238,5.0,0.476,10.0,0.6,6.0,21.0,2.0,,129.0,-1.3,8.1,9.0,0.1,16.0,8.4,nolan-groves-1,20.0,26.0,Guard,2.7,6.0,TEXAS-TECH,0.81,17.0,0.235,4.0,11.0,25.0,0.388,3.7,1.0,4.0,0.25,1.0,10.4,,0.3,0.092,Nolan Groves
