player_unique,composite,player_name,ranking,autodraft,player_modifier,team_modifier,team_name,team_games_played,diff,sn_projected,kenpom_projected,538_projected,points_per_team_game,points,538_32,538_16,538_8,538_4,538_2,538_1,sn_32,sn_16,sn_8,sn_4,sn_2,sn_1,kenpom_32,kenpom_16,kenpom_8,kenpom_4,kenpom_2,kenpom_1,seed,region,overall_seed,wins,losses,games_played,conference_wins,conference_losses
jordan-miller-2,#N/A,Jordan Miller,35,336.1875,1,#N/A,Miami (FL),#N/A,#N/A,#N/A,0,0,#N/A,489,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,MIDWEST,20,25,7,32,15,5
logan-johnson-2,#N/A,Logan Johnson,36,333.4375,1,#N/A,Saint Mary's (CA),#N/A,#N/A,#N/A,0,0,#N/A,485,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,WEST,19,26,7,33,14,2
kj-adamsjr-1,#N/A,KJ Adams Jr.,37,330.9375,1,#N/A,Kansas,#N/A,#N/A,#N/A,0,0,#N/A,353,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,WEST,3,27,7,34,13,5
jarace-walker-1,#N/A,Jarace Walker,38,330,1,#N/A,Houston,#N/A,#N/A,#N/A,0,0,#N/A,352,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,MIDWEST,2,31,2,33,17,1
aidan-mahaney-1,#N/A,Aidan Mahaney,39,328.625,1,#N/A,Saint Mary's (CA),#N/A,#N/A,#N/A,0,0,#N/A,478,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,WEST,19,26,7,33,14,2
kevin-mccullar-1,#N/A,Kevin McCullar,40,319.6875,0.9,#N/A,Kansas,#N/A,#N/A,#N/A,0,0,#N/A,341,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,WEST,3,27,7,34,13,5
jwan-roberts-1,#N/A,J'Wan Roberts,41,318.75,1,#N/A,Houston,#N/A,#N/A,#N/A,0,0,#N/A,340,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,MIDWEST,2,31,2,33,17,1
jamal-shead-1,#N/A,Jamal Shead,42,314.0625,1,#N/A,Houston,#N/A,#N/A,#N/A,0,0,#N/A,335,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,MIDWEST,2,31,2,33,17,1
braden-smith-1,#N/A,Braden Smith,43,310.3125,1,#N/A,Purdue,#N/A,#N/A,#N/A,0,0,#N/A,331,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,EAST,4,28,5,33,15,5
wade-tayloriv-1,#N/A,Wade Taylor IV,44,308.8125,1,#N/A,Texas A&M,#N/A,#N/A,#N/A,0,0,#N/A,549,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,MIDWEST,25,25,8,33,15,3
oscar-tshiebwe-1,#N/A,Oscar Tshiebwe,45,308.75,1,#N/A,Kentucky,#N/A,#N/A,#N/A,0,0,#N/A,494,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,EAST,23,21,11,32,12,6
boo-buie-1,#N/A,Boo Buie,46,308.25,1,#N/A,Northwestern,#N/A,#N/A,#N/A,0,0,#N/A,548,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,WEST,28,21,11,32,12,8
noah-clowney-1,#N/A,Noah Clowney,47,304.6875,1,#N/A,Alabama,#N/A,#N/A,#N/A,0,0,#N/A,325,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,SOUTH,1,28,5,33,16,2
tyrese-hunter-1,#N/A,Tyrese Hunter,48,304.5,1,#N/A,Texas,#N/A,#N/A,#N/A,0,0,#N/A,348,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,MIDWEST,6,26,8,34,12,6
anton-watson-1,#N/A,Anton Watson,49,303.875,1,#N/A,Gonzaga,#N/A,#N/A,#N/A,0,0,#N/A,374,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,WEST,10,28,5,33,14,2
jalen-hood-schifino-1,#N/A,Jalen Hood-Schifino,50,303.75,1,#N/A,Indiana,#N/A,#N/A,#N/A,0,0,#N/A,405,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,MIDWEST,15,22,11,33,12,8
pelle-larsson-1,#N/A,Pelle Larsson,51,302.75,1,#N/A,Arizona,#N/A,#N/A,#N/A,0,0,#N/A,346,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SOUTH,7,28,6,34,14,6
kerr-kriisa-1,#N/A,Kerr Kriisa,52,301,0.7,#N/A,Arizona,#N/A,#N/A,#N/A,0,0,#N/A,344,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SOUTH,7,28,6,34,14,6
tramon-mark-1,#N/A,Tramon Mark,53,300.9375,1,#N/A,Houston,#N/A,#N/A,#N/A,0,0,#N/A,321,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,MIDWEST,2,31,2,33,17,1
armaan-franklin-1,#N/A,Armaan Franklin,54,300.75,1,#N/A,Virginia,#N/A,#N/A,#N/A,0,0,#N/A,401,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,SOUTH,16,25,7,32,15,5
norchad-omier-1,#N/A,Norchad Omier,55,299.75,0.6,#N/A,Miami (FL),#N/A,#N/A,#N/A,0,0,#N/A,436,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,MIDWEST,20,25,7,32,15,5
deandre-williams-1,#N/A,Deandre Williams,56,295,1,#N/A,Memphis,#N/A,#N/A,#N/A,0,0,#N/A,590,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,EAST,29,25,8,33,13,5
matt-bradley-1,#N/A,Matt Bradley,57,293.5625,1,#N/A,San Diego State,#N/A,#N/A,#N/A,0,0,#N/A,427,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,SOUTH,17,27,6,33,15,3
santiago-vescovi-1,#N/A,Santiago Vescovi,58,291,1,#N/A,Tennessee,#N/A,#N/A,#N/A,0,0,#N/A,388,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,EAST,14,23,10,33,11,7
jayden-gardner-1,#N/A,Jayden Gardner,59,291,1,#N/A,Virginia,#N/A,#N/A,#N/A,0,0,#N/A,388,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,SOUTH,16,25,7,32,15,5
ryan-kalkbrenner-1,#N/A,Ryan Kalkbrenner,60,288.125,1,#N/A,Creighton,#N/A,#N/A,#N/A,0,0,#N/A,461,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,SOUTH,22,21,12,33,14,6
antonio-reeves-1,#N/A,Antonio Reeves,61,288.125,1,#N/A,Kentucky,#N/A,#N/A,#N/A,0,0,#N/A,461,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,EAST,23,21,11,32,12,6
courtney-ramey-1,#N/A,Courtney Ramey,62,287.875,1,#N/A,Arizona,#N/A,#N/A,#N/A,0,0,#N/A,329,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,SOUTH,7,28,6,34,14,6
timmy-allen-1,#N/A,Timmy Allen,63,286.125,1,#N/A,Texas,#N/A,#N/A,#N/A,0,0,#N/A,327,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,MIDWEST,6,26,8,34,12,6
kris-murray-1,#N/A,Kris Murray,64,285.5,1,#N/A,Iowa,#N/A,#N/A,#N/A,0,0,#N/A,571,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,MIDWEST,32,19,13,32,11,9
kobe-brown-1,#N/A,Kobe Brown,65,285.1875,1,#N/A,Missouri,#N/A,#N/A,#N/A,0,0,#N/A,507,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,SOUTH,27,24,9,33,11,7
alex-ducas-1,#N/A,Alex Ducas,66,283.9375,1,#N/A,Saint Mary's (CA),#N/A,#N/A,#N/A,0,0,#N/A,413,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,WEST,19,26,7,33,14,2
trey-alexander-1,#N/A,Trey Alexander,67,280.625,1,#N/A,Creighton,#N/A,#N/A,#N/A,0,0,#N/A,449,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,SOUTH,22,21,12,33,14,6
rasir-bolton-1,#N/A,Rasir Bolton,68,278.6875,1,#N/A,Gonzaga,#N/A,#N/A,#N/A,0,0,#N/A,343,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,WEST,10,28,5,33,14,2
dajuan-harris-1,#N/A,Dajuan Harris,69,278.4375,1,#N/A,Kansas,#N/A,#N/A,#N/A,0,0,#N/A,297,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,WEST,3,27,7,34,13,5
david-joplin-1,#N/A,David Joplin,70,277.375,1,#N/A,Marquette,#N/A,#N/A,#N/A,0,0,#N/A,317,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,EAST,8,28,6,34,17,3
dmoi-hodge-1,#N/A,D'Moi Hodge,71,275.0625,1,#N/A,Missouri,#N/A,#N/A,#N/A,0,0,#N/A,489,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7,SOUTH,27,24,9,33,11,7
jeremy-roach-2,#N/A,Jeremy Roach,72,274.3125,1,#N/A,Duke,#N/A,#N/A,#N/A,0,0,#N/A,399,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,EAST,18,26,8,34,14,6
adam-kunkel-1,#N/A,Adam Kunkel,73,273,1,#N/A,Xavier,#N/A,#N/A,#N/A,0,0,#N/A,336,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,MIDWEST,12,25,9,34,15,5
zach-freemantle-1,#N/A,Zach Freemantle,74,272.1875,1,#N/A,Xavier,#N/A,#N/A,#N/A,0,0,#N/A,335,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,MIDWEST,12,25,9,34,15,5
nijel-pack-1,#N/A,Nijel Pack,75,271.5625,1,#N/A,Miami (FL),#N/A,#N/A,#N/A,0,0,#N/A,395,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,MIDWEST,20,25,7,32,15,5
david-singleton-2,#N/A,David Singleton,76,271.25,1,#N/A,UCLA,#N/A,#N/A,#N/A,0,0,#N/A,310,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,WEST,5,29,5,34,18,2
mike-miles-4,#N/A,Mike Miles,77,270,1,#N/A,TCU,#N/A,#N/A,#N/A,0,0,#N/A,432,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,WEST,24,21,12,33,9,9
jaren-holmes-1,#N/A,Jaren Holmes,78,267.5,1,#N/A,Iowa State,#N/A,#N/A,#N/A,0,0,#N/A,428,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,MIDWEST,21,19,13,32,9,9
jalen-bridges-1,#N/A,Jalen Bridges,79,267.3125,1,#N/A,Baylor,#N/A,#N/A,#N/A,0,0,#N/A,329,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,SOUTH,9,22,10,32,11,7
jahmir-young-1,#N/A,Jahmir Young,80,265.5,1,#N/A,Maryland,#N/A,#N/A,#N/A,0,0,#N/A,531,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,SOUTH,31,21,12,33,11,9
naeqwan-tomlin-1,#N/A,Nae'Qwan Tomlin,81,264.0625,1,#N/A,Kansas State,#N/A,#N/A,#N/A,0,0,#N/A,325,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,EAST,11,23,9,32,11,7
mitchell-saxen-1,#N/A,Mitchell Saxen,82,264,1,#N/A,Saint Mary's (CA),#N/A,#N/A,#N/A,0,0,#N/A,384,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5,WEST,19,26,7,33,14,2
baylor-scheierman-1,#N/A,Baylor Scheierman,83,263.125,1,#N/A,Creighton,#N/A,#N/A,#N/A,0,0,#N/A,421,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,SOUTH,22,21,12,33,14,6
ricky-counciliv-1,#N/A,Ricky Council IV,84,262.5,1,#N/A,Arkansas,#N/A,#N/A,#N/A,0,0,#N/A,525,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8,WEST,30,20,13,33,8,10
olivier-nkamhoua-1,#N/A,Olivier Nkamhoua,85,261.75,1,#N/A,Tennessee,#N/A,#N/A,#N/A,0,0,#N/A,349,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,EAST,14,23,10,33,11,7
