,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name
2022-23,0.0,0.0,0.0,0.0,-6.7,pac-12,-0.4,8.5,1.0,0.0,0.5,2.0,0.5,1.0,0.0,0.0,,0.0,,,,12.0,-6.3,10.1,1.0,0.0,3.0,0.0,grant-weitman-1,2.0,2.0,Guard,0.0,0.0,arizona,0.0,0.0,,0.0,9.2,2.0,0.5,33.3,1.0,2.0,0.5,1.0,12.1,,0.0,0.014,Grant Weitman
2022-23,0.0,0.0,0.0,0.0,-14.8,pac-12,-7.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,,6.0,-7.7,20.2,1.0,0.0,0.0,-7.1,ben-ackerley-1,0.0,1.0,Guard,0.0,0.0,arizona,0.5,1.0,0.0,0.0,9.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.1,,0.0,-0.121,Ben Ackerley
2022-23,0.0,0.0,0.0,0.0,-17.4,pac-12,-5.7,11.3,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,,,9.0,-11.7,0.0,0.0,0.0,0.0,-12.4,tautvilas-tubelis-1,0.0,0.0,Forward,0.0,0.0,arizona,1.0,3.0,0.0,0.0,6.1,1.0,0.0,0.0,0.0,0.0,,0.0,16.1,,0.0,-0.171,Tautvilas Tubelis
2022-23,17.3,71.0,2.0,16.0,8.5,pac-12,3.8,9.8,83.0,1.7,0.494,394.0,0.393,155.0,0.15,59.0,0.814,48.0,,,,914.0,4.7,3.5,30.0,1.6,66.0,18.9,desmond-cambridge-2,437.0,399.0,Guard,3.6,57.0,arizona-state,0.614,242.0,0.326,79.0,6.6,113.0,0.518,10.0,47.0,152.0,0.5,76.0,25.6,,3.3,0.145,Desmond Cambridge Jr.
2022-23,16.7,79.0,0.5,4.0,3.3,pac-12,2.0,10.6,96.0,1.6,0.441,379.0,0.356,135.0,0.211,80.0,0.825,66.0,,,,982.0,1.2,1.6,15.0,1.0,64.0,13.5,dj-horne-1,400.0,376.0,Guard,2.2,38.0,arizona-state,0.509,193.0,0.332,64.0,6.0,111.0,0.48,10.1,47.0,186.0,0.382,71.0,23.6,,2.6,0.104,DJ Horne
2022-23,6.6,29.0,3.5,28.0,3.9,pac-12,2.0,13.0,110.0,1.5,0.552,248.0,0.5,124.0,0.379,94.0,0.638,60.0,,,,914.0,2.0,9.0,78.0,1.6,90.0,16.6,devan-cambridge-1,334.0,318.0,Guard,1.4,22.0,arizona-state,0.319,79.0,0.329,26.0,11.0,188.0,0.571,14.3,49.0,169.0,0.58,98.0,18.6,,3.1,0.135,Devan Cambridge
2022-23,31.3,146.0,1.0,8.0,4.4,pac-12,3.3,13.5,117.0,1.8,0.438,282.0,0.394,111.0,0.443,125.0,0.632,79.0,,,,935.0,1.1,2.5,22.0,0.8,72.0,15.1,frankie-collins-1,326.0,362.0,Guard,2.8,45.0,arizona-state,0.262,74.0,0.338,25.0,7.9,139.0,0.477,17.4,72.0,208.0,0.413,86.0,22.0,,2.6,0.111,Frankie Collins
2022-23,11.3,47.0,7.3,55.0,5.3,pac-12,3.6,19.2,152.0,1.8,0.562,201.0,0.562,113.0,0.512,103.0,0.66,68.0,,,,855.0,1.7,8.4,68.0,1.6,79.0,19.6,warren-washington-1,294.0,294.0,Forward,1.1,17.0,arizona-state,0.0,0.0,,0.0,13.8,220.0,0.588,15.8,47.0,201.0,0.562,113.0,17.3,,3.4,0.159,Warren Washington
2022-23,18.4,43.0,1.3,5.0,2.4,pac-12,3.0,16.9,71.0,0.9,0.459,121.0,0.388,47.0,0.231,28.0,0.679,19.0,,,,455.0,-0.6,2.3,10.0,0.2,35.0,11.8,jamiya-neal-1,130.0,133.0,Forward,2.2,17.0,arizona-state,0.504,61.0,0.279,17.0,9.5,81.0,0.484,17.8,29.0,60.0,0.5,30.0,17.9,,1.0,0.091,Jamiya Neal
2022-23,10.1,24.0,0.2,1.0,-0.5,pac-12,2.3,5.7,24.0,0.6,0.509,106.0,0.415,44.0,0.208,22.0,0.818,18.0,,,,457.0,-2.8,1.9,8.0,0.1,51.0,8.0,austin-nunez-1,126.0,116.0,Guard,2.4,19.0,arizona-state,0.5,53.0,0.377,20.0,3.7,32.0,0.541,22.1,33.0,53.0,0.453,24.0,16.3,,0.7,0.063,Austin Nunez
2022-23,8.8,14.0,0.0,0.0,-2.2,pac-12,0.7,9.3,28.0,0.4,0.37,123.0,0.341,42.0,0.211,26.0,0.846,22.0,,,,326.0,-2.9,2.3,7.0,-0.1,22.0,8.4,luther-muhammad-1,113.0,104.0,Guard,1.6,9.0,arizona-state,0.341,42.0,0.167,7.0,5.7,35.0,0.417,8.8,13.0,81.0,0.432,35.0,22.7,,0.4,0.048,Luther Muhammad
2022-23,6.1,19.0,3.6,18.0,-0.3,pac-12,3.1,13.8,72.0,1.0,0.397,112.0,0.339,38.0,0.223,25.0,0.64,16.0,,,,563.0,-3.4,4.9,26.0,-0.2,74.0,6.7,alonzo-gaffney-1,105.0,110.0,Forward,1.5,15.0,arizona-state,0.518,58.0,0.224,13.0,9.3,98.0,0.424,17.9,27.0,54.0,0.463,25.0,13.4,,0.8,0.057,Alonzo Gaffney
2022-23,3.0,5.0,6.5,18.0,0.6,pac-12,2.5,12.3,36.0,0.6,0.519,54.0,0.519,28.0,0.778,42.0,0.619,26.0,,,,316.0,-1.9,14.7,44.0,0.5,61.0,15.0,duke-brennan-1,82.0,93.0,Forward,1.3,7.0,arizona-state,0.0,0.0,,0.0,13.5,80.0,0.554,15.9,14.0,54.0,0.519,28.0,13.9,,1.1,0.139,Duke Brennan
2022-23,10.6,3.0,2.0,1.0,-2.1,pac-12,-1.4,11.4,6.0,0.1,0.386,22.0,0.318,7.0,0.591,13.0,0.615,8.0,,,,57.0,-0.7,3.7,2.0,0.0,0.0,9.8,marcus-bagley-1,25.0,24.0,Forward,0.0,0.0,arizona-state,0.409,9.0,0.333,3.0,7.5,8.0,0.444,15.1,5.0,13.0,0.308,4.0,29.0,,0.0,0.03,Marcus Bagley
2022-23,6.4,2.0,7.7,4.0,-2.5,pac-12,3.0,12.8,7.0,0.1,0.5,10.0,0.5,5.0,0.9,9.0,0.333,3.0,,,,59.0,-5.5,10.8,6.0,0.0,12.0,9.3,enoch-boakye-1,13.0,15.0,Center,1.0,1.0,arizona-state,0.0,0.0,,0.0,11.8,13.0,0.455,21.9,4.0,10.0,0.5,5.0,15.4,,0.1,0.064,Enoch Boakye
2022-23,0.0,0.0,0.0,0.0,-13.5,pac-12,-8.1,0.0,0.0,0.0,0.375,4.0,0.25,1.0,0.25,1.0,0.0,0.0,,,,8.0,-5.4,13.2,1.0,0.0,0.0,-2.0,bobby-hurley-2,3.0,3.0,Guard,0.0,0.0,arizona-state,0.5,2.0,0.5,1.0,6.7,1.0,0.335,18.3,1.0,2.0,0.0,0.0,34.1,,0.0,-0.142,Bobby Hurley
2022-23,16.2,1.0,0.0,0.0,-15.7,pac-12,-3.6,10.8,1.0,0.0,,0.0,,0.0,,2.0,0.5,1.0,,,,10.0,-12.1,10.6,1.0,-0.1,1.0,-6.8,micah-burno-1,1.0,2.0,Guard,0.0,0.0,arizona-state,,0.0,,0.0,10.7,2.0,0.526,75.9,3.0,0.0,,0.0,19.7,,0.0,-0.166,Micah Burno
2022-23,0.0,0.0,7.1,1.0,1.4,pac-12,5.0,20.3,3.0,0.0,,0.0,,0.0,,2.0,0.5,1.0,,,,16.0,-3.5,0.0,0.0,0.0,2.0,5.7,john-olmsted-1,1.0,1.0,Forward,0.0,0.0,arizona-state,,0.0,,0.0,10.0,3.0,0.526,0.0,0.0,0.0,,0.0,3.0,,0.0,0.091,John Olmsted
2022-23,0.0,0.0,0.0,0.0,-12.5,pac-12,1.8,0.0,0.0,0.0,,0.0,,0.0,,2.0,0.5,1.0,,,,2.0,-14.3,0.0,0.0,0.0,1.0,7.1,cade-ronzone-1,1.0,1.0,Guard,0.0,0.0,arizona-state,,0.0,,0.0,0.0,0.0,0.526,0.0,0.0,0.0,,0.0,23.7,,0.0,0.16,Cade Ronzone
2022-23,0.0,0.0,0.0,0.0,-41.3,pac-12,-12.9,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,1.0,-28.4,0.0,0.0,0.0,0.0,-61.1,austin-ronzone-1,0.0,0.0,Guard,0.0,0.0,arizona-state,,0.0,,0.0,0.0,0.0,,100.0,1.0,0.0,,0.0,49.8,,0.0,-0.993,Austin Ronzone
2022-23,40.4,1.0,0.0,0.0,5.6,pac-12,2.9,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,4.0,2.7,0.0,0.0,0.0,0.0,9.9,jordan-williams-4,0.0,0.0,Guard,0.0,0.0,arizona-state,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.106,Jordan Williams
2022-23,13.0,75.0,0.7,8.0,4.6,sec,1.7,8.5,83.0,1.7,0.485,393.0,0.445,175.0,0.473,186.0,0.774,144.0,,,,1116.0,2.9,3.1,28.0,2.3,62.0,17.3,ricky-counciliv-1,525.0,498.0,Guard,2.0,39.0,arkansas,0.29,114.0,0.272,31.0,5.9,111.0,0.545,12.7,70.0,279.0,0.516,144.0,24.7,,4.0,0.142,Ricky Council IV
2022-23,21.6,137.0,1.8,20.0,6.8,sec,3.8,12.5,125.0,2.2,0.51,299.0,0.465,139.0,0.572,171.0,0.696,119.0,,,,1146.0,3.0,4.6,43.0,1.7,84.0,17.4,anthony-black-1,424.0,459.0,Guard,3.2,65.0,arkansas,0.291,87.0,0.31,27.0,8.7,168.0,0.558,21.5,104.0,212.0,0.528,112.0,21.1,,3.9,0.138,Anthony Black
2022-23,14.3,85.0,0.4,4.0,3.5,sec,2.7,12.3,115.0,1.8,0.482,308.0,0.412,127.0,0.185,57.0,0.702,40.0,,,,1069.0,0.8,2.3,20.0,0.8,78.0,11.9,davonte-davis-1,337.0,336.0,Guard,2.3,44.0,arkansas,0.406,125.0,0.344,43.0,7.5,135.0,0.503,16.0,64.0,183.0,0.459,84.0,18.7,,2.6,0.097,Davonte Davis
2022-23,7.1,32.0,2.2,17.0,4.0,sec,3.4,13.8,96.0,1.5,0.492,198.0,0.444,88.0,0.293,58.0,0.724,42.0,,,,796.0,0.7,5.8,38.0,1.0,95.0,13.4,jordan-walsh-1,237.0,234.0,Forward,2.4,34.0,arkansas,0.343,68.0,0.279,19.0,9.9,134.0,0.525,12.8,33.0,130.0,0.531,69.0,16.2,,2.5,0.125,Jordan Walsh
2022-23,10.7,38.0,7.1,46.0,9.5,sec,5.4,21.7,127.0,1.6,0.67,144.0,0.667,96.0,0.438,63.0,0.667,42.0,,,,670.0,4.1,10.2,56.0,2.0,89.0,23.5,makhi-mitchell-1,235.0,239.0,Forward,2.4,28.0,arkansas,0.007,1.0,1.0,1.0,16.1,183.0,0.676,14.7,30.0,143.0,0.664,95.0,15.2,,3.6,0.213,Makhi Mitchell
2022-23,15.7,28.0,0.6,2.0,1.8,sec,-0.2,6.5,21.0,0.5,0.453,179.0,0.391,70.0,0.257,46.0,0.739,34.0,,,,369.0,2.0,1.3,4.0,0.4,21.0,15.4,nick-smith-jr-1,196.0,179.0,Guard,2.0,13.0,arkansas,0.358,64.0,0.344,22.0,4.0,25.0,0.488,10.7,24.0,115.0,0.417,48.0,30.5,,1.0,0.104,Nick Smith Jr.
2022-23,12.2,14.0,4.9,13.0,5.3,sec,3.5,18.3,44.0,0.6,0.651,109.0,0.651,71.0,0.294,32.0,0.375,12.0,,,,275.0,1.9,9.3,21.0,0.3,36.0,22.9,jalen-graham-1,154.0,134.0,Forward,2.3,11.0,arkansas,0.028,3.0,0.0,0.0,14.0,65.0,0.62,22.0,35.0,106.0,0.67,71.0,28.9,,0.9,0.134,Jalen Graham
2022-23,4.8,10.0,12.3,45.0,6.4,sec,5.9,21.2,70.0,1.0,0.635,74.0,0.635,47.0,0.419,31.0,0.452,14.0,,,,378.0,0.5,8.4,26.0,0.6,59.0,19.0,makhel-mitchell-1,108.0,105.0,Forward,1.7,11.0,arkansas,0.0,0.0,,0.0,15.0,96.0,0.609,16.1,17.0,74.0,0.635,47.0,14.0,,1.5,0.161,Makhel Mitchell
2022-23,7.1,9.0,4.7,11.0,5.5,sec,3.8,21.2,45.0,0.5,0.552,77.0,0.481,37.0,0.403,31.0,0.677,21.0,,,,243.0,1.6,4.5,9.0,0.3,23.0,18.0,trevon-brazile-1,106.0,95.0,Forward,2.1,9.0,arkansas,0.377,29.0,0.379,11.0,13.1,54.0,0.578,17.9,20.0,48.0,0.542,26.0,23.0,,0.8,0.14,Trevon Brazile
2022-23,3.9,3.0,0.7,1.0,7.7,sec,3.5,8.7,11.0,0.2,0.611,45.0,0.467,21.0,0.156,7.0,1.0,7.0,,,,145.0,4.2,3.4,4.0,0.5,20.0,18.7,joseph-pinion-1,62.0,52.0,Guard,2.4,6.0,arkansas,0.711,32.0,0.406,13.0,6.1,15.0,0.641,0.0,0.0,13.0,0.615,8.0,16.7,,0.7,0.205,Joseph Pinion
