game_date,team_1_id,team_2_id,game_time,round_num,competition_id
2026-03-26,purdue,texas,19:10,4,8
2026-03-26,nebraska,iowa,19:30,4,8
2026-03-26,arizona,arkansas,21:45,4,8
2026-03-26,houston,illinois,22:05,4,8
2026-03-27,duke,st-johns-ny,19:10,4,8
2026-03-27,michigan,alabama,19:35,4,8
2026-03-27,connecticut,michigan-state,21:45,4,8
2026-03-27,iowa-state,tennessee,22:10,4,8
