,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name,team
Career,18.5,205.0,1.8,37.0,4.1,,1.3,9.9,201.0,2.4,0.463,1005.0,0.408,410.0,0.31,312.0,0.821,256.0,,,,2378.0,2.8,2.0,42.0,4.4,183.0,18.0,caleb-mills-1,1186.0,1109.0,Guard,2.5,103.0,florida-state,0.323,325.0,0.338,110.0,5.9,243.0,0.514,12.9,171.0,680.0,0.441,300.0,27.9,,6.8,0.114,Caleb Mills,Florida State
2021-22,9.9,35.0,2.3,14.0,-0.1,acc,-0.4,13.8,89.0,0.6,0.463,294.0,0.452,133.0,0.374,110.0,0.555,61.0,,,,760.0,0.3,6.3,43.0,0.9,59.0,15.9,matthew-cleveland-1,333.0,310.0,Guard,1.5,20.0,florida-state,0.116,34.0,0.176,6.0,10.0,132.0,0.481,9.9,38.0,260.0,0.488,127.0,25.3,,1.5,0.079,Matthew Cleveland,Florida State
2022-23,11.4,53.0,2.8,24.0,0.3,acc,-0.3,21.8,178.0,0.6,0.475,345.0,0.446,154.0,0.33,114.0,0.693,79.0,,,,988.0,0.6,5.1,42.0,0.9,55.0,16.2,matthew-cleveland-1,407.0,391.0,Guard,1.5,25.0,florida-state,0.165,57.0,0.351,20.0,13.4,220.0,0.51,14.0,65.0,288.0,0.465,134.0,24.1,,1.5,0.06,Matthew Cleveland,Florida State
Career,10.7,88.0,2.6,38.0,0.1,,-0.3,18.3,267.0,1.2,0.469,639.0,0.449,287.0,0.351,224.0,0.625,140.0,,,,1748.0,0.4,5.6,85.0,1.8,114.0,16.1,matthew-cleveland-1,740.0,701.0,Guard,1.5,45.0,florida-state,0.142,91.0,0.286,26.0,11.9,352.0,0.496,12.1,103.0,548.0,0.476,261.0,24.6,,3.0,0.068,Matthew Cleveland,Florida State
2022-23,4.4,16.0,1.4,9.0,-1.5,acc,-1.3,8.9,54.0,0.0,0.566,173.0,0.543,94.0,0.405,70.0,0.814,57.0,,,,735.0,-0.3,7.7,47.0,1.4,85.0,13.9,cameron-corhen-1,253.0,240.0,Forward,1.1,14.0,florida-state,0.173,30.0,0.267,8.0,8.3,101.0,0.613,15.2,37.0,143.0,0.601,86.0,17.0,,1.4,0.075,Cameron Corhen,Florida State
Career,4.4,16.0,1.4,9.0,-1.5,,-1.3,8.9,54.0,0.0,0.566,173.0,0.543,94.0,0.405,70.0,0.814,57.0,,,,735.0,-0.3,7.7,47.0,1.4,85.0,13.9,cameron-corhen-1,253.0,240.0,Forward,1.1,14.0,florida-state,0.173,30.0,0.267,8.0,8.3,101.0,0.613,15.2,37.0,143.0,0.601,86.0,17.0,,1.4,0.075,Cameron Corhen,Florida State
2021-22,22.7,78.0,1.8,9.0,-0.5,acc,2.7,9.7,49.0,0.6,0.369,118.0,0.331,39.0,0.339,40.0,0.675,27.0,,,,598.0,-3.3,1.7,9.0,0.0,57.0,9.7,jalen-warley-1,114.0,143.0,Guard,3.6,37.0,florida-state,0.254,30.0,0.3,9.0,5.6,58.0,0.416,22.2,39.0,88.0,0.341,30.0,14.8,,0.6,0.041,Jalen Warley,Florida State
2022-23,21.8,102.0,0.7,5.0,0.4,acc,0.7,8.3,59.0,0.3,0.527,150.0,0.493,74.0,0.54,81.0,0.679,55.0,,,,863.0,-0.2,4.2,30.0,1.2,64.0,13.7,jalen-warley-1,213.0,251.0,Guard,2.7,40.0,florida-state,0.193,29.0,0.345,10.0,6.2,89.0,0.565,20.6,49.0,121.0,0.529,64.0,14.1,,1.5,0.069,Jalen Warley,Florida State
Career,22.2,180.0,1.1,14.0,0.0,,1.5,8.8,108.0,0.9,0.457,268.0,0.422,113.0,0.451,121.0,0.678,82.0,,,,1461.0,-1.5,3.1,39.0,1.2,121.0,12.1,jalen-warley-1,327.0,394.0,Guard,3.1,77.0,florida-state,0.22,59.0,0.322,19.0,5.9,147.0,0.502,21.3,88.0,209.0,0.45,94.0,14.4,,2.1,0.058,Jalen Warley,Florida State
2020-21,10.4,3.0,0.0,0.0,6.3,sec,7.0,21.9,12.0,0.1,0.577,13.0,0.538,7.0,0.154,2.0,0.0,0.0,,,,59.0,-0.7,5.6,3.0,0.0,10.0,14.8,camron-fletcher-1,15.0,15.0,Forward,4.8,5.0,florida-state,0.308,4.0,0.25,1.0,13.8,15.0,0.538,17.7,3.0,9.0,0.667,6.0,14.0,,0.2,0.123,Cam'Ron Fletcher,Florida State
2021-22,11.5,26.0,1.3,5.0,2.3,acc,1.0,15.8,63.0,0.6,0.541,160.0,0.475,76.0,0.206,33.0,0.758,25.0,,,,473.0,1.3,8.8,37.0,0.6,48.0,18.0,camron-fletcher-1,198.0,188.0,Forward,3.3,27.0,florida-state,0.363,58.0,0.362,21.0,12.2,100.0,0.564,19.7,43.0,102.0,0.539,55.0,23.2,,1.2,0.101,Cam'Ron Fletcher,Florida State
2022-23,7.8,11.0,2.4,6.0,0.8,acc,0.3,24.2,58.0,0.3,0.466,104.0,0.394,41.0,0.173,18.0,0.611,11.0,,,,290.0,0.6,7.0,17.0,0.0,25.0,14.3,camron-fletcher-1,108.0,103.0,Forward,2.6,13.0,florida-state,0.433,45.0,0.333,15.0,15.6,75.0,0.48,15.1,20.0,59.0,0.441,26.0,23.4,,0.3,0.041,Cam'Ron Fletcher,Florida State
Career,10.1,40.0,1.6,11.0,2.1,,1.2,19.2,133.0,1.0,0.514,277.0,0.448,124.0,0.191,53.0,0.679,36.0,,,,822.0,0.9,7.9,57.0,0.7,83.0,16.5,camron-fletcher-1,321.0,305.0,Forward,3.2,45.0,florida-state,0.386,107.0,0.346,37.0,13.5,190.0,0.531,17.9,66.0,170.0,0.512,87.0,22.6,,1.7,0.082,Cam'Ron Fletcher,Florida State
2021-22,0.0,0.0,4.3,7.0,1.5,acc,-1.6,5.9,10.0,0.1,0.68,50.0,0.68,34.0,0.5,25.0,0.52,13.0,,,,199.0,3.1,15.2,27.0,0.6,17.0,20.8,naheem-mcleod-1,81.0,73.0,Center,0.3,1.0,florida-state,0.0,0.0,,0.0,10.7,37.0,0.655,11.4,8.0,50.0,0.68,34.0,17.6,,0.6,0.13,Naheem McLeod,Florida State
2022-23,2.8,5.0,9.6,30.0,-1.0,acc,0.2,14.3,42.0,0.1,0.548,84.0,0.548,46.0,0.381,32.0,0.406,13.0,,,,356.0,-1.2,9.8,29.0,0.4,31.0,15.0,naheem-mcleod-1,105.0,103.0,Center,0.2,1.0,florida-state,0.0,0.0,,0.0,12.0,71.0,0.529,12.4,14.0,84.0,0.548,46.0,16.3,,0.5,0.057,Naheem McLeod,Florida State
Career,1.8,5.0,7.7,37.0,-0.1,,-0.4,11.3,52.0,0.2,0.597,134.0,0.597,80.0,0.425,57.0,0.456,26.0,,,,555.0,0.3,11.7,56.0,1.0,48.0,17.1,naheem-mcleod-1,186.0,176.0,Center,0.2,2.0,florida-state,0.0,0.0,,0.0,11.5,108.0,0.577,12.0,22.0,134.0,0.597,80.0,16.8,,1.2,0.083,Naheem McLeod,Florida State
2022-23,21.2,37.0,1.7,5.0,0.3,acc,1.3,9.1,25.0,0.2,0.459,86.0,0.395,34.0,0.291,25.0,0.76,19.0,,,,333.0,-1.0,3.6,10.0,0.3,41.0,13.2,chandler-jackson-1,98.0,108.0,Guard,3.1,18.0,florida-state,0.36,31.0,0.355,11.0,6.3,35.0,0.501,16.3,19.0,55.0,0.418,23.0,18.0,,0.5,0.059,Chandler Jackson,Florida State
Career,21.2,37.0,1.7,5.0,0.3,,1.3,9.1,25.0,0.2,0.459,86.0,0.395,34.0,0.291,25.0,0.76,19.0,,,,333.0,-1.0,3.6,10.0,0.3,41.0,13.2,chandler-jackson-1,98.0,108.0,Guard,3.1,18.0,florida-state,0.36,31.0,0.355,11.0,6.3,35.0,0.501,16.3,19.0,55.0,0.418,23.0,18.0,,0.5,0.059,Chandler Jackson,Florida State
2022-23,8.7,11.0,3.3,7.0,-2.9,acc,-0.3,19.5,39.0,0.1,0.548,52.0,0.481,25.0,0.192,10.0,0.3,3.0,,,,242.0,-2.6,4.0,8.0,-0.1,24.0,9.3,baba-miller-1,60.0,58.0,Forward,1.4,6.0,florida-state,0.481,25.0,0.28,7.0,11.7,47.0,0.529,25.1,19.0,27.0,0.667,18.0,16.0,,0.1,0.01,Baba Miller,Florida State
Career,8.7,11.0,3.3,7.0,-2.9,,-0.3,19.5,39.0,0.1,0.548,52.0,0.481,25.0,0.192,10.0,0.3,3.0,,,,242.0,-2.6,4.0,8.0,-0.1,24.0,9.3,baba-miller-1,60.0,58.0,Forward,1.4,6.0,florida-state,0.481,25.0,0.28,7.0,11.7,47.0,0.529,25.1,19.0,27.0,0.667,18.0,16.0,,0.1,0.01,Baba Miller,Florida State
2022-23,9.3,12.0,0.5,1.0,-4.7,acc,-1.6,9.1,17.0,0.0,0.346,52.0,0.25,13.0,0.173,9.0,0.778,7.0,,,,226.0,-3.0,2.1,4.0,-0.1,12.0,4.2,tom-house-1,43.0,46.0,Guard,0.8,3.0,florida-state,0.769,40.0,0.25,10.0,5.6,21.0,0.382,12.4,8.0,12.0,0.25,3.0,14.6,,-0.1,-0.025,Tom House,Florida State
Career,9.3,12.0,0.5,1.0,-4.7,,-1.6,9.1,17.0,0.0,0.346,52.0,0.25,13.0,0.173,9.0,0.778,7.0,,,,226.0,-3.0,2.1,4.0,-0.1,12.0,4.2,tom-house-1,43.0,46.0,Guard,0.8,3.0,florida-state,0.769,40.0,0.25,10.0,5.6,21.0,0.382,12.4,8.0,12.0,0.25,3.0,14.6,,-0.1,-0.025,Tom House,Florida State
2022-23,2.5,2.0,2.3,3.0,-4.5,acc,-0.8,15.4,19.0,0.0,0.667,24.0,0.583,14.0,0.417,10.0,0.4,4.0,,,,149.0,-3.7,3.2,4.0,0.0,24.0,7.2,deante-green-1,36.0,31.0,Forward,0.4,1.0,florida-state,0.417,10.0,0.4,4.0,9.3,23.0,0.626,23.8,9.0,14.0,0.714,10.0,13.0,,0.1,0.019,De'Ante Green,Florida State
Career,2.5,2.0,2.3,3.0,-4.5,,-0.8,15.4,19.0,0.0,0.667,24.0,0.583,14.0,0.417,10.0,0.4,4.0,,,,149.0,-3.7,3.2,4.0,0.0,24.0,7.2,deante-green-1,36.0,31.0,Forward,0.4,1.0,florida-state,0.417,10.0,0.4,4.0,9.3,23.0,0.626,23.8,9.0,14.0,0.714,10.0,13.0,,0.1,0.019,De'Ante Green,Florida State
2022-23,0.0,0.0,0.0,0.0,-3.4,acc,-1.4,6.4,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,19.0,-2.0,6.3,1.0,0.1,4.0,12.6,sola-adebisi-1,6.0,5.0,Forward,0.0,0.0,florida-state,0.0,0.0,,0.0,6.3,2.0,1.017,25.3,1.0,2.0,1.0,2.0,10.6,,0.0,0.102,Sola Adebisi,Florida State
Career,0.0,0.0,0.0,0.0,-3.4,,-1.4,6.4,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,19.0,-2.0,6.3,1.0,0.1,4.0,12.6,sola-adebisi-1,6.0,5.0,Forward,0.0,0.0,florida-state,0.0,0.0,,0.0,6.3,2.0,1.017,25.3,1.0,2.0,1.0,2.0,10.6,,0.0,0.102,Sola Adebisi,Florida State
2021-22,0.0,0.0,0.0,0.0,-7.9,acc,2.6,32.3,3.0,0.0,0.417,6.0,0.333,2.0,0.0,0.0,,0.0,,,,11.0,-10.5,0.0,0.0,0.0,2.0,8.7,isaac-spainhour-1,5.0,4.0,Guard,5.3,1.0,florida-state,0.667,4.0,0.25,1.0,15.7,3.0,0.417,14.3,1.0,2.0,0.5,1.0,31.9,,0.0,0.004,Isaac Spainhour,Florida State
2022-23,0.0,0.0,0.0,0.0,-13.0,acc,-8.1,0.0,0.0,0.0,0.3,5.0,0.2,1.0,0.0,0.0,,0.0,,,,10.0,-4.9,0.0,0.0,0.0,0.0,-2.0,isaac-spainhour-1,3.0,3.0,Guard,0.0,0.0,florida-state,0.8,4.0,0.25,1.0,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.0,25.6,,0.0,-0.127,Isaac Spainhour,Florida State
Career,0.0,0.0,0.0,0.0,-10.3,,-2.5,16.9,3.0,0.0,0.364,11.0,0.273,3.0,0.0,0.0,,0.0,,,,21.0,-7.8,0.0,0.0,0.0,2.0,3.6,isaac-spainhour-1,8.0,6.0,Guard,2.8,1.0,florida-state,0.727,8.0,0.25,2.0,8.2,3.0,0.364,8.3,1.0,3.0,0.333,1.0,28.9,,0.0,-0.058,Isaac Spainhour,Florida State
2022-23,0.0,0.0,0.0,0.0,1.4,acc,3.7,60.4,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,2.0,-2.3,0.0,0.0,0.0,0.0,8.1,michael-brown-15,0.0,0.0,Forward,0.0,0.0,florida-state,,0.0,,0.0,30.1,1.0,,,0.0,0.0,,0.0,0.0,,0.0,0.065,Michael Brown,Florida State
Career,0.0,0.0,0.0,0.0,1.4,,3.7,60.4,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,2.0,-2.3,0.0,0.0,0.0,0.0,8.1,michael-brown-15,0.0,0.0,Forward,0.0,0.0,florida-state,,0.0,,0.0,30.1,1.0,,,0.0,0.0,,0.0,0.0,,0.0,0.065,Michael Brown,Florida State
2022-23,0.0,0.0,0.0,0.0,-30.7,acc,-8.2,40.3,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,6.0,-22.5,0.0,0.0,-0.1,0.0,-22.3,rj-morris-1,0.0,0.0,Guard,0.0,0.0,florida-state,0.0,0.0,,0.0,20.0,2.0,0.0,66.7,2.0,1.0,0.0,0.0,25.6,,-0.1,-0.426,R.J. Morris,Florida State
Career,0.0,0.0,0.0,0.0,-30.7,,-8.2,40.3,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,6.0,-22.5,0.0,0.0,-0.1,0.0,-22.3,rj-morris-1,0.0,0.0,Guard,0.0,0.0,florida-state,0.0,0.0,,0.0,20.0,2.0,0.0,66.7,2.0,1.0,0.0,0.0,25.6,,-0.1,-0.426,R.J. Morris,Florida State
2021-22,0.0,0.0,0.0,0.0,-21.4,acc,-0.8,23.7,2.0,0.0,0.0,2.0,0.0,0.0,0.5,1.0,0.0,0.0,,,,10.0,-20.6,0.0,0.0,-0.1,1.0,-16.1,max-thorpe-1,0.0,0.0,Guard,5.8,1.0,florida-state,1.0,2.0,0.0,0.0,11.5,2.0,0.0,44.7,2.0,0.0,,0.0,22.4,,-0.1,-0.301,Max Thorpe,Florida State
2022-23,0.0,0.0,0.0,0.0,0.8,acc,-3.2,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,4.0,4.0,29.9,1.0,0.0,0.0,11.2,max-thorpe-1,0.0,1.0,Guard,0.0,0.0,florida-state,,0.0,,0.0,15.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,0.073,Max Thorpe,Florida State
Career,0.0,0.0,0.0,0.0,-15.0,,-1.5,16.9,2.0,0.0,,2.0,0.0,0.0,0.5,1.0,0.0,0.0,,,,14.0,-13.6,8.5,1.0,-0.1,1.0,-8.3,max-thorpe-1,0.0,1.0,Guard,4.2,1.0,florida-state,1.0,2.0,0.0,0.0,12.5,3.0,,44.7,2.0,0.0,,0.0,16.0,,-0.1,-0.194,Max Thorpe,Florida State
2019-20,0.0,0.0,0.0,0.0,-9.0,acc,-0.7,16.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,7.0,-8.3,0.0,0.0,0.0,0.0,-4.2,cleveland-yates-1,0.0,0.0,Guard,0.0,0.0,florida-state,0.0,0.0,,0.0,8.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.1,,0.0,-0.043,Cleveland Yates,Florida State
2021-22,19.6,1.0,15.3,1.0,-3.9,acc,0.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,,8.0,-4.0,0.0,0.0,0.0,0.0,-0.6,cleveland-yates-1,0.0,1.0,Guard,0.0,0.0,florida-state,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.5,,0.0,-0.109,Cleveland Yates,Florida State
2022-23,0.0,0.0,0.0,0.0,-11.5,acc,-0.1,17.3,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,7.0,-11.4,0.0,0.0,0.0,2.0,-2.4,cleveland-yates-1,0.0,0.0,Guard,0.0,0.0,florida-state,,0.0,,0.0,8.6,1.0,,,0.0,0.0,,0.0,0.0,,0.0,0.004,Cleveland Yates,Florida State
Career,7.1,1.0,5.6,1.0,-7.9,,-0.2,10.8,2.0,0.0,,3.0,0.0,0.0,0.0,0.0,,0.0,,,,22.0,-7.7,0.0,0.0,0.0,2.0,-2.3,cleveland-yates-1,0.0,1.0,Guard,0.0,0.0,florida-state,0.333,1.0,0.0,0.0,5.4,2.0,,0.0,0.0,2.0,0.0,0.0,6.8,,0.0,-0.052,Cleveland Yates,Florida State
2018-19,12.9,4.0,14.4,8.0,2.6,ivy,4.3,31.8,19.0,0.2,0.75,12.0,0.75,9.0,0.917,11.0,0.636,7.0,,,,64.0,-1.8,9.1,5.0,0.2,6.0,26.7,jaylan-gainey-1,25.0,25.0,Forward,0.9,1.0,brown,0.0,0.0,,0.0,20.9,24.0,0.726,22.5,5.0,12.0,0.75,9.0,17.2,,0.4,0.231,Jaylan Gainey,Florida State
2019-20,4.0,9.0,11.9,54.0,3.7,ivy,3.2,19.8,86.0,1.0,0.685,92.0,0.685,63.0,0.348,32.0,0.688,22.0,,,,493.0,0.5,8.7,41.0,1.1,47.0,22.1,jaylan-gainey-1,148.0,136.0,Forward,1.3,11.0,brown,0.0,0.0,,0.0,14.0,127.0,0.69,17.0,22.0,92.0,0.685,63.0,12.7,,2.1,0.171,Jaylan Gainey,Florida State
2021-22,3.3,11.0,10.1,62.0,4.1,ivy,1.6,22.2,135.0,1.3,0.703,172.0,0.703,121.0,0.314,54.0,0.519,28.0,,,,707.0,2.6,10.3,65.0,2.1,54.0,24.5,jaylan-gainey-1,270.0,246.0,Forward,0.5,6.0,brown,0.0,0.0,,0.0,16.2,200.0,0.683,11.2,25.0,172.0,0.703,121.0,15.7,,3.4,0.192,Jaylan Gainey,Florida State
Career,4.1,24.0,11.0,124.0,3.9,,2.4,21.8,240.0,2.5,0.699,276.0,0.699,193.0,0.351,97.0,0.588,57.0,,,,1264.0,1.5,9.6,111.0,3.4,107.0,23.7,jaylan-gainey-1,443.0,407.0,Forward,0.8,18.0,brown,0.0,0.0,,0.0,15.6,351.0,0.688,13.9,52.0,276.0,0.699,193.0,14.6,,5.9,0.186,Jaylan Gainey,Florida State
2021-22,6.6,15.0,0.8,3.0,-0.1,acc,0.4,9.6,36.0,0.4,0.517,118.0,0.407,48.0,0.153,18.0,0.722,13.0,,,,437.0,-0.5,1.9,7.0,0.3,30.0,11.0,miles-kelly-1,135.0,120.0,Guard,2.0,15.0,georgia-tech,0.636,75.0,0.347,26.0,5.8,43.0,0.533,13.1,19.0,43.0,0.512,22.0,17.3,,0.8,0.071,Miles Kelly,Georgia Tech
2022-23,8.6,42.0,0.2,2.0,0.9,acc,-0.5,11.3,99.0,0.8,0.517,379.0,0.409,155.0,0.14,53.0,0.887,47.0,,,,993.0,1.4,1.1,10.0,1.5,66.0,14.1,miles-kelly-1,439.0,375.0,Guard,1.3,22.0,georgia-tech,0.573,217.0,0.378,82.0,6.1,109.0,0.543,10.6,48.0,162.0,0.451,73.0,23.2,,2.3,0.092,Miles Kelly,Georgia Tech
Career,8.0,57.0,0.4,5.0,0.6,,-0.2,10.8,135.0,1.2,0.517,497.0,0.408,203.0,0.143,71.0,0.845,60.0,,,,1430.0,0.8,1.3,17.0,1.8,96.0,13.2,miles-kelly-1,574.0,495.0,Guard,1.5,37.0,georgia-tech,0.588,292.0,0.37,108.0,6.0,152.0,0.541,11.2,67.0,205.0,0.463,95.0,21.4,,3.1,0.086,Miles Kelly,Georgia Tech
2021-22,4.8,19.0,0.5,3.0,-0.6,acc,1.0,7.3,46.0,0.7,0.525,161.0,0.391,63.0,0.199,32.0,0.719,23.0,,,,730.0,-1.6,1.9,12.0,0.7,70.0,9.7,dallan-coleman-1,192.0,171.0,Guard,2.2,28.0,georgia-tech,0.646,104.0,0.413,43.0,4.7,58.0,0.545,10.6,21.0,57.0,0.351,20.0,14.0,,1.4,0.078,Dallan Coleman,Georgia Tech
2022-23,8.0,42.0,1.0,9.0,-1.7,acc,0.0,8.8,74.0,0.8,0.476,254.0,0.374,95.0,0.26,66.0,0.682,45.0,,,,954.0,-1.7,1.3,11.0,0.7,67.0,9.7,dallan-coleman-1,287.0,261.0,Guard,1.4,23.0,georgia-tech,0.638,162.0,0.321,52.0,5.0,85.0,0.503,11.8,38.0,92.0,0.467,43.0,17.3,,1.4,0.06,Dallan Coleman,Georgia Tech
Career,6.6,61.0,0.8,12.0,-1.2,,0.4,8.2,120.0,1.4,0.495,415.0,0.381,158.0,0.236,98.0,0.694,68.0,,,,1684.0,-1.6,1.6,23.0,1.4,137.0,9.7,dallan-coleman-1,479.0,432.0,Guard,1.8,51.0,georgia-tech,0.641,266.0,0.357,95.0,4.8,143.0,0.519,11.3,59.0,149.0,0.423,63.0,15.9,,2.9,0.068,Dallan Coleman,Georgia Tech
2019-20,26.2,1.0,0.0,0.0,-1.6,sec,2.8,18.2,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,6.0,-4.5,0.0,0.0,0.0,0.0,-0.8,javon-franklin-1,0.0,1.0,Forward,0.0,0.0,georgia-tech,,0.0,,0.0,9.0,1.0,,100.0,1.0,0.0,,0.0,8.0,,0.0,-0.063,Javon Franklin,Georgia Tech
2020-21,5.7,4.0,8.8,11.0,2.2,sec,2.1,18.5,22.0,0.2,0.414,29.0,0.379,11.0,0.345,10.0,0.5,5.0,,,,124.0,0.0,13.2,15.0,0.0,8.0,13.6,javon-franklin-1,29.0,34.0,Forward,1.3,3.0,georgia-tech,0.276,8.0,0.25,2.0,15.9,37.0,0.43,21.1,9.0,21.0,0.429,9.0,16.0,,0.2,0.061,Javon Franklin,Georgia Tech
2021-22,7.5,32.0,5.8,44.0,6.1,sun-belt,1.8,19.9,157.0,2.2,0.655,238.0,0.655,156.0,0.513,122.0,0.639,78.0,,,,895.0,4.2,12.6,94.0,3.4,77.0,28.0,javon-franklin-1,390.0,385.0,Forward,2.6,40.0,georgia-tech,0.008,2.0,0.0,0.0,16.3,251.0,0.659,12.7,43.0,236.0,0.661,156.0,19.6,,5.6,0.25,Javon Franklin,Georgia Tech
2022-23,15.9,63.0,6.4,48.0,7.9,acc,3.8,19.2,134.0,1.4,0.598,194.0,0.598,116.0,0.371,72.0,0.681,49.0,,,,794.0,4.1,12.6,91.0,2.4,64.0,26.0,javon-franklin-1,281.0,306.0,Forward,3.0,40.0,georgia-tech,0.015,3.0,0.0,0.0,15.8,225.0,0.616,13.6,36.0,191.0,0.607,116.0,16.9,,3.9,0.194,Javon Franklin,Georgia Tech
Career,11.1,100.0,6.2,103.0,6.6,,2.7,19.5,314.0,3.8,,461.0,0.614,283.0,0.443,204.0,0.647,132.0,,,,1819.0,3.8,12.6,200.0,5.8,149.0,26.1,javon-franklin-1,700.0,725.0,Forward,2.7,83.0,georgia-tech,0.028,13.0,0.154,2.0,16.1,514.0,,13.8,89.0,448.0,0.627,281.0,18.1,,9.6,0.212,Javon Franklin,Georgia Tech
2019-20,6.3,5.0,2.3,3.0,-6.0,big-south,-1.1,15.9,22.0,0.2,0.5,49.0,0.367,18.0,0.143,7.0,0.571,4.0,,,,159.0,-4.9,0.0,0.0,-0.1,21.0,8.9,lance-terry-1,53.0,45.0,Guard,2.6,7.0,georgia-tech,0.776,38.0,0.342,13.0,8.1,22.0,0.506,19.9,13.0,11.0,0.455,5.0,21.5,,0.1,0.034,Lance Terry,Georgia Tech
2020-21,5.3,5.0,0.6,1.0,4.9,big-south,0.2,8.5,15.0,0.1,0.625,64.0,0.484,31.0,0.391,25.0,0.92,23.0,,,,201.0,4.7,1.7,3.0,0.8,22.0,21.3,lance-terry-1,103.0,85.0,Guard,1.5,5.0,georgia-tech,0.641,41.0,0.439,18.0,5.2,18.0,0.679,9.5,8.0,23.0,0.565,13.0,21.9,,0.9,0.185,Lance Terry,Georgia Tech
2021-22,8.1,37.0,1.5,12.0,1.9,big-south,0.4,9.1,80.0,1.8,0.542,344.0,0.459,158.0,0.247,85.0,0.812,69.0,,,,975.0,1.5,3.1,26.0,2.1,69.0,17.4,lance-terry-1,442.0,391.0,Guard,1.9,32.0,georgia-tech,0.474,163.0,0.35,57.0,6.1,106.0,0.575,10.3,44.0,181.0,0.558,101.0,22.5,,3.9,0.159,Lance Terry,Georgia Tech
2022-23,8.2,33.0,0.8,6.0,-0.3,acc,0.3,9.7,66.0,0.6,0.524,231.0,0.429,99.0,0.182,42.0,0.81,34.0,,,,777.0,-0.6,1.7,12.0,1.2,54.0,13.1,lance-terry-1,276.0,242.0,Guard,1.3,17.0,georgia-tech,0.476,110.0,0.4,44.0,5.6,78.0,0.55,9.1,25.0,121.0,0.455,55.0,18.1,,1.8,0.094,Lance Terry,Georgia Tech
Career,7.7,80.0,1.2,22.0,0.8,,0.2,9.8,183.0,2.7,0.541,688.0,0.445,306.0,0.231,159.0,0.818,130.0,,,,2112.0,0.5,2.2,41.0,4.0,166.0,15.6,lance-terry-1,874.0,763.0,Guard,1.7,61.0,georgia-tech,0.512,352.0,0.375,132.0,6.0,224.0,0.572,10.5,90.0,336.0,0.518,174.0,20.7,,6.8,0.128,Lance Terry,Georgia Tech
2019-20,26.9,25.0,0.6,1.0,-2.9,pac-12,0.8,12.0,20.0,0.3,0.38,46.0,0.348,16.0,0.196,9.0,0.889,8.0,,,,175.0,-3.7,2.6,4.0,-0.2,10.0,7.1,kyle-sturdivant-1,43.0,52.0,Guard,1.6,5.0,georgia-tech,0.304,14.0,0.214,3.0,7.5,24.0,0.428,30.4,22.0,32.0,0.406,13.0,20.5,,0.1,0.022,Kyle Sturdivant,Georgia Tech
2020-21,15.2,27.0,0.7,2.0,-1.1,acc,-0.3,9.1,22.0,0.2,0.486,74.0,0.432,32.0,0.311,23.0,0.783,18.0,,,,310.0,-0.8,0.8,2.0,0.3,27.0,10.6,kyle-sturdivant-1,90.0,91.0,Guard,1.1,6.0,georgia-tech,0.297,22.0,0.364,8.0,4.9,24.0,0.53,16.7,17.0,52.0,0.462,24.0,17.4,,0.5,0.07,Kyle Sturdivant,Georgia Tech
2021-22,17.3,73.0,0.3,2.0,-0.5,acc,0.8,10.7,74.0,0.8,0.472,216.0,0.412,89.0,0.231,50.0,0.78,39.0,,,,806.0,-1.3,1.0,7.0,0.8,55.0,12.3,kyle-sturdivant-1,243.0,246.0,Guard,2.2,30.0,georgia-tech,0.361,78.0,0.333,26.0,5.9,81.0,0.507,13.7,38.0,138.0,0.457,63.0,17.9,,1.7,0.082,Kyle Sturdivant,Georgia Tech
