,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name,team
2017-18,24.9,52.0,1.3,5.0,-2.2,big-east,2.2,13.3,48.0,0.6,0.391,124.0,0.379,47.0,0.508,63.0,0.524,33.0,,,,406.0,-4.4,1.1,4.0,-0.5,44.0,8.8,makai-ashton-langford-1,130.0,140.0,Guard,2.8,20.0,boston-college,0.202,25.0,0.12,3.0,7.1,52.0,0.422,21.8,43.0,99.0,0.444,44.0,24.3,,0.1,0.01,Makai Ashton-Langford,Boston College
2018-19,25.4,73.0,1.7,8.0,-2.4,big-east,1.9,10.1,47.0,0.7,0.409,127.0,0.346,44.0,0.181,23.0,0.652,15.0,,,,550.0,-4.3,0.2,1.0,-0.5,58.0,6.0,makai-ashton-langford-1,119.0,136.0,Guard,2.1,20.0,boston-college,0.409,52.0,0.308,16.0,5.0,48.0,0.431,28.1,54.0,75.0,0.373,28.0,17.4,,0.2,0.015,Makai Ashton-Langford,Boston College
2020-21,24.6,48.0,0.3,1.0,1.4,acc,1.8,12.9,43.0,0.2,0.467,122.0,0.418,51.0,0.385,47.0,0.66,31.0,,,,396.0,-0.4,1.9,7.0,0.6,50.0,15.9,makai-ashton-langford-1,145.0,155.0,Guard,3.7,26.0,boston-college,0.418,51.0,0.235,12.0,7.2,50.0,0.502,14.8,25.0,71.0,0.549,39.0,21.2,,0.8,0.083,Makai Ashton-Langford,Boston College
2021-22,20.4,112.0,1.1,10.0,2.1,acc,1.4,12.2,108.0,1.2,0.454,351.0,0.396,139.0,0.288,101.0,0.752,76.0,,,,1134.0,0.7,2.1,21.0,1.3,87.0,14.6,makai-ashton-langford-1,395.0,400.0,Guard,2.6,49.0,boston-college,0.399,140.0,0.293,41.0,6.9,129.0,0.495,14.9,70.0,211.0,0.464,98.0,21.7,,2.5,0.089,Makai Ashton-Langford,Boston College
2022-23,19.4,82.0,2.7,21.0,1.6,acc,1.7,10.6,79.0,1.1,0.454,314.0,0.408,128.0,0.239,75.0,0.88,66.0,,,,900.0,-0.1,2.5,19.0,0.7,71.0,15.4,makai-ashton-langford-1,351.0,348.0,Guard,3.0,45.0,boston-college,0.309,97.0,0.299,29.0,6.5,98.0,0.502,16.3,68.0,217.0,0.456,99.0,24.4,,1.8,0.079,Makai Ashton-Langford,Boston College
Career,22.0,367.0,1.5,45.0,0.6,,1.7,11.7,325.0,3.9,0.443,1038.0,0.394,409.0,0.298,309.0,0.715,221.0,,,,3386.0,-1.1,1.8,52.0,1.5,310.0,12.9,makai-ashton-langford-1,1140.0,1180.0,Guard,2.8,160.0,boston-college,0.352,365.0,0.277,101.0,6.5,377.0,0.481,18.0,260.0,673.0,0.458,308.0,22.0,,5.4,0.064,Makai Ashton-Langford,Boston College
2021-22,15.6,89.0,0.6,6.0,2.9,acc,2.0,9.9,88.0,1.2,0.564,259.0,0.463,120.0,0.282,73.0,0.712,52.0,,,,1137.0,0.9,1.8,18.0,1.6,77.0,14.6,jaeden-zackery-1,344.0,332.0,Guard,3.1,57.0,boston-college,0.421,109.0,0.477,52.0,5.6,106.0,0.586,18.6,67.0,150.0,0.453,68.0,16.6,,2.9,0.101,Jaeden Zackery,Boston College
2022-23,15.8,82.0,0.6,5.0,0.2,acc,1.1,8.6,73.0,1.0,0.468,269.0,0.413,111.0,0.331,89.0,0.809,72.0,,,,1027.0,-0.9,3.0,26.0,1.0,72.0,12.9,jaeden-zackery-1,324.0,330.0,Guard,2.6,44.0,boston-college,0.327,88.0,0.341,30.0,5.8,99.0,0.52,16.8,63.0,181.0,0.448,81.0,19.2,,2.0,0.076,Jaeden Zackery,Boston College
Career,15.7,171.0,0.6,11.0,1.6,,1.6,9.3,161.0,2.2,0.515,528.0,0.438,231.0,0.307,162.0,0.765,124.0,,,,2164.0,0.1,2.4,44.0,2.6,149.0,13.8,jaeden-zackery-1,668.0,662.0,Guard,2.8,101.0,boston-college,0.373,197.0,0.416,82.0,5.7,205.0,0.552,17.7,130.0,331.0,0.45,149.0,17.8,,4.8,0.089,Jaeden Zackery,Boston College
2019-20,9.4,1.0,5.2,1.0,-4.1,sec,0.0,48.3,9.0,0.0,0.438,8.0,0.375,3.0,0.25,2.0,1.0,2.0,,,,21.0,-4.0,17.6,3.0,0.0,4.0,18.5,quinten-post-1,9.0,10.0,Forward,0.0,0.0,boston-college,0.375,3.0,0.333,1.0,33.7,12.0,0.503,25.1,3.0,5.0,0.4,2.0,28.6,,0.1,0.121,Quinten Post,Boston College
2020-21,8.8,12.0,6.5,15.0,1.1,sec,2.4,16.7,41.0,0.5,0.476,82.0,0.415,34.0,0.171,14.0,0.571,8.0,,,,269.0,-1.3,10.2,23.0,0.1,38.0,13.5,quinten-post-1,86.0,87.0,Forward,1.8,8.0,boston-college,0.488,40.0,0.25,10.0,13.6,64.0,0.485,21.3,24.0,42.0,0.571,24.0,21.1,,0.6,0.085,Quinten Post,Boston College
2021-22,8.0,23.0,5.6,31.0,2.8,acc,1.2,19.6,102.0,0.9,0.526,231.0,0.502,116.0,0.294,68.0,0.721,49.0,,,,664.0,1.6,11.0,64.0,1.2,81.0,21.0,quinten-post-1,292.0,279.0,Forward,1.7,19.0,boston-college,0.139,32.0,0.344,11.0,15.1,166.0,0.555,16.0,50.0,199.0,0.528,105.0,24.7,,2.2,0.13,Quinten Post,Boston College
2022-23,15.2,27.0,4.3,17.0,5.4,acc,0.4,19.7,75.0,0.5,0.595,195.0,0.538,105.0,0.246,48.0,0.854,41.0,,,,461.0,4.9,6.9,27.0,1.5,45.0,25.8,quinten-post-1,273.0,241.0,Forward,0.5,4.0,boston-college,0.256,50.0,0.44,22.0,13.3,102.0,0.627,13.8,35.0,145.0,0.572,83.0,28.9,,2.0,0.172,Quinten Post,Boston College
Career,10.5,63.0,5.3,64.0,3.2,,1.1,19.5,227.0,2.0,0.543,516.0,0.5,258.0,0.256,132.0,0.758,100.0,,,,1415.0,2.1,9.6,117.0,2.8,168.0,21.1,quinten-post-1,660.0,616.0,Forward,1.3,31.0,boston-college,0.242,125.0,0.352,44.0,14.5,344.0,0.57,16.2,112.0,391.0,0.547,214.0,25.4,,4.8,0.135,Quinten Post,Boston College
2022-23,9.5,24.0,5.0,22.0,2.5,acc,2.0,17.4,75.0,0.7,0.569,124.0,0.548,68.0,0.476,59.0,0.78,46.0,,,,522.0,0.5,10.9,48.0,1.2,81.0,19.5,devin-mcglockton-1,187.0,191.0,Forward,1.7,15.0,boston-college,0.097,12.0,0.417,5.0,14.1,123.0,0.615,16.5,30.0,112.0,0.563,63.0,18.4,,2.0,0.15,Devin McGlockton,Boston College
Career,9.5,24.0,5.0,22.0,2.5,,2.0,17.4,75.0,0.7,0.569,124.0,0.548,68.0,0.476,59.0,0.78,46.0,,,,522.0,0.5,10.9,48.0,1.2,81.0,19.5,devin-mcglockton-1,187.0,191.0,Forward,1.7,15.0,boston-college,0.097,12.0,0.417,5.0,14.1,123.0,0.615,16.5,30.0,112.0,0.563,63.0,18.4,,2.0,0.15,Devin McGlockton,Boston College
2020-21,11.4,17.0,1.1,3.0,1.2,aac,0.9,16.7,42.0,0.3,0.506,82.0,0.39,32.0,0.268,22.0,0.636,14.0,,,,294.0,0.2,1.1,3.0,0.3,26.0,11.7,mason-madsen-1,97.0,87.0,Guard,1.7,9.0,boston-college,0.72,59.0,0.322,19.0,8.7,45.0,0.525,14.0,15.0,23.0,0.565,13.0,17.8,,0.6,0.082,Mason Madsen,Boston College
2021-22,12.2,21.0,1.4,5.0,2.1,aac,2.0,11.4,36.0,0.6,0.513,112.0,0.384,43.0,0.054,6.0,0.5,3.0,,,,349.0,0.1,0.9,3.0,0.3,29.0,11.8,mason-madsen-1,118.0,105.0,Guard,2.2,13.0,boston-college,0.714,80.0,0.363,29.0,6.0,39.0,0.514,13.5,18.0,32.0,0.438,14.0,19.0,,0.8,0.095,Mason Madsen,Boston College
2022-23,8.0,28.0,1.2,7.0,-0.9,acc,0.5,13.3,74.0,0.6,0.437,183.0,0.333,61.0,0.126,23.0,0.739,17.0,,,,674.0,-1.4,1.2,7.0,0.1,37.0,8.8,mason-madsen-1,177.0,164.0,Guard,1.5,17.0,boston-college,0.694,127.0,0.299,38.0,7.2,81.0,0.456,10.2,22.0,56.0,0.411,23.0,16.9,,0.8,0.045,Mason Madsen,Boston College
Career,9.9,66.0,1.3,15.0,0.3,,1.0,13.5,152.0,1.5,0.475,377.0,0.361,136.0,0.135,51.0,0.667,34.0,,,,1317.0,-0.7,1.1,13.0,0.7,92.0,10.2,mason-madsen-1,392.0,356.0,Guard,1.7,39.0,boston-college,0.706,266.0,0.323,86.0,7.2,165.0,0.489,12.1,55.0,111.0,0.45,50.0,17.7,,2.2,0.067,Mason Madsen,Boston College
2022-23,4.5,9.0,1.9,7.0,3.3,acc,1.2,13.4,49.0,0.5,0.586,140.0,0.521,73.0,0.193,27.0,0.407,11.0,,,,443.0,2.1,3.5,13.0,0.7,26.0,16.9,cj-penha-1,175.0,146.0,Forward,2.2,16.0,boston-college,0.407,57.0,0.316,18.0,8.4,62.0,0.573,9.5,16.0,83.0,0.663,55.0,20.1,,1.2,0.105,CJ Penha,Boston College
Career,4.5,9.0,1.9,7.0,3.3,,1.2,13.4,49.0,0.5,0.586,140.0,0.521,73.0,0.193,27.0,0.407,11.0,,,,443.0,2.1,3.5,13.0,0.7,26.0,16.9,cj-penha-1,175.0,146.0,Forward,2.2,16.0,boston-college,0.407,57.0,0.316,18.0,8.4,62.0,0.573,9.5,16.0,83.0,0.663,55.0,20.1,,1.2,0.105,CJ Penha,Boston College
2019-20,10.1,26.0,1.8,9.0,-4.2,colonial,-0.6,18.6,78.0,0.6,0.421,121.0,0.421,51.0,0.57,69.0,0.826,57.0,,,,499.0,-3.6,8.9,38.0,0.4,66.0,13.4,tj-bickerstaff-1,159.0,169.0,Forward,1.9,16.0,boston-college,0.124,15.0,0.0,0.0,13.7,116.0,0.517,22.2,44.0,106.0,0.481,51.0,20.3,,1.0,0.08,T.J. Bickerstaff,Boston College
2020-21,11.9,28.0,1.5,7.0,-0.2,colonial,-0.6,17.9,72.0,0.6,0.523,150.0,0.513,77.0,0.373,56.0,0.839,47.0,,,,486.0,0.3,8.3,31.0,1.2,42.0,19.7,tj-bickerstaff-1,204.0,200.0,Forward,1.6,13.0,boston-college,0.147,22.0,0.136,3.0,13.3,103.0,0.578,16.1,34.0,128.0,0.578,74.0,23.1,,1.8,0.147,T.J. Bickerstaff,Boston College
2021-22,11.3,39.0,2.7,15.0,3.2,acc,1.5,24.4,128.0,0.9,0.422,153.0,0.392,60.0,0.477,73.0,0.658,48.0,,,,670.0,1.7,11.4,67.0,0.9,56.0,16.2,tj-bickerstaff-1,177.0,205.0,Forward,1.8,20.0,boston-college,0.203,31.0,0.29,9.0,17.6,195.0,0.472,14.2,31.0,122.0,0.418,51.0,17.1,,1.8,0.107,T.J. Bickerstaff,Boston College
2022-23,13.0,38.0,3.6,18.0,2.0,acc,2.1,23.0,111.0,1.0,0.493,134.0,0.493,66.0,0.373,50.0,0.6,30.0,,,,585.0,0.0,13.0,64.0,0.6,53.0,17.9,tj-bickerstaff-1,162.0,190.0,Forward,3.0,29.0,boston-college,0.007,1.0,0.0,0.0,17.9,175.0,0.513,20.6,41.0,133.0,0.496,66.0,17.9,,1.6,0.108,T.J. Bickerstaff,Boston College
Career,11.6,131.0,2.5,49.0,0.5,,0.7,21.3,389.0,3.1,0.466,558.0,0.455,254.0,0.444,248.0,0.734,182.0,,,,2240.0,-0.2,10.6,200.0,3.0,217.0,16.8,tj-bickerstaff-1,702.0,763.0,Forward,2.1,78.0,boston-college,0.124,69.0,0.174,12.0,15.9,589.0,0.519,18.2,150.0,489.0,0.495,242.0,19.3,,6.2,0.11,T.J. Bickerstaff,Boston College
2020-21,10.2,25.0,0.0,0.0,-0.8,acc,0.1,12.8,49.0,0.1,0.432,95.0,0.411,39.0,0.547,52.0,0.75,39.0,,,,457.0,-0.9,6.5,27.0,0.2,24.0,11.5,demarr-langfordjr-1,121.0,134.0,Guard,2.4,20.0,boston-college,0.179,17.0,0.235,4.0,9.5,76.0,0.505,22.6,35.0,78.0,0.449,35.0,16.8,,0.4,0.032,DeMarr Langford Jr.,Boston College
2021-22,13.2,70.0,1.7,16.0,2.3,acc,0.7,12.3,107.0,1.1,0.467,307.0,0.456,140.0,0.365,112.0,0.67,75.0,,,,1109.0,1.6,4.7,46.0,1.5,40.0,15.5,demarr-langfordjr-1,362.0,361.0,Guard,1.9,34.0,boston-college,0.085,26.0,0.269,7.0,8.3,153.0,0.502,12.0,49.0,281.0,0.473,133.0,19.3,,2.6,0.093,DeMarr Langford Jr.,Boston College
2022-23,13.1,41.0,1.2,6.0,-1.9,acc,-0.2,7.9,40.0,0.4,0.471,137.0,0.453,62.0,0.255,35.0,0.714,25.0,,,,610.0,-1.8,3.3,17.0,0.2,31.0,9.4,demarr-langfordjr-1,154.0,158.0,Guard,1.0,10.0,boston-college,0.124,17.0,0.294,5.0,5.6,57.0,0.501,18.6,35.0,120.0,0.475,57.0,16.3,,0.6,0.039,DeMarr Langford Jr.,Boston College
Career,12.5,136.0,1.2,22.0,0.5,,0.3,11.2,196.0,1.6,0.462,539.0,0.447,241.0,0.369,199.0,0.698,139.0,,,,2176.0,0.1,4.7,90.0,2.0,95.0,13.0,demarr-langfordjr-1,637.0,654.0,Guard,1.7,64.0,boston-college,0.111,60.0,0.267,16.0,7.8,286.0,0.503,15.8,119.0,479.0,0.47,225.0,17.9,,3.6,0.065,DeMarr Langford Jr.,Boston College
2022-23,6.1,16.0,0.9,4.0,-3.9,acc,-0.8,19.9,85.0,0.6,0.408,153.0,0.366,56.0,0.281,43.0,0.628,27.0,,,,516.0,-3.2,6.2,27.0,-0.3,33.0,9.1,prince-aligbe-1,152.0,150.0,Forward,1.3,11.0,boston-college,0.288,44.0,0.295,13.0,13.0,112.0,0.438,16.8,35.0,109.0,0.394,43.0,21.3,,0.3,0.021,Prince Aligbe,Boston College
Career,6.1,16.0,0.9,4.0,-3.9,,-0.8,19.9,85.0,0.6,0.408,153.0,0.366,56.0,0.281,43.0,0.628,27.0,,,,516.0,-3.2,6.2,27.0,-0.3,33.0,9.1,prince-aligbe-1,152.0,150.0,Forward,1.3,11.0,boston-college,0.288,44.0,0.295,13.0,13.0,112.0,0.438,16.8,35.0,109.0,0.394,43.0,21.3,,0.3,0.021,Prince Aligbe,Boston College
2022-23,15.4,35.0,1.7,6.0,-3.1,acc,0.4,6.9,24.0,0.3,0.423,91.0,0.341,31.0,0.132,12.0,0.5,6.0,,,,421.0,-3.5,0.8,3.0,-0.2,31.0,6.0,chas-kelley-iii-1,83.0,89.0,Guard,1.6,11.0,boston-college,0.582,53.0,0.283,15.0,3.8,27.0,0.429,19.2,23.0,38.0,0.421,16.0,15.0,,0.1,0.012,Chas Kelley III,Boston College
Career,15.4,35.0,1.7,6.0,-3.1,,0.4,6.9,24.0,0.3,0.423,91.0,0.341,31.0,0.132,12.0,0.5,6.0,,,,421.0,-3.5,0.8,3.0,-0.2,31.0,6.0,chas-kelley-iii-1,83.0,89.0,Guard,1.6,11.0,boston-college,0.582,53.0,0.283,15.0,3.8,27.0,0.429,19.2,23.0,38.0,0.421,16.0,15.0,,0.1,0.012,Chas Kelley III,Boston College
2022-23,8.9,3.0,5.9,3.0,-1.3,acc,0.6,18.2,9.0,0.1,0.333,9.0,0.333,3.0,1.889,17.0,0.294,5.0,,,,60.0,-1.9,11.9,6.0,0.0,6.0,10.3,armani-mighty-1,11.0,15.0,Center,1.0,1.0,boston-college,0.0,0.0,,0.0,15.0,15.0,0.322,5.5,1.0,9.0,0.333,3.0,15.9,,0.1,0.04,Armani Mighty,Boston College
Career,8.9,3.0,5.9,3.0,-1.3,,0.6,18.2,9.0,0.1,0.333,9.0,0.333,3.0,1.889,17.0,0.294,5.0,,,,60.0,-1.9,11.9,6.0,0.0,6.0,10.3,armani-mighty-1,11.0,15.0,Center,1.0,1.0,boston-college,0.0,0.0,,0.0,15.0,15.0,0.322,5.5,1.0,9.0,0.333,3.0,15.9,,0.1,0.04,Armani Mighty,Boston College
2022-23,0.0,0.0,0.0,0.0,-15.3,acc,-2.8,34.6,4.0,0.0,0.5,5.0,0.4,2.0,0.0,0.0,,0.0,,,,14.0,-12.5,0.0,0.0,-0.1,2.0,-1.8,donald-hand-jr-1,5.0,4.0,Guard,0.0,0.0,boston-college,0.4,2.0,0.5,1.0,17.1,4.0,0.5,37.5,3.0,3.0,0.333,1.0,30.1,,0.0,-0.13,Donald Hand Jr.,Boston College
Career,0.0,0.0,0.0,0.0,-15.3,,-2.8,34.6,4.0,0.0,0.5,5.0,0.4,2.0,0.0,0.0,,0.0,,,,14.0,-12.5,0.0,0.0,-0.1,2.0,-1.8,donald-hand-jr-1,5.0,4.0,Guard,0.0,0.0,boston-college,0.4,2.0,0.5,1.0,17.1,4.0,0.5,37.5,3.0,3.0,0.333,1.0,30.1,,0.0,-0.13,Donald Hand Jr.,Boston College
2019-20,0.0,0.0,2.6,1.0,-8.4,acc,-2.4,10.9,4.0,0.0,0.346,13.0,0.231,3.0,0.154,2.0,0.5,1.0,,,,43.0,-6.0,0.0,0.0,-0.1,4.0,-0.3,andrew-kenny-1,10.0,8.0,Forward,0.0,0.0,boston-college,0.769,10.0,0.3,3.0,5.2,4.0,0.358,12.5,2.0,3.0,0.0,0.0,18.8,,-0.1,-0.048,Andrew Kenny,Boston College
2020-21,12.9,3.0,2.4,1.0,1.5,acc,1.2,29.8,11.0,0.0,0.55,10.0,0.4,4.0,0.0,0.0,,0.0,,,,44.0,0.4,0.0,0.0,0.0,2.0,11.5,andrew-kenny-1,11.0,11.0,Forward,1.3,1.0,boston-college,0.8,8.0,0.375,3.0,14.3,11.0,0.55,23.1,3.0,2.0,0.5,1.0,14.6,,0.0,0.039,Andrew Kenny,Boston College
2021-22,5.5,1.0,0.0,0.0,-6.0,acc,-1.3,21.3,5.0,0.0,0.0,4.0,0.0,0.0,0.5,2.0,1.0,2.0,,,,30.0,-4.6,3.8,1.0,0.0,2.0,2.2,andrew-kenny-1,2.0,3.0,Forward,0.0,0.0,boston-college,0.75,3.0,0.0,0.0,12.1,6.0,0.202,0.0,0.0,1.0,0.0,0.0,8.6,,0.0,0.003,Andrew Kenny,Boston College
2022-23,0.0,0.0,0.0,0.0,7.4,acc,2.4,20.2,1.0,0.0,,0.0,,0.0,,2.0,1.0,2.0,,,,6.0,5.0,0.0,0.0,0.0,0.0,21.5,andrew-kenny-1,2.0,2.0,Forward,0.0,0.0,boston-college,,0.0,,0.0,10.0,1.0,1.053,0.0,0.0,0.0,,0.0,8.3,,0.0,0.255,Andrew Kenny,Boston College
Career,5.9,4.0,1.7,2.0,-3.5,,-0.6,20.7,21.0,0.1,,27.0,0.259,7.0,0.222,6.0,0.833,5.0,,,,123.0,-2.9,0.9,1.0,-0.1,8.0,5.6,andrew-kenny-1,25.0,24.0,Forward,0.5,1.0,boston-college,0.778,21.0,0.286,6.0,10.4,22.0,0.419,14.3,5.0,6.0,0.167,1.0,14.3,,0.0,0.01,Andrew Kenny,Boston College
2020-21,0.0,0.0,0.0,0.0,-8.0,acc,-3.6,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,4.0,-4.4,0.0,0.0,0.0,0.0,0.0,abe-atiyeh-1,0.0,0.0,Guard,0.0,0.0,boston-college,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,-0.026,Abe Atiyeh,Boston College
2021-22,0.0,0.0,0.0,0.0,24.8,acc,23.2,0.0,0.0,0.0,,0.0,,0.0,,2.0,0.5,1.0,,,,3.0,1.6,0.0,0.0,0.0,0.0,33.0,abe-atiyeh-1,1.0,1.0,Guard,20.4,1.0,boston-college,,0.0,,0.0,0.0,0.0,0.526,0.0,0.0,0.0,,0.0,16.6,,0.0,0.275,Abe Atiyeh,Boston College
2022-23,0.0,0.0,0.0,0.0,-43.3,acc,-7.3,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,1.0,-36.0,0.0,0.0,0.0,0.0,-29.4,abe-atiyeh-1,0.0,0.0,Guard,0.0,0.0,boston-college,0.0,0.0,,0.0,59.9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,52.7,,0.0,-0.568,Abe Atiyeh,Boston College
Career,0.0,0.0,0.0,0.0,-0.1,,6.0,12.5,1.0,0.0,,1.0,0.0,0.0,2.0,2.0,0.5,1.0,,,,8.0,-6.1,0.0,0.0,0.0,0.0,8.7,abe-atiyeh-1,1.0,1.0,Guard,7.6,1.0,boston-college,0.0,0.0,,0.0,7.5,1.0,,0.0,0.0,1.0,0.0,0.0,12.8,,0.0,0.019,Abe Atiyeh,Boston College
2020-21,0.0,0.0,0.0,0.0,-22.8,acc,-6.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,7.0,-16.7,0.0,0.0,0.0,1.0,-17.3,quinn-pemberton-1,0.0,0.0,Guard,0.0,0.0,boston-college,1.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,,0.0,14.1,,0.0,-0.27,Quinn Pemberton,Boston College
2021-22,22.0,2.0,0.0,0.0,-13.6,acc,-2.2,8.5,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.5,1.0,,,,15.0,-11.4,0.0,0.0,0.0,3.0,-5.2,quinn-pemberton-1,1.0,2.0,Guard,0.0,0.0,boston-college,0.0,0.0,,0.0,4.0,1.0,0.169,25.3,1.0,2.0,0.0,0.0,13.8,,0.0,-0.087,Quinn Pemberton,Boston College
2022-23,18.1,1.0,0.0,0.0,-27.1,acc,-5.8,13.4,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,,,9.0,-21.3,0.0,0.0,-0.1,2.0,-19.8,quinn-pemberton-1,0.0,0.0,Guard,0.0,0.0,boston-college,0.667,2.0,0.0,0.0,6.7,1.0,0.0,25.0,1.0,1.0,0.0,0.0,23.4,,-0.1,-0.302,Quinn Pemberton,Boston College
Career,15.9,3.0,0.0,0.0,-19.6,,-4.1,8.0,2.0,0.0,0.0,6.0,0.0,0.0,0.333,2.0,0.5,1.0,,,,31.0,-15.5,0.0,0.0,-0.2,6.0,-12.2,quinn-pemberton-1,1.0,2.0,Guard,0.0,0.0,boston-college,0.5,3.0,0.0,0.0,3.9,2.0,0.072,30.2,3.0,3.0,0.0,0.0,16.7,,-0.1,-0.191,Quinn Pemberton,Boston College
2019-20,0.0,0.0,0.0,0.0,-4.7,acc,0.2,39.2,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,3.0,-4.9,0.0,0.0,0.0,0.0,5.5,jonathan-noel-1,0.0,0.0,Center,0.0,0.0,boston-college,,0.0,,0.0,18.8,1.0,,,0.0,0.0,,0.0,0.0,,0.0,0.061,Jonathan Noel,Boston College
2020-21,17.9,1.0,0.0,0.0,-13.1,acc,-2.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,9.0,-10.5,0.0,0.0,0.0,2.0,-9.2,jonathan-noel-1,0.0,1.0,Center,0.0,0.0,boston-college,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.7,,0.0,-0.15,Jonathan Noel,Boston College
2021-22,0.0,0.0,0.0,0.0,-6.6,acc,-3.9,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,1.0,-2.7,0.0,0.0,0.0,0.0,0.0,jonathan-noel-1,0.0,0.0,Center,0.0,0.0,boston-college,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.002,Jonathan Noel,Boston College
Career,12.4,1.0,0.0,0.0,-10.7,,-2.0,9.1,1.0,0.0,,1.0,0.0,0.0,2.0,2.0,0.0,0.0,,,,13.0,-8.6,0.0,0.0,0.0,2.0,-5.1,jonathan-noel-1,0.0,1.0,Center,0.0,0.0,boston-college,0.0,0.0,,0.0,4.3,1.0,,0.0,0.0,1.0,0.0,0.0,7.4,,0.0,-0.089,Jonathan Noel,Boston College
2018-19,8.5,12.0,3.8,8.0,0.2,acc,1.7,11.6,26.0,0.4,0.341,63.0,0.254,16.0,0.143,9.0,0.667,6.0,,,,257.0,-1.5,2.9,6.0,-0.1,18.0,5.8,tyson-hunter-1,49.0,52.0,Forward,0.5,2.0,clemson,0.746,47.0,0.234,11.0,7.4,32.0,0.364,8.2,6.0,16.0,0.313,5.0,14.9,,0.3,0.049,Hunter Tyson,Clemson
2019-20,5.8,11.0,0.9,3.0,6.0,acc,2.3,20.3,72.0,0.8,0.551,128.0,0.445,57.0,0.32,41.0,0.707,29.0,,,,421.0,3.7,5.6,20.0,1.0,31.0,19.8,tyson-hunter-1,170.0,153.0,Forward,2.4,17.0,clemson,0.656,84.0,0.321,27.0,12.9,92.0,0.576,9.2,15.0,44.0,0.682,30.0,20.7,,1.8,0.171,Hunter Tyson,Clemson
2020-21,4.3,6.0,2.4,6.0,7.3,acc,2.9,25.8,67.0,0.7,0.574,101.0,0.465,47.0,0.347,35.0,0.771,27.0,,,,318.0,4.4,4.7,12.0,0.8,28.0,20.8,tyson-hunter-1,143.0,121.0,Forward,1.7,9.0,clemson,0.505,51.0,0.431,22.0,15.3,79.0,0.608,12.6,17.0,50.0,0.5,25.0,23.1,,1.5,0.186,Hunter Tyson,Clemson
2021-22,10.1,32.0,1.6,8.0,5.3,acc,1.6,19.1,104.0,0.9,0.534,193.0,0.466,90.0,0.29,56.0,0.786,44.0,,,,638.0,3.6,6.3,33.0,1.6,54.0,19.2,tyson-hunter-1,250.0,240.0,Forward,1.9,20.0,clemson,0.389,75.0,0.347,26.0,12.8,137.0,0.569,9.9,24.0,118.0,0.542,64.0,20.3,,2.4,0.152,Hunter Tyson,Clemson
2022-23,8.4,46.0,0.2,2.0,8.2,acc,1.9,26.3,256.0,2.1,0.601,331.0,0.486,161.0,0.317,105.0,0.838,88.0,,,,1076.0,6.3,4.8,40.0,3.6,56.0,22.5,tyson-hunter-1,486.0,444.0,Forward,1.6,29.0,clemson,0.556,184.0,0.413,76.0,16.4,296.0,0.638,8.0,33.0,147.0,0.578,85.0,20.4,,5.6,0.209,Hunter Tyson,Clemson
Career,7.9,107.0,1.2,27.0,6.3,,2.0,22.2,525.0,4.9,0.554,816.0,0.455,371.0,0.301,246.0,0.789,194.0,,,,2710.0,4.3,5.1,111.0,6.8,187.0,19.5,tyson-hunter-1,1098.0,1010.0,Forward,1.7,77.0,clemson,0.54,441.0,0.367,162.0,14.0,636.0,0.589,9.2,95.0,375.0,0.557,209.0,20.2,,11.6,0.172,Hunter Tyson,Clemson
