,assist_percentage,assists,block_percentage,blocks,box_plus_minus,conference,defensive_box_plus_minus,defensive_rebound_percentage,defensive_rebounds,defensive_win_shares,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,games_played,games_started,height,minutes_played,offensive_box_plus_minus,offensive_rebound_percentage,offensive_rebounds,offensive_win_shares,personal_fouls,player_efficiency_rating,player_id,points,points_produced,position,steal_percentage,steals,team_abbreviation,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,weight,win_shares,win_shares_per_40_minutes,name
2024-25,36.0,191.0,1.4,11.0,6.5,big-east,2.9,10.0,76.0,1.3,0.483,203.0,0.429,87.0,0.384,78.0,0.833,65.0,33.0,26.0,,913.0,3.6,5.9,41.0,2.1,70.0,18.0,hassan-diarra-1,261.0,358.0,Guard,3.5,51.0,CONNECTICUT,0.374,76.0,0.289,22.0,8.0,117.0,0.544,22.8,71.0,127.0,0.512,65.0,18.0,,3.5,0.152,Hassan Diarra
2024-25,10.2,32.0,8.9,48.0,8.3,big-east,5.0,12.5,64.0,1.0,0.771,131.0,0.771,101.0,0.344,45.0,0.756,34.0,32.0,32.0,,614.0,3.3,8.5,40.0,1.8,92.0,22.7,samson-johnson-1,236.0,207.0,Forward,2.2,22.0,CONNECTICUT,0.0,0.0,,0.0,10.6,104.0,0.774,18.7,35.0,131.0,0.771,101.0,16.1,,2.8,0.184,Samson Johnson
2024-25,9.7,32.0,1.9,10.0,2.9,big-east,0.7,10.6,52.0,0.5,0.63,127.0,0.543,69.0,0.189,24.0,0.708,17.0,33.0,12.0,,590.0,2.2,6.4,29.0,1.2,55.0,13.2,jaylin-stewart-3,177.0,166.0,Forward,0.4,4.0,CONNECTICUT,0.488,62.0,0.355,22.0,8.6,81.0,0.639,15.3,25.0,65.0,0.723,47.0,14.7,,1.7,0.113,Jaylin Stewart
2024-25,19.6,43.0,0.0,0.0,-1.7,big-east,-0.3,6.9,23.0,0.3,0.466,131.0,0.382,50.0,0.229,30.0,0.767,23.0,32.0,5.0,,399.0,-1.4,0.7,2.0,0.6,46.0,10.5,aidan-mahaney-1,145.0,143.0,Guard,1.1,7.0,CONNECTICUT,0.473,62.0,0.355,22.0,3.9,25.0,0.499,11.6,19.0,69.0,0.406,28.0,21.8,,0.9,0.09,Aidan Mahaney
2024-25,12.2,27.0,4.0,13.0,1.7,big-east,2.6,12.8,40.0,0.5,0.468,79.0,0.405,32.0,0.076,6.0,0.667,4.0,32.0,1.0,,375.0,-0.9,3.1,9.0,0.3,42.0,9.7,jayden-ross-2,78.0,83.0,Forward,1.5,9.0,CONNECTICUT,0.57,45.0,0.222,10.0,8.2,49.0,0.476,11.8,11.0,34.0,0.647,22.0,13.1,,0.8,0.085,Jayden Ross
2024-25,29.5,20.0,3.0,3.0,1.4,big-east,1.6,10.4,10.0,0.1,0.411,28.0,0.357,10.0,0.25,7.0,0.571,4.0,18.0,0.0,,115.0,-0.2,7.9,7.0,0.1,10.0,12.2,ahmad-nowell-1,27.0,39.0,Guard,2.2,4.0,CONNECTICUT,0.571,16.0,0.188,3.0,9.2,17.0,0.431,22.3,9.0,12.0,0.583,7.0,18.6,,0.2,0.082,Ahmad Nowell
2024-25,0.0,0.0,0.0,0.0,-2.3,big-east,-0.7,11.3,3.0,0.0,0.591,11.0,0.455,5.0,0.091,1.0,1.0,1.0,9.0,0.0,,32.0,-1.6,8.2,2.0,0.0,5.0,13.6,isaiah-abraham-1,14.0,11.0,Forward,1.9,1.0,CONNECTICUT,0.636,7.0,0.429,3.0,9.8,5.0,0.61,14.8,2.0,4.0,0.5,2.0,22.3,,0.1,0.105,Isaiah Abraham
2024-25,3.9,1.0,8.1,3.0,2.0,big-east,5.6,25.7,9.0,0.1,0.75,4.0,0.75,3.0,0.0,0.0,,0.0,16.0,0.0,,42.0,-3.6,9.3,3.0,0.0,11.0,12.5,youssouf-singare-1,6.0,7.0,Center,3.0,2.0,CONNECTICUT,0.0,0.0,,0.0,17.9,12.0,0.75,33.3,2.0,4.0,0.75,3.0,7.6,,0.1,0.125,Youssouf Singare
2024-25,10.2,51.0,7.5,89.0,12.5,big-east,4.5,18.7,209.0,2.3,0.679,394.0,0.655,258.0,0.391,154.0,0.682,105.0,33.0,33.0,,1129.0,8.0,9.0,81.0,4.6,46.0,29.9,ryan-kalkbrenner-1,640.0,559.0,Center,1.0,19.0,CREIGHTON,0.145,57.0,0.333,19.0,14.4,290.0,0.685,9.0,46.0,337.0,0.709,239.0,23.8,,6.9,0.245,Ryan Kalkbrenner
2024-25,35.9,226.0,0.2,2.0,5.1,big-east,0.7,10.7,125.0,1.5,0.513,414.0,0.389,161.0,0.295,122.0,0.926,113.0,33.0,33.0,,1182.0,4.4,1.2,11.0,2.6,54.0,17.0,steven-ashworth-1,538.0,596.0,Guard,1.2,23.0,CREIGHTON,0.674,279.0,0.369,103.0,6.4,136.0,0.57,19.6,115.0,135.0,0.43,58.0,26.0,,4.1,0.14,Steven Ashworth
2024-25,24.1,150.0,1.6,20.0,4.2,big-east,3.4,15.9,182.0,2.0,0.501,347.0,0.438,152.0,0.21,73.0,0.589,43.0,34.0,34.0,,1156.0,0.8,2.7,25.0,1.0,74.0,13.9,jamiya-neal-1,391.0,428.0,Forward,1.6,32.0,CREIGHTON,0.415,144.0,0.306,44.0,10.0,207.0,0.512,17.7,82.0,203.0,0.532,108.0,21.0,,3.0,0.104,Jamiya Neal
2024-25,3.8,15.0,0.5,4.0,3.4,big-east,1.3,15.8,113.0,1.1,0.527,226.0,0.389,88.0,0.142,32.0,0.656,21.0,34.0,29.0,,722.0,2.1,7.0,40.0,0.9,46.0,13.2,jackson-mcandrew-1,259.0,233.0,Forward,1.1,13.0,CREIGHTON,0.796,180.0,0.344,62.0,11.9,153.0,0.537,8.7,23.0,46.0,0.565,26.0,19.2,,2.0,0.11,Jackson McAndrew
2024-25,8.7,34.0,2.2,16.0,5.2,big-east,3.1,10.7,72.0,1.0,0.618,110.0,0.564,62.0,0.382,42.0,0.667,28.0,34.0,23.0,,679.0,2.1,6.1,33.0,1.0,25.0,12.7,jasen-green-1,164.0,168.0,Forward,1.0,12.0,CREIGHTON,0.382,42.0,0.286,12.0,8.7,105.0,0.631,18.2,29.0,68.0,0.735,50.0,12.3,,1.9,0.112,Jasen Green
2024-25,4.7,15.0,0.3,2.0,4.0,big-east,1.6,10.5,58.0,0.7,0.587,126.0,0.437,55.0,0.135,17.0,0.941,16.0,34.0,4.0,,556.0,2.3,4.5,20.0,1.0,30.0,12.1,isaac-traudt-1,164.0,146.0,Forward,0.6,6.0,CREIGHTON,0.778,98.0,0.388,38.0,7.9,78.0,0.612,6.9,10.0,28.0,0.607,17.0,13.6,,1.7,0.12,Isaac Traudt
2024-25,24.2,31.0,0.4,1.0,7.3,big-east,2.3,13.9,35.0,0.4,0.525,100.0,0.41,41.0,0.29,29.0,0.862,25.0,8.0,8.0,,253.0,5.0,1.5,3.0,0.4,6.0,17.5,pop-isaacs-1,130.0,125.0,Guard,0.9,4.0,CREIGHTON,0.6,60.0,0.383,23.0,8.4,38.0,0.571,16.8,23.0,40.0,0.45,18.0,28.4,,0.8,0.126,Pop Isaacs
2024-25,4.0,4.0,6.7,15.0,5.1,big-east,3.1,12.4,26.0,0.4,0.689,61.0,0.689,42.0,0.393,24.0,0.583,14.0,34.0,1.0,,212.0,2.0,11.3,19.0,0.5,23.0,22.4,fredrick-king-1,98.0,83.0,Center,1.1,4.0,CREIGHTON,0.0,0.0,,0.0,11.9,45.0,0.677,14.2,12.0,61.0,0.689,42.0,20.9,,0.9,0.169,Fredrick King
2024-25,9.6,12.0,1.7,4.0,3.7,big-east,2.4,13.3,30.0,0.3,0.568,59.0,0.458,27.0,0.424,25.0,0.76,19.0,20.0,0.0,,228.0,1.3,1.7,3.0,0.3,11.0,13.6,fedor-zugic-1,86.0,77.0,Guard,1.0,4.0,CREIGHTON,0.627,37.0,0.351,13.0,8.1,33.0,0.607,17.5,15.0,22.0,0.636,14.0,19.8,,0.6,0.107,Fedor Å½ugiÄ
2024-25,6.2,15.0,0.3,1.0,-1.0,big-east,1.7,9.9,37.0,0.4,0.293,46.0,0.217,10.0,0.261,12.0,0.667,8.0,31.0,4.0,,376.0,-2.7,4.7,14.0,-0.1,22.0,3.0,mason-miller-1,35.0,49.0,Forward,0.6,4.0,CREIGHTON,0.891,41.0,0.171,7.0,7.6,51.0,0.338,17.5,11.0,5.0,0.6,3.0,8.7,,0.3,0.031,Mason Miller
2024-25,17.5,22.0,0.0,0.0,-3.1,big-east,2.7,11.7,23.0,0.3,0.368,19.0,0.368,7.0,0.895,17.0,0.588,10.0,27.0,1.0,,198.0,-5.8,0.6,1.0,-0.1,20.0,3.5,ty-davis-1,24.0,35.0,Guard,1.2,4.0,CREIGHTON,0.316,6.0,0.0,0.0,6.8,24.0,0.443,37.1,16.0,13.0,0.538,7.0,11.4,,0.1,0.026,Ty Davis
2024-25,0.0,0.0,0.0,0.0,-8.6,big-east,-0.1,21.0,5.0,0.0,0.6,10.0,0.6,6.0,0.0,0.0,,0.0,4.0,0.0,,24.0,-8.5,5.2,1.0,-0.1,3.0,9.1,sterling-knox-1,12.0,8.0,Guard,0.0,0.0,CREIGHTON,0.0,0.0,,0.0,14.0,6.0,0.6,28.6,4.0,10.0,0.6,6.0,30.6,,0.0,-0.027,Sterling Knox
2024-25,6.5,4.0,0.9,1.0,-3.6,big-east,1.6,8.1,8.0,0.1,0.556,9.0,0.556,5.0,0.111,1.0,0.0,0.0,23.0,0.0,,100.0,-5.2,2.5,2.0,0.0,9.0,2.3,shane-thomas-1,10.0,11.0,Guard,0.0,0.0,CREIGHTON,0.111,1.0,0.0,0.0,5.6,10.0,0.528,34.5,5.0,8.0,0.625,5.0,7.6,,0.1,0.024,Shane Thomas
2024-25,0.0,0.0,0.0,0.0,-5.7,big-east,0.8,5.9,1.0,0.0,0.333,6.0,0.333,2.0,0.0,0.0,,0.0,9.0,0.0,,17.0,-6.6,7.4,1.0,0.0,2.0,5.8,josh-townley-thomas-1,4.0,4.0,Forward,3.5,1.0,CREIGHTON,0.333,2.0,0.0,0.0,6.6,2.0,0.333,0.0,0.0,4.0,0.5,2.0,18.5,,0.0,0.027,Josh Townley-Thomas
2024-25,19.3,2.0,0.0,0.0,-12.4,big-east,-1.2,17.8,3.0,0.0,0.2,5.0,0.2,1.0,0.4,2.0,0.5,1.0,9.0,0.0,,17.0,-11.3,0.0,0.0,0.0,1.0,-0.2,sami-osmani-1,3.0,4.0,Guard,0.0,0.0,CREIGHTON,0.0,0.0,,0.0,9.9,3.0,0.252,14.4,1.0,5.0,0.2,1.0,21.4,,0.0,-0.059,Sami Osmani
2024-25,33.9,188.0,1.0,9.0,10.3,mvc,3.1,14.2,125.0,2.9,0.561,438.0,0.493,216.0,0.402,176.0,0.795,140.0,33.0,33.0,,1298.0,7.2,2.3,21.0,5.7,46.0,26.8,bennett-stirtz-1,631.0,648.0,Guard,3.6,71.0,DRAKE,0.349,153.0,0.386,59.0,8.2,146.0,0.605,11.1,65.0,285.0,0.551,157.0,25.7,,8.6,0.265,Bennett Stirtz
2024-25,6.0,33.0,3.0,23.0,2.3,mvc,1.0,8.5,64.0,2.0,0.549,234.0,0.444,104.0,0.466,109.0,0.798,87.0,33.0,33.0,,1108.0,1.3,6.0,46.0,2.7,85.0,15.4,daniel-abreu-1,344.0,322.0,Forward,2.0,33.0,DRAKE,0.581,136.0,0.36,49.0,7.2,110.0,0.602,9.5,30.0,98.0,0.561,55.0,16.2,,4.7,0.171,Daniel Abreu
2024-25,6.4,42.0,0.1,1.0,1.5,mvc,1.2,7.8,67.0,2.2,0.576,243.0,0.399,97.0,0.21,51.0,0.863,44.0,33.0,33.0,,1270.0,0.3,0.6,5.0,2.0,66.0,11.0,mitch-mascari-1,324.0,279.0,Guard,2.4,45.0,DRAKE,0.864,210.0,0.41,86.0,4.1,72.0,0.606,11.9,36.0,33.0,0.333,11.0,13.6,,4.2,0.132,Mitch Mascari
2024-25,12.2,33.0,2.0,9.0,2.9,mvc,0.5,21.6,93.0,1.4,0.529,204.0,0.525,107.0,0.686,140.0,0.714,100.0,32.0,1.0,,635.0,2.4,14.7,65.0,2.1,79.0,24.2,tavion-banks-1,316.0,314.0,Guard,2.2,21.0,DRAKE,0.108,22.0,0.091,2.0,18.1,158.0,0.584,14.3,45.0,182.0,0.577,105.0,28.3,,3.5,0.219,Tavion Banks
2024-25,10.7,29.0,5.5,24.0,3.5,mvc,3.0,25.4,107.0,1.8,0.574,169.0,0.574,97.0,0.521,88.0,0.5,44.0,33.0,33.0,,621.0,0.5,16.2,70.0,1.3,86.0,24.0,cam-manyawu-1,238.0,244.0,Forward,4.5,42.0,DRAKE,0.006,1.0,0.0,0.0,20.7,177.0,0.565,15.3,38.0,168.0,0.577,97.0,22.8,,3.2,0.206,Cam Manyawu
2024-25,11.7,24.0,3.0,9.0,4.3,mvc,3.8,15.0,44.0,1.1,0.491,117.0,0.436,51.0,0.248,29.0,0.448,13.0,28.0,0.0,,432.0,0.5,10.0,30.0,0.5,57.0,16.4,isaia-howard-1,128.0,134.0,Guard,4.9,32.0,DRAKE,0.368,43.0,0.302,13.0,12.4,74.0,0.489,12.1,18.0,74.0,0.514,38.0,19.6,,1.7,0.156,Isaia Howard
2024-25,17.9,62.0,0.4,2.0,0.9,mvc,2.4,18.6,83.0,1.5,0.442,104.0,0.413,43.0,0.5,52.0,0.635,33.0,32.0,32.0,,655.0,-1.5,5.7,26.0,0.4,44.0,11.8,isaiah-jackson-4,125.0,156.0,Guard,3.2,31.0,DRAKE,0.288,30.0,0.2,6.0,12.1,109.0,0.486,22.8,38.0,74.0,0.5,37.0,14.5,,1.9,0.114,Isaiah Jackson
2024-25,12.2,21.0,0.8,2.0,-1.0,mvc,-0.4,13.6,33.0,0.6,0.526,78.0,0.513,40.0,0.333,26.0,0.769,20.0,29.0,0.0,,358.0,-0.6,7.2,18.0,0.4,22.0,13.2,kael-combs-1,102.0,105.0,Guard,1.7,9.0,DRAKE,0.179,14.0,0.143,2.0,10.4,51.0,0.564,20.3,23.0,64.0,0.594,38.0,18.0,,1.1,0.119,Kael Combs
2024-25,3.7,5.0,0.0,0.0,-3.7,mvc,-0.3,15.6,31.0,0.6,0.661,59.0,0.661,39.0,0.508,30.0,0.5,15.0,31.0,0.0,,292.0,-3.3,7.9,16.0,0.3,27.0,14.1,nate-ferguson-1,93.0,82.0,Forward,2.3,10.0,DRAKE,0.0,0.0,,0.0,11.7,47.0,0.635,21.4,20.0,59.0,0.661,39.0,18.2,,0.9,0.118,Nate Ferguson
2024-25,10.7,3.0,2.7,1.0,-4.5,mvc,1.7,10.9,4.0,0.1,0.385,13.0,0.308,4.0,0.385,5.0,0.4,2.0,7.0,0.0,,54.0,-6.2,10.6,4.0,0.0,7.0,11.3,andrew-alia-1,12.0,14.0,Guard,4.9,4.0,DRAKE,0.615,8.0,0.25,2.0,10.8,8.0,0.39,11.5,2.0,5.0,0.4,2.0,18.3,,0.2,0.111,Andrew Alia
2024-25,26.3,131.0,4.6,40.0,16.5,acc,7.0,21.5,195.0,2.9,0.539,420.0,0.488,205.0,0.433,182.0,0.83,151.0,32.0,32.0,,975.0,9.5,5.7,44.0,4.4,63.0,30.4,cooper-flagg-1,604.0,603.0,Forward,3.0,49.0,DUKE,0.279,117.0,0.368,43.0,14.2,239.0,0.596,12.0,69.0,303.0,0.535,162.0,30.4,,7.3,0.3,Cooper Flagg
2024-25,15.7,92.0,0.6,6.0,10.5,acc,4.0,10.5,101.0,2.2,0.582,337.0,0.472,159.0,0.312,105.0,0.914,96.0,34.0,34.0,,1035.0,6.5,4.2,35.0,3.8,72.0,20.8,kon-knueppel-1,488.0,464.0,Guard,2.0,34.0,DUKE,0.561,189.0,0.392,74.0,7.6,136.0,0.631,10.8,47.0,148.0,0.574,85.0,21.6,,6.0,0.231,Kon Knueppel
2024-25,12.6,71.0,0.5,4.0,6.8,acc,3.2,9.5,86.0,2.0,0.545,320.0,0.431,138.0,0.206,66.0,0.697,46.0,33.0,33.0,,972.0,3.6,2.3,18.0,2.3,63.0,15.4,tyrese-proctor-1,395.0,364.0,Guard,1.7,27.0,DUKE,0.597,191.0,0.382,73.0,6.2,104.0,0.562,9.1,35.0,129.0,0.504,65.0,20.5,,4.2,0.173,Tyrese Proctor
2024-25,20.1,105.0,1.3,10.0,10.0,acc,5.5,14.8,119.0,2.0,0.604,188.0,0.532,100.0,0.447,84.0,0.821,69.0,34.0,27.0,,863.0,4.6,3.3,23.0,2.6,70.0,18.8,sion-james-1,296.0,316.0,Guard,2.1,30.0,DUKE,0.34,64.0,0.422,27.0,9.5,142.0,0.649,15.2,41.0,124.0,0.589,73.0,16.0,,4.7,0.217,Sion James
2024-25,4.0,16.0,6.6,42.0,9.3,acc,3.3,19.7,131.0,1.8,0.702,166.0,0.693,115.0,0.404,67.0,0.746,50.0,34.0,34.0,,713.0,6.0,17.8,101.0,2.8,67.0,25.2,khaman-maluach-1,283.0,285.0,Center,0.5,6.0,DUKE,0.09,15.0,0.2,3.0,18.8,232.0,0.715,11.6,26.0,151.0,0.742,112.0,16.2,,4.6,0.26,Khaman Maluach
2024-25,7.1,18.0,0.7,3.0,8.7,acc,2.0,8.2,35.0,0.8,0.628,168.0,0.446,75.0,0.19,32.0,0.813,26.0,31.0,3.0,,457.0,6.7,0.8,3.0,1.5,33.0,18.1,isaiah-evans-1,237.0,188.0,Guard,0.9,7.0,DUKE,0.827,139.0,0.439,61.0,4.8,38.0,0.647,8.0,16.0,29.0,0.483,14.0,22.4,,2.3,0.2,Isaiah Evans
2024-25,16.7,46.0,0.7,3.0,3.9,acc,3.9,9.2,40.0,1.0,0.467,153.0,0.399,61.0,0.209,32.0,0.656,21.0,33.0,7.0,,467.0,-0.1,4.0,15.0,0.5,37.0,12.7,caleb-foster-2,164.0,171.0,Guard,2.7,21.0,DUKE,0.438,67.0,0.313,21.0,6.8,55.0,0.488,15.1,30.0,86.0,0.465,40.0,21.8,,1.5,0.13,Caleb Foster
2024-25,8.9,27.0,0.0,0.0,6.7,acc,4.0,13.3,60.0,1.1,0.55,111.0,0.414,46.0,0.189,21.0,0.81,17.0,32.0,0.0,,485.0,2.6,5.7,22.0,1.0,44.0,13.4,mason-gillis-1,139.0,139.0,Forward,2.0,16.0,DUKE,0.793,88.0,0.341,30.0,9.8,82.0,0.574,10.4,14.0,23.0,0.696,16.0,14.3,,2.1,0.171,Mason Gillis
2024-25,10.1,15.0,4.7,11.0,10.2,acc,5.7,16.2,39.0,0.7,0.704,54.0,0.704,38.0,0.37,20.0,0.7,14.0,25.0,0.0,,259.0,4.5,14.1,29.0,1.0,40.0,23.4,patrick-ngongba-2,90.0,95.0,Center,2.1,9.0,DUKE,0.019,1.0,0.0,0.0,15.2,68.0,0.709,8.6,6.0,53.0,0.717,38.0,13.8,,1.7,0.264,Patrick Ngongba
2024-25,14.1,36.0,2.6,9.0,10.9,acc,8.0,14.9,54.0,1.2,0.692,39.0,0.641,25.0,0.41,16.0,0.375,6.0,23.0,0.0,,389.0,2.9,11.6,36.0,0.6,42.0,15.9,maliq-brown-1,60.0,92.0,Forward,4.6,30.0,DUKE,0.308,12.0,0.333,4.0,13.4,90.0,0.644,32.1,22.0,27.0,0.778,21.0,9.1,,1.8,0.181,Maliq Brown
2024-25,9.9,7.0,0.0,0.0,1.8,acc,1.8,10.3,11.0,0.2,0.4,35.0,0.343,12.0,0.457,16.0,0.5,8.0,19.0,0.0,,115.0,-0.1,8.7,8.0,0.2,4.0,12.8,darren-harris-1,36.0,39.0,Guard,1.6,3.0,DUKE,0.543,19.0,0.211,4.0,9.6,19.0,0.423,2.3,1.0,16.0,0.5,8.0,19.5,,0.4,0.143,Darren Harris
2024-25,19.2,2.0,0.0,0.0,9.5,acc,6.1,5.4,1.0,0.1,0.611,9.0,0.444,4.0,0.0,0.0,,0.0,10.0,0.0,,20.0,3.4,6.3,1.0,0.0,2.0,22.0,spencer-hubbard-1,11.0,10.0,Guard,6.0,2.0,DUKE,0.444,4.0,0.75,3.0,5.8,2.0,0.611,18.2,2.0,5.0,0.2,1.0,28.3,,0.1,0.204,Spencer Hubbard
2024-25,11.7,2.0,0.0,0.0,0.9,acc,0.4,8.6,2.0,0.0,0.3,5.0,0.2,1.0,0.8,4.0,0.5,2.0,11.0,0.0,,25.0,0.6,15.1,3.0,0.0,1.0,8.1,cameron-sheffield-1,5.0,8.0,Guard,0.0,0.0,DUKE,0.8,4.0,0.25,1.0,11.6,5.0,0.362,12.7,1.0,1.0,0.0,0.0,16.3,,0.1,0.1,Cameron Sheffield
2024-25,16.1,2.0,0.0,0.0,9.2,acc,10.1,37.5,7.0,0.1,0.5,4.0,0.5,2.0,0.0,0.0,,0.0,9.0,0.0,,20.0,-0.8,0.0,0.0,0.0,2.0,16.4,neal-begovich-1,4.0,4.0,Forward,6.0,2.0,DUKE,0.5,2.0,0.0,0.0,20.2,7.0,0.5,20.0,1.0,2.0,1.0,2.0,12.9,,0.1,0.181,Neal Begovich
2024-25,0.0,0.0,15.9,1.0,-16.5,acc,3.6,15.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,,7.0,-20.1,0.0,0.0,-0.1,1.0,-17.5,stanley-borden-1,0.0,0.0,Center,0.0,0.0,DUKE,0.0,0.0,,0.0,8.3,1.0,0.0,66.7,2.0,1.0,0.0,0.0,22.1,,-0.1,-0.286,Stanley Borden
2024-25,23.4,143.0,1.7,17.0,10.7,sec,3.5,10.6,112.0,1.9,0.552,448.0,0.444,199.0,0.219,98.0,0.857,84.0,33.0,33.0,,1069.0,7.2,1.2,12.0,3.4,62.0,21.0,walter-claytonjr-1,579.0,557.0,Guard,2.3,43.0,FLORIDA,0.574,257.0,0.377,97.0,6.1,124.0,0.585,13.2,75.0,191.0,0.534,102.0,25.2,,5.4,0.201,Walter Clayton Jr.
2024-25,13.3,75.0,0.8,7.0,10.1,sec,4.2,11.6,110.0,1.9,0.552,356.0,0.455,162.0,0.267,95.0,0.737,70.0,32.0,30.0,,960.0,5.8,4.1,36.0,2.7,50.0,20.0,alijah-martin-1,463.0,432.0,Guard,3.1,52.0,FLORIDA,0.553,197.0,0.35,69.0,8.0,146.0,0.577,10.7,48.0,159.0,0.585,93.0,22.1,,4.6,0.191,Alijah Martin
2024-25,9.3,60.0,1.1,11.0,9.6,sec,4.5,10.7,114.0,2.1,0.6,335.0,0.496,166.0,0.215,72.0,0.833,60.0,34.0,34.0,,1072.0,5.1,4.0,39.0,2.9,74.0,18.8,will-richard-2,462.0,416.0,Guard,3.0,57.0,FLORIDA,0.582,195.0,0.359,70.0,7.5,153.0,0.626,11.7,49.0,140.0,0.686,96.0,18.4,,5.0,0.186,Will Richard
2024-25,14.7,69.0,5.9,44.0,11.4,sec,4.7,19.7,152.0,1.8,0.536,239.0,0.502,120.0,0.628,150.0,0.613,92.0,31.0,29.0,,780.0,6.7,13.2,93.0,2.6,70.0,24.4,alex-condon-1,348.0,378.0,Forward,1.7,24.0,FLORIDA,0.205,49.0,0.327,16.0,16.6,245.0,0.561,10.7,37.0,190.0,0.547,104.0,21.1,,4.4,0.226,Alex Condon
2024-25,13.4,70.0,3.0,23.0,10.5,sec,4.2,15.7,127.0,1.6,0.57,194.0,0.495,96.0,0.629,122.0,0.811,99.0,34.0,5.0,,816.0,6.2,10.3,76.0,2.9,82.0,21.5,thomas-haugh-1,320.0,346.0,Forward,1.8,26.0,FLORIDA,0.412,80.0,0.363,29.0,13.1,203.0,0.635,12.5,36.0,114.0,0.588,67.0,16.7,,4.6,0.224,Thomas Haugh
2024-25,13.0,53.0,0.0,0.0,3.2,sec,2.1,7.0,46.0,0.9,0.478,230.0,0.409,94.0,0.274,63.0,0.714,45.0,33.0,5.0,,663.0,1.1,1.8,11.0,1.1,49.0,12.2,denzel-aberdeen-1,265.0,252.0,Guard,1.4,17.0,FLORIDA,0.404,93.0,0.344,32.0,4.5,57.0,0.51,10.7,31.0,137.0,0.453,62.0,20.8,,2.0,0.121,Denzel Aberdeen
2024-25,6.2,25.0,5.2,32.0,6.0,sec,4.0,21.8,141.0,1.5,0.604,149.0,0.604,90.0,0.302,45.0,0.578,26.0,34.0,34.0,,653.0,1.9,13.4,79.0,1.3,97.0,18.4,rueben-chinyelu-1,206.0,219.0,Center,1.6,18.0,FLORIDA,0.0,0.0,,0.0,17.8,220.0,0.605,16.6,34.0,149.0,0.604,90.0,14.8,,2.9,0.176,Rueben Chinyelu
2024-25,5.3,9.0,5.5,15.0,2.4,sec,2.5,16.3,46.0,0.6,0.485,101.0,0.465,47.0,0.257,26.0,0.538,14.0,23.0,0.0,,285.0,-0.2,14.3,37.0,0.3,39.0,16.3,sam-alexis-1,112.0,115.0,Forward,1.4,7.0,FLORIDA,0.198,20.0,0.2,4.0,15.4,83.0,0.494,14.4,19.0,81.0,0.531,43.0,22.0,,0.9,0.133,Sam Alexis
2024-25,13.0,20.0,0.0,0.0,1.7,sec,2.0,5.8,14.0,0.3,0.487,77.0,0.377,29.0,0.156,12.0,0.667,8.0,23.0,0.0,,242.0,-0.3,0.9,2.0,0.3,21.0,9.4,urban-klavzar-1,83.0,79.0,Guard,1.4,6.0,FLORIDA,0.623,48.0,0.354,17.0,3.5,16.0,0.502,12.7,12.0,29.0,0.414,12.0,18.5,,0.6,0.1,Urban Klavzar
2024-25,2.4,1.0,1.5,1.0,4.4,sec,3.5,17.3,12.0,0.2,0.587,23.0,0.522,12.0,0.696,16.0,0.438,7.0,17.0,0.0,,70.0,0.8,9.5,6.0,0.2,10.0,18.9,isaiah-brown-2,34.0,30.0,Guard,2.4,3.0,FLORIDA,0.304,7.0,0.429,3.0,13.6,18.0,0.556,8.9,3.0,16.0,0.563,9.0,22.7,,0.3,0.172,Isaiah Brown
2024-25,12.3,12.0,6.5,9.0,13.7,sec,7.2,23.0,33.0,0.4,0.857,14.0,0.857,12.0,0.571,8.0,0.25,2.0,10.0,0.0,,145.0,6.5,16.0,21.0,0.4,21.0,22.6,micah-handlogten-1,26.0,38.0,Center,3.5,9.0,FLORIDA,0.0,0.0,,0.0,19.6,54.0,0.73,10.1,2.0,14.0,0.857,12.0,6.5,,0.9,0.235,Micah Handlogten
2024-25,11.2,2.0,0.0,0.0,0.1,sec,2.0,16.2,4.0,0.0,0.2,5.0,0.2,1.0,0.4,2.0,1.0,2.0,6.0,0.0,,25.0,-1.9,13.2,3.0,0.0,2.0,10.2,kajus-kublickas-1,4.0,6.0,Guard,0.0,0.0,FLORIDA,0.2,1.0,0.0,0.0,14.8,7.0,0.336,0.0,0.0,4.0,0.25,1.0,11.3,,0.1,0.126,Kajus Kublickas
2024-25,0.0,0.0,0.0,0.0,-15.7,sec,0.4,0.0,0.0,0.0,0.333,3.0,0.333,1.0,0.0,0.0,,0.0,7.0,0.0,,8.0,-16.1,0.0,0.0,0.0,3.0,-4.8,bennett-andersen-1,2.0,2.0,Guard,0.0,0.0,FLORIDA,0.333,1.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,2.0,0.5,1.0,17.7,,0.0,0.004,Bennett Andersen
